version,msa_cbsa_name,carrier_plan_name,billing_class,setting_type,total_weighted_rate,pct_codebasket_spend_in_postprocess,pct_greenyellow_spend_total,n_npi_greenyellow,n_billingcodes_greenyellow,n_rates_greenyellow,anchor_total_weighted_rate,anchor_carrier_plan_name,pct_diff_from_anchor,outlier_check
v7,AK NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,TOTAL,8154630,78.95,45.15,1210,1694,95750,8077308,Cigna OAP,0.01,0
v7,AK NONMETROPOLITAN AREA,Aetna Choice POS,institutional,inpatient,1410694,59.44,26.59,7,215,427,1410694,Aetna Choice POS,0,0
v7,AK NONMETROPOLITAN AREA,Aetna Choice POS,institutional,outpatient,2380678,77.82,38.14,45,676,3262,2380678,Aetna Choice POS,0,0
v7,AK NONMETROPOLITAN AREA,Aetna Choice POS,professional,outpatient,4363258,86.87,54.97,1199,1060,92061,4240151,Cigna OAP,0.029,0
v7,AK NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,TOTAL,8152793,78.9,45.16,1212,1685,95823,8077308,Cigna OAP,0.009,0
v7,AK NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,inpatient,1410694,59.44,26.59,7,215,427,1410694,Aetna Choice POS,0,0
v7,AK NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,outpatient,2380678,77.82,38.14,45,676,3262,2380678,Aetna Choice POS,0,0
v7,AK NONMETROPOLITAN AREA,Aetna Open Choice PPO,professional,outpatient,4361421,86.77,55.01,1201,1051,92134,4240151,Cigna OAP,0.029,0
v7,AK NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,TOTAL,7942826,45.73,18.52,316,1202,52488,8077308,Cigna OAP,-0.017,0
v7,AK NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,inpatient,1413886,3.04,1.37,1,2,2,1410694,Aetna Choice POS,0.002,0
v7,AK NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,outpatient,2420285,16.95,3.57,1,61,61,2380678,Aetna Choice POS,0.017,0
v7,AK NONMETROPOLITAN AREA,Cigna LocalPlus,professional,outpatient,4108655,81.7,33.23,314,1172,52425,4240151,Cigna OAP,-0.031,0
v7,AK NONMETROPOLITAN AREA,Cigna OAP,TOTAL,TOTAL,8077308,22.01,10.17,334,782,38865,8077308,Cigna OAP,0,0
v7,AK NONMETROPOLITAN AREA,Cigna OAP,institutional,inpatient,1413886,3.04,1.37,1,2,2,1410694,Aetna Choice POS,0.002,0
v7,AK NONMETROPOLITAN AREA,Cigna OAP,institutional,outpatient,2423271,10.25,2.32,1,44,44,2380678,Aetna Choice POS,0.018,0
v7,AK NONMETROPOLITAN AREA,Cigna OAP,professional,outpatient,4240151,36.78,17.6,332,743,38819,4240151,Cigna OAP,0,0
v7,AK NONMETROPOLITAN AREA,Cigna PPO,TOTAL,TOTAL,8070733,22.14,10.26,350,821,45432,8077308,Cigna OAP,-0.001,0
v7,AK NONMETROPOLITAN AREA,Cigna PPO,institutional,inpatient,1413886,3.04,1.37,1,2,2,1410694,Aetna Choice POS,0.002,0
v7,AK NONMETROPOLITAN AREA,Cigna PPO,institutional,outpatient,2423271,10.25,2.32,1,44,44,2380678,Aetna Choice POS,0.018,0
v7,AK NONMETROPOLITAN AREA,Cigna PPO,professional,outpatient,4233577,37.06,17.78,348,784,45386,4240151,Cigna OAP,-0.002,0
v7,AK NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,TOTAL,8264254,56.44,38.92,632,1301,108852,8077308,Cigna OAP,0.023,0
v7,AK NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,inpatient,1428503,59.63,24.71,3,195,311,1410694,Aetna Choice POS,0.013,0
v7,AK NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,outpatient,2440282,40.44,26.37,4,285,397,2380678,Aetna Choice POS,0.025,0
v7,AK NONMETROPOLITAN AREA,UHC Choice POS Plus,professional,outpatient,4395469,65.1,50.51,630,910,108144,4240151,Cigna OAP,0.037,0
v7,AK NONMETROPOLITAN AREA,UHC POS,TOTAL,TOTAL,8269861,56.45,38.94,629,1295,107724,8077308,Cigna OAP,0.024,0
v7,AK NONMETROPOLITAN AREA,UHC POS,institutional,inpatient,1428503,59.63,24.71,3,195,311,1410694,Aetna Choice POS,0.013,0
v7,AK NONMETROPOLITAN AREA,UHC POS,institutional,outpatient,2440282,40.44,26.37,4,285,397,2380678,Aetna Choice POS,0.025,0
v7,AK NONMETROPOLITAN AREA,UHC POS,professional,outpatient,4401076,65.11,50.53,627,903,107016,4240151,Cigna OAP,0.038,0
v7,AK NONMETROPOLITAN AREA,UHC PPO,TOTAL,TOTAL,8272158,56.46,38.94,621,1294,106971,8077308,Cigna OAP,0.024,0
v7,AK NONMETROPOLITAN AREA,UHC PPO,institutional,inpatient,1428503,59.63,24.71,3,195,311,1410694,Aetna Choice POS,0.013,0
v7,AK NONMETROPOLITAN AREA,UHC PPO,institutional,outpatient,2440282,40.44,26.37,4,285,397,2380678,Aetna Choice POS,0.025,0
v7,AK NONMETROPOLITAN AREA,UHC PPO,professional,outpatient,4403373,65.12,50.52,619,903,106263,4240151,Cigna OAP,0.038,0
v7,AL NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,TOTAL,4876679,65.59,41.72,3950,2017,388147,4733705,Cigna OAP,0.03,0
v7,AL NONMETROPOLITAN AREA,Aetna Choice POS,institutional,inpatient,729429,14.68,9.82,8,23,116,709571,Cigna OAP,0.028,0
v7,AL NONMETROPOLITAN AREA,Aetna Choice POS,institutional,outpatient,1653624,60.67,24.68,51,465,5162,1653624,Aetna Choice POS,0,0
v7,AL NONMETROPOLITAN AREA,Aetna Choice POS,professional,outpatient,2493626,88.72,62.35,3908,1768,382869,2333388,Cigna OAP,0.069,0
v7,AL NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,TOTAL,4876630,65.58,41.72,3952,2017,387714,4733705,Cigna OAP,0.03,0
v7,AL NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,inpatient,729429,14.68,9.82,8,23,116,709571,Cigna OAP,0.028,0
v7,AL NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,outpatient,1653624,60.67,24.68,51,465,5162,1653624,Aetna Choice POS,0,0
v7,AL NONMETROPOLITAN AREA,Aetna Open Choice PPO,professional,outpatient,2493577,88.71,62.35,3910,1768,382436,2333388,Cigna OAP,0.069,0
v7,AL NONMETROPOLITAN AREA,BCBS PPO,TOTAL,TOTAL,4892714,0.0,53.45,3656,2725,375707,4733705,Cigna OAP,0.034,0
v7,AL NONMETROPOLITAN AREA,BCBS PPO,institutional,inpatient,719094,0.0,60.58,44,594,16641,709571,Cigna OAP,0.013,0
v7,AL NONMETROPOLITAN AREA,BCBS PPO,institutional,outpatient,1731227,0.0,39,51,971,38270,1653624,Aetna Choice POS,0.047,0
v7,AL NONMETROPOLITAN AREA,BCBS PPO,professional,outpatient,2442394,0.0,61.6,3629,1707,320796,2333388,Cigna OAP,0.047,0
v7,AL NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,TOTAL,4762820,85.99,51.95,2622,2790,324401,4733705,Cigna OAP,0.006,0
v7,AL NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,inpatient,713150,96.7,72.93,33,599,16748,709571,Cigna OAP,0.005,0
v7,AL NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,outpatient,1706032,79.02,38.82,45,1005,7834,1653624,Aetna Choice POS,0.032,0
v7,AL NONMETROPOLITAN AREA,Cigna LocalPlus,professional,outpatient,2343637,88.08,55.12,2564,1734,299819,2333388,Cigna OAP,0.004,0
v7,AL NONMETROPOLITAN AREA,Cigna OAP,TOTAL,TOTAL,4733705,69.66,44.52,2636,2454,321014,4733705,Cigna OAP,0,0
v7,AL NONMETROPOLITAN AREA,Cigna OAP,institutional,inpatient,709571,95.26,72.8,33,598,17326,709571,Cigna OAP,0,0
v7,AL NONMETROPOLITAN AREA,Cigna OAP,institutional,outpatient,1690746,45.39,23.02,44,426,3666,1653624,Aetna Choice POS,0.022,0
v7,AL NONMETROPOLITAN AREA,Cigna OAP,professional,outpatient,2333388,81.48,51.5,2578,1663,300022,2333388,Cigna OAP,0,0
v7,AL NONMETROPOLITAN AREA,Cigna PPO,TOTAL,TOTAL,4732185,69.69,44.52,2640,2451,320744,4733705,Cigna OAP,0,0
v7,AL NONMETROPOLITAN AREA,Cigna PPO,institutional,inpatient,707021,95.24,72.59,33,597,16712,709571,Cigna OAP,-0.004,0
v7,AL NONMETROPOLITAN AREA,Cigna PPO,institutional,outpatient,1691892,45.45,23.08,44,427,3704,1653624,Aetna Choice POS,0.023,0
v7,AL NONMETROPOLITAN AREA,Cigna PPO,professional,outpatient,2333272,81.56,51.55,2582,1661,300328,2333388,Cigna OAP,0,0
v7,AL NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,TOTAL,4811350,60.69,41.62,3148,2282,382289,4733705,Cigna OAP,0.016,0
v7,AL NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,inpatient,763174,97.53,79.58,43,610,11418,709571,Cigna OAP,0.076,0
v7,AL NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,outpatient,1667141,39.73,22.61,83,647,21739,1653624,Aetna Choice POS,0.008,0
v7,AL NONMETROPOLITAN AREA,UHC Choice POS Plus,professional,outpatient,2381035,63.57,42.77,3081,1183,349132,2333388,Cigna OAP,0.02,0
v7,AL NONMETROPOLITAN AREA,UHC POS,TOTAL,TOTAL,4806723,60.58,41.49,3137,2262,380348,4733705,Cigna OAP,0.015,0
v7,AL NONMETROPOLITAN AREA,UHC POS,institutional,inpatient,763158,97.53,79.58,43,610,11418,709571,Cigna OAP,0.076,0
v7,AL NONMETROPOLITAN AREA,UHC POS,institutional,outpatient,1666839,39.72,22.59,83,647,21739,1653624,Aetna Choice POS,0.008,0
v7,AL NONMETROPOLITAN AREA,UHC POS,professional,outpatient,2376726,63.32,42.51,3070,1163,347191,2333388,Cigna OAP,0.019,0
v7,AL NONMETROPOLITAN AREA,UHC PPO,TOTAL,TOTAL,4828621,60.67,41.63,3116,2254,374765,4733705,Cigna OAP,0.02,0
v7,AL NONMETROPOLITAN AREA,UHC PPO,institutional,inpatient,777623,97.52,79.93,42,611,11162,709571,Cigna OAP,0.096,0
v7,AL NONMETROPOLITAN AREA,UHC PPO,institutional,outpatient,1667726,39.75,22.59,83,644,21251,1653624,Aetna Choice POS,0.009,0
v7,AL NONMETROPOLITAN AREA,UHC PPO,professional,outpatient,2383273,63.2,42.45,3048,1159,342352,2333388,Cigna OAP,0.021,0
v7,AR NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,TOTAL,5313735,88.28,57,3745,2649,349994,5055661,UHC Choice POS Plus,0.051,0
v7,AR NONMETROPOLITAN AREA,Aetna Choice POS,institutional,inpatient,1182703,95.09,84.13,19,608,6326,981161,BCBS PPO,0.205,1
v7,AR NONMETROPOLITAN AREA,Aetna Choice POS,institutional,outpatient,1590530,79.26,28.3,104,887,12733,1569426,Cigna OAP,0.013,0
v7,AR NONMETROPOLITAN AREA,Aetna Choice POS,professional,outpatient,2540502,91.09,62.34,3656,1629,330935,2485966,UHC Choice POS Plus,0.022,0
v7,AR NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,TOTAL,5315705,88.58,57.21,3730,2649,347270,5055661,UHC Choice POS Plus,0.051,0
v7,AR NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,inpatient,1185292,95.08,84.15,20,608,6329,981161,BCBS PPO,0.208,1
v7,AR NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,outpatient,1590826,79.25,28.32,104,887,12733,1569426,Cigna OAP,0.014,0
v7,AR NONMETROPOLITAN AREA,Aetna Open Choice PPO,professional,outpatient,2539587,91.8,62.73,3641,1629,328208,2485966,UHC Choice POS Plus,0.022,0
v7,AR NONMETROPOLITAN AREA,BCBS PPO,TOTAL,TOTAL,5144238,0.0,33.4,717,1701,59852,5055661,UHC Choice POS Plus,0.018,0
v7,AR NONMETROPOLITAN AREA,BCBS PPO,institutional,inpatient,981161,0.0,44.37,12,330,3570,981161,BCBS PPO,0,0
v7,AR NONMETROPOLITAN AREA,BCBS PPO,institutional,outpatient,1622357,0.0,45.22,98,1002,20262,1569426,Cigna OAP,0.034,0
v7,AR NONMETROPOLITAN AREA,BCBS PPO,professional,outpatient,2540720,0.0,21.61,639,629,36020,2485966,UHC Choice POS Plus,0.022,0
v7,AR NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,TOTAL,5067171,88.84,49.92,2959,2281,365225,5055661,UHC Choice POS Plus,0.002,0
v7,AR NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,inpatient,995494,95.76,42.75,27,351,7558,981161,BCBS PPO,0.015,0
v7,AR NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,outpatient,1553259,82.66,37.62,101,770,8019,1569426,Cigna OAP,-0.01,0
v7,AR NONMETROPOLITAN AREA,Cigna LocalPlus,professional,outpatient,2518419,89.98,60.34,2867,1609,349648,2485966,UHC Choice POS Plus,0.013,0
v7,AR NONMETROPOLITAN AREA,Cigna OAP,TOTAL,TOTAL,5082036,81.19,47.23,2969,2172,364758,5055661,UHC Choice POS Plus,0.005,0
v7,AR NONMETROPOLITAN AREA,Cigna OAP,institutional,inpatient,995415,92.84,42.67,27,350,7552,981161,BCBS PPO,0.015,0
v7,AR NONMETROPOLITAN AREA,Cigna OAP,institutional,outpatient,1569426,64.17,30.35,96,578,6457,1569426,Cigna OAP,0,0
v7,AR NONMETROPOLITAN AREA,Cigna OAP,professional,outpatient,2517195,88.23,59.56,2882,1570,350749,2485966,UHC Choice POS Plus,0.013,0
v7,AR NONMETROPOLITAN AREA,Cigna PPO,TOTAL,TOTAL,5086693,81.27,47.02,2975,2164,365639,5055661,UHC Choice POS Plus,0.006,0
v7,AR NONMETROPOLITAN AREA,Cigna PPO,institutional,inpatient,995415,92.84,42.67,27,350,7552,981161,BCBS PPO,0.015,0
v7,AR NONMETROPOLITAN AREA,Cigna PPO,institutional,outpatient,1569842,64.17,30.36,96,575,6426,1569426,Cigna OAP,0,0
v7,AR NONMETROPOLITAN AREA,Cigna PPO,professional,outpatient,2521436,88.39,59.11,2889,1559,351661,2485966,UHC Choice POS Plus,0.014,0
v7,AR NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,TOTAL,5055661,73.47,43.47,2838,2093,432993,5055661,UHC Choice POS Plus,0,0
v7,AR NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,inpatient,986091,99.4,51.8,55,415,13416,981161,BCBS PPO,0.005,0
v7,AR NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,outpatient,1583605,62.76,31.42,156,720,26196,1569426,Cigna OAP,0.009,0
v7,AR NONMETROPOLITAN AREA,UHC Choice POS Plus,professional,outpatient,2485966,68.59,47.85,2698,1214,393381,2485966,UHC Choice POS Plus,0,0
v7,AR NONMETROPOLITAN AREA,UHC POS,TOTAL,TOTAL,5055338,73.29,43.45,2825,2088,429997,5055661,UHC Choice POS Plus,0,0
v7,AR NONMETROPOLITAN AREA,UHC POS,institutional,inpatient,986091,99.4,51.8,55,415,13416,981161,BCBS PPO,0.005,0
v7,AR NONMETROPOLITAN AREA,UHC POS,institutional,outpatient,1583605,62.76,31.42,156,720,26196,1569426,Cigna OAP,0.009,0
v7,AR NONMETROPOLITAN AREA,UHC POS,professional,outpatient,2485643,68.18,47.81,2684,1208,390385,2485966,UHC Choice POS Plus,0,0
v7,AR NONMETROPOLITAN AREA,UHC PPO,TOTAL,TOTAL,5058290,73.33,43.49,2810,2091,428975,5055661,UHC Choice POS Plus,0.001,0
v7,AR NONMETROPOLITAN AREA,UHC PPO,institutional,inpatient,986091,99.4,51.8,55,415,13416,981161,BCBS PPO,0.005,0
v7,AR NONMETROPOLITAN AREA,UHC PPO,institutional,outpatient,1583605,62.76,31.42,156,720,26196,1569426,Cigna OAP,0.009,0
v7,AR NONMETROPOLITAN AREA,UHC PPO,professional,outpatient,2488595,68.27,47.88,2669,1212,389363,2485966,UHC Choice POS Plus,0.001,0
v7,AZ NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,TOTAL,5721666,82.12,54.52,1262,2418,143716,5451048,BCBS PPO,0.05,0
v7,AZ NONMETROPOLITAN AREA,Aetna Choice POS,institutional,inpatient,1287476,83.15,57.22,6,388,977,1129142,BCBS PPO,0.14,1
v7,AZ NONMETROPOLITAN AREA,Aetna Choice POS,institutional,outpatient,1954020,71.39,43.75,15,783,3000,1954020,Aetna Choice POS,0,0
v7,AZ NONMETROPOLITAN AREA,Aetna Choice POS,professional,outpatient,2480170,91.69,61.59,1252,1671,139739,2325111,BCBS PPO,0.067,0
v7,AZ NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,TOTAL,5721830,82.13,54.53,1256,2419,143665,5451048,BCBS PPO,0.05,0
v7,AZ NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,inpatient,1287476,83.15,57.22,6,388,977,1129142,BCBS PPO,0.14,1
v7,AZ NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,outpatient,1954020,71.39,43.75,15,783,3000,1954020,Aetna Choice POS,0,0
v7,AZ NONMETROPOLITAN AREA,Aetna Open Choice PPO,professional,outpatient,2480333,91.73,61.62,1246,1672,139688,2325111,BCBS PPO,0.067,0
v7,AZ NONMETROPOLITAN AREA,BCBS PPO,TOTAL,TOTAL,5451048,0.0,54.74,532,2454,101860,5451048,BCBS PPO,0,0
v7,AZ NONMETROPOLITAN AREA,BCBS PPO,institutional,inpatient,1129142,0.0,52.5,14,417,3829,1129142,BCBS PPO,0,0
v7,AZ NONMETROPOLITAN AREA,BCBS PPO,institutional,outpatient,1996795,0.0,59.42,72,1211,8273,1954020,Aetna Choice POS,0.022,0
v7,AZ NONMETROPOLITAN AREA,BCBS PPO,professional,outpatient,2325111,0.0,51.8,495,1417,89758,2325111,BCBS PPO,0,0
v7,AZ NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,TOTAL,5657230,66.1,43.32,727,2054,109604,5451048,BCBS PPO,0.038,0
v7,AZ NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,inpatient,1140711,52.44,28.35,2,244,274,1129142,BCBS PPO,0.01,0
v7,AZ NONMETROPOLITAN AREA,Cigna LocalPlus,institutional,outpatient,2063039,53.24,32.21,18,539,1971,1954020,Aetna Choice POS,0.056,0
v7,AZ NONMETROPOLITAN AREA,Cigna LocalPlus,professional,outpatient,2453480,87.36,59.63,710,1566,107359,2325111,BCBS PPO,0.055,0
v7,AZ NONMETROPOLITAN AREA,Cigna OAP,TOTAL,TOTAL,5691901,44.3,30.33,962,1704,143519,5451048,BCBS PPO,0.044,0
v7,AZ NONMETROPOLITAN AREA,Cigna OAP,institutional,inpatient,1186376,8.53,6.78,2,21,33,1129142,BCBS PPO,0.051,0
v7,AZ NONMETROPOLITAN AREA,Cigna OAP,institutional,outpatient,2041096,25.91,10.58,19,366,1796,1954020,Aetna Choice POS,0.045,0
v7,AZ NONMETROPOLITAN AREA,Cigna OAP,professional,outpatient,2464429,84.65,58.03,944,1517,141690,2325111,BCBS PPO,0.06,0
v7,AZ NONMETROPOLITAN AREA,Cigna PPO,TOTAL,TOTAL,5700313,44.86,30.85,971,1767,149261,5451048,BCBS PPO,0.046,0
v7,AZ NONMETROPOLITAN AREA,Cigna PPO,institutional,inpatient,1186376,8.53,6.78,2,21,33,1129142,BCBS PPO,0.051,0
v7,AZ NONMETROPOLITAN AREA,Cigna PPO,institutional,outpatient,2041096,25.91,10.58,19,366,1796,1954020,Aetna Choice POS,0.045,0
v7,AZ NONMETROPOLITAN AREA,Cigna PPO,professional,outpatient,2472841,85.96,59.12,953,1581,147432,2325111,BCBS PPO,0.064,0
v7,AZ NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,TOTAL,5780590,60.37,42.93,1127,1717,203025,5451048,BCBS PPO,0.06,0
v7,AZ NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,inpatient,1211591,21.44,11.66,5,16,39,1129142,BCBS PPO,0.073,0
v7,AZ NONMETROPOLITAN AREA,UHC Choice POS Plus,institutional,outpatient,2090669,70.52,48.28,17,786,4281,1954020,Aetna Choice POS,0.07,0
v7,AZ NONMETROPOLITAN AREA,UHC Choice POS Plus,professional,outpatient,2478330,74.02,53.7,1119,1285,198705,2325111,BCBS PPO,0.066,0
v7,AZ NONMETROPOLITAN AREA,UHC POS,TOTAL,TOTAL,5727314,61.83,43.39,1097,1739,196075,5451048,BCBS PPO,0.051,0
v7,AZ NONMETROPOLITAN AREA,UHC POS,institutional,inpatient,1199023,26.03,13.38,5,27,66,1129142,BCBS PPO,0.062,0
v7,AZ NONMETROPOLITAN AREA,UHC POS,institutional,outpatient,2051177,71.81,48.6,17,814,4470,1954020,Aetna Choice POS,0.05,0
v7,AZ NONMETROPOLITAN AREA,UHC POS,professional,outpatient,2477114,73.7,53.6,1089,1279,191539,2325111,BCBS PPO,0.065,0
v7,AZ NONMETROPOLITAN AREA,UHC PPO,TOTAL,TOTAL,5793502,60.36,42.99,1095,1711,196280,5451048,BCBS PPO,0.063,0
v7,AZ NONMETROPOLITAN AREA,UHC PPO,institutional,inpatient,1211591,21.44,11.66,5,16,39,1129142,BCBS PPO,0.073,0
v7,AZ NONMETROPOLITAN AREA,UHC PPO,institutional,outpatient,2090669,70.52,48.28,17,786,4281,1954020,Aetna Choice POS,0.07,0
v7,AZ NONMETROPOLITAN AREA,UHC PPO,professional,outpatient,2491242,73.88,53.79,1087,1282,191960,2325111,BCBS PPO,0.071,0
v7,"Abilene, TX MSA",Aetna Choice POS,TOTAL,TOTAL,5793053,40.13,27.98,860,1617,101608,5695161,UHC Choice POS Plus,0.017,0
v7,"Abilene, TX MSA",Aetna Choice POS,institutional,inpatient,943203,0.0,0,0,0,0,913325,UHC Choice POS Plus,0.033,0
v7,"Abilene, TX MSA",Aetna Choice POS,institutional,outpatient,2119602,7.78,0.82,3,3,4,2095194,UHC Choice POS Plus,0.012,0
v7,"Abilene, TX MSA",Aetna Choice POS,professional,outpatient,2730248,87.86,58.74,858,1615,101604,2621891,BCBS PPO,0.041,0
v7,"Abilene, TX MSA",Aetna Open Choice PPO,TOTAL,TOTAL,5796159,40.23,28,860,1616,101040,5695161,UHC Choice POS Plus,0.018,0
v7,"Abilene, TX MSA",Aetna Open Choice PPO,institutional,inpatient,943203,0.0,0,0,0,0,913325,UHC Choice POS Plus,0.033,0
v7,"Abilene, TX MSA",Aetna Open Choice PPO,institutional,outpatient,2119602,7.78,0.82,3,3,4,2095194,UHC Choice POS Plus,0.012,0
v7,"Abilene, TX MSA",Aetna Open Choice PPO,professional,outpatient,2733354,88.04,58.74,858,1614,101036,2621891,BCBS PPO,0.043,0
v7,"Abilene, TX MSA",BCBS PPO,TOTAL,TOTAL,5860355,0.0,57.63,1168,2748,137518,5695161,UHC Choice POS Plus,0.029,0
v7,"Abilene, TX MSA",BCBS PPO,institutional,inpatient,1028816,0.0,77.72,4,558,1119,913325,UHC Choice POS Plus,0.126,1
v7,"Abilene, TX MSA",BCBS PPO,institutional,outpatient,2209647,0.0,43.24,66,1133,5524,2095194,UHC Choice POS Plus,0.055,0
v7,"Abilene, TX MSA",BCBS PPO,professional,outpatient,2621891,0.0,61.89,1148,1663,130875,2621891,BCBS PPO,0,0
v7,"Abilene, TX MSA",Cigna LocalPlus,TOTAL,TOTAL,5744509,80.37,43.02,680,2192,101567,5695161,UHC Choice POS Plus,0.009,0
v7,"Abilene, TX MSA",Cigna LocalPlus,institutional,inpatient,943763,96.44,41.15,2,268,281,913325,UHC Choice POS Plus,0.033,0
v7,"Abilene, TX MSA",Cigna LocalPlus,institutional,outpatient,2149918,63.69,21.31,15,667,3378,2095194,UHC Choice POS Plus,0.026,0
v7,"Abilene, TX MSA",Cigna LocalPlus,professional,outpatient,2650828,89.62,61.3,664,1609,97908,2621891,BCBS PPO,0.011,0
v7,"Abilene, TX MSA",Cigna OAP,TOTAL,TOTAL,5766681,77.14,40.48,721,2147,107818,5695161,UHC Choice POS Plus,0.013,0
v7,"Abilene, TX MSA",Cigna OAP,institutional,inpatient,943763,96.44,41.15,2,268,281,913325,UHC Choice POS Plus,0.033,0
v7,"Abilene, TX MSA",Cigna OAP,institutional,outpatient,2149774,62.59,20.57,15,654,3373,2095194,UHC Choice POS Plus,0.026,0
v7,"Abilene, TX MSA",Cigna OAP,professional,outpatient,2673144,82.78,56.24,705,1571,104164,2621891,BCBS PPO,0.02,0
v7,"Abilene, TX MSA",Cigna PPO,TOTAL,TOTAL,5766725,76.97,40.37,724,2134,108110,5695161,UHC Choice POS Plus,0.013,0
v7,"Abilene, TX MSA",Cigna PPO,institutional,inpatient,943763,96.44,41.15,2,268,281,913325,UHC Choice POS Plus,0.033,0
v7,"Abilene, TX MSA",Cigna PPO,institutional,outpatient,2149774,62.59,20.57,15,654,3373,2095194,UHC Choice POS Plus,0.026,0
v7,"Abilene, TX MSA",Cigna PPO,professional,outpatient,2673188,82.35,56.01,708,1559,104456,2621891,BCBS PPO,0.02,0
v7,"Abilene, TX MSA",UHC Choice POS Plus,TOTAL,TOTAL,5695161,56.04,31.6,723,1647,106900,5695161,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC Choice POS Plus,institutional,inpatient,913325,96.32,36.93,1,244,244,913325,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC Choice POS Plus,institutional,outpatient,2095194,22.76,6.6,15,246,1843,2095194,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC Choice POS Plus,professional,outpatient,2686642,70.28,49.3,711,1234,104813,2621891,BCBS PPO,0.025,0
v7,"Abilene, TX MSA",UHC POS,TOTAL,TOTAL,5695795,56.02,31.59,715,1645,106015,5695161,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC POS,institutional,inpatient,913325,96.32,36.93,1,244,244,913325,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC POS,institutional,outpatient,2095194,22.76,6.6,15,246,1843,2095194,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC POS,professional,outpatient,2687277,70.24,49.27,703,1232,103928,2621891,BCBS PPO,0.025,0
v7,"Abilene, TX MSA",UHC PPO,TOTAL,TOTAL,5695098,56.02,31.48,713,1644,105208,5695161,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC PPO,institutional,inpatient,913325,96.32,36.93,1,244,244,913325,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC PPO,institutional,outpatient,2095194,22.76,6.6,15,246,1843,2095194,UHC Choice POS Plus,0,0
v7,"Abilene, TX MSA",UHC PPO,professional,outpatient,2686580,70.23,49.04,701,1231,103121,2621891,BCBS PPO,0.025,0
v7,"Akron, OH MSA",Aetna Choice POS,TOTAL,TOTAL,5759179,94.47,66.76,4438,2861,195764,5759179,Aetna Choice POS,0,0
v7,"Akron, OH MSA",Aetna Choice POS,institutional,inpatient,975995,99.27,95.74,15,659,4493,975995,Aetna Choice POS,0,0
v7,"Akron, OH MSA",Aetna Choice POS,institutional,outpatient,2064550,95.98,52.17,21,1005,5143,2064550,Aetna Choice POS,0,0
v7,"Akron, OH MSA",Aetna Choice POS,professional,outpatient,2718634,90.91,67.45,4420,1713,186128,2614566,BCBS PPO,0.04,0
v7,"Akron, OH MSA",Aetna Open Choice PPO,TOTAL,TOTAL,5754508,94.44,65.31,4431,2850,193572,5759179,Aetna Choice POS,-0.001,0
