version,msa_cbsa_name,carrier_plan_name,billing_class,setting_type,total_weighted_rate,pct_codebasket_spend_in_postprocess,pct_greenyellow_spend_total,n_npi_greenyellow,n_billingcodes_greenyellow,n_rates_greenyellow,anchor_total_weighted_rate,anchor_carrier_plan_name,pct_diff_from_anchor,outlier_check
v6,"Anniston-Oxford, AL MSA",BCBS PPO,TOTAL,TOTAL,4468372,87.38,55.02,370,2143,57537,4411042,Cigna OAP,0.013,0
v6,"Anniston-Oxford, AL MSA",BCBS PPO,institutional,inpatient,944255,90.41,40.9,3,257,514,930475,UHC Choice POS Plus,0.015,0
v6,"Anniston-Oxford, AL MSA",BCBS PPO,institutional,outpatient,1490035,81.43,37.26,3,789,2003,1490035,BCBS PPO,0,0
v6,"Anniston-Oxford, AL MSA",BCBS PPO,professional,outpatient,2034082,90.28,74.59,368,1508,55020,1899452,Cigna OAP,0.071,0
v6,"Anniston-Oxford, AL MSA",Cigna LocalPlus,TOTAL,TOTAL,4410869,68.66,38.2,282,1719,41911,4411042,Cigna OAP,0,0
v6,"Anniston-Oxford, AL MSA",Cigna LocalPlus,institutional,inpatient,996202,91.97,49.64,2,396,779,930475,UHC Choice POS Plus,0.071,0
v6,"Anniston-Oxford, AL MSA",Cigna LocalPlus,institutional,outpatient,1515389,33.85,4.79,6,158,247,1490035,BCBS PPO,0.017,0
v6,"Anniston-Oxford, AL MSA",Cigna LocalPlus,professional,outpatient,1899278,83.72,58.85,278,1230,40885,1899452,Cigna OAP,0,0
v6,"Anniston-Oxford, AL MSA",Cigna OAP,TOTAL,TOTAL,4411042,67.88,37.8,282,1703,41860,4411042,Cigna OAP,0,0
v6,"Anniston-Oxford, AL MSA",Cigna OAP,institutional,inpatient,996202,91.97,49.64,2,396,779,930475,UHC Choice POS Plus,0.071,0
v6,"Anniston-Oxford, AL MSA",Cigna OAP,institutional,outpatient,1515389,33.85,4.79,6,158,247,1490035,BCBS PPO,0.017,0
v6,"Anniston-Oxford, AL MSA",Cigna OAP,professional,outpatient,1899452,81.86,57.93,278,1214,40834,1899452,Cigna OAP,0,0
v6,"Anniston-Oxford, AL MSA",Cigna PPO,TOTAL,TOTAL,4422682,67.98,38.04,282,1708,41873,4411042,Cigna OAP,0.003,0
v6,"Anniston-Oxford, AL MSA",Cigna PPO,institutional,inpatient,996202,91.97,49.64,2,396,779,930475,UHC Choice POS Plus,0.071,0
v6,"Anniston-Oxford, AL MSA",Cigna PPO,institutional,outpatient,1526696,34.4,5.7,6,164,259,1490035,BCBS PPO,0.025,0
v6,"Anniston-Oxford, AL MSA",Cigna PPO,professional,outpatient,1899785,81.87,57.94,278,1214,40835,1899452,Cigna OAP,0,0
v6,"Anniston-Oxford, AL MSA",UHC Choice POS Plus,TOTAL,TOTAL,4421285,72.94,42.34,286,1750,43280,4411042,Cigna OAP,0.002,0
v6,"Anniston-Oxford, AL MSA",UHC Choice POS Plus,institutional,inpatient,930475,64.79,25.93,2,243,244,930475,UHC Choice POS Plus,0,0
v6,"Anniston-Oxford, AL MSA",UHC Choice POS Plus,institutional,outpatient,1540397,82.28,37.21,1,661,661,1490035,BCBS PPO,0.034,0
v6,"Anniston-Oxford, AL MSA",UHC Choice POS Plus,professional,outpatient,1950412,69.63,54.22,285,1012,42375,1899452,Cigna OAP,0.027,0
v6,"Anniston-Oxford, AL MSA",UHC POS,TOTAL,TOTAL,4424161,73.04,42.44,286,1743,43222,4411042,Cigna OAP,0.003,0
v6,"Anniston-Oxford, AL MSA",UHC POS,institutional,inpatient,930475,64.79,25.93,2,243,244,930475,UHC Choice POS Plus,0,0
v6,"Anniston-Oxford, AL MSA",UHC POS,institutional,outpatient,1540397,82.28,37.21,1,661,661,1490035,BCBS PPO,0.034,0
v6,"Anniston-Oxford, AL MSA",UHC POS,professional,outpatient,1953288,69.85,54.42,285,1005,42317,1899452,Cigna OAP,0.028,0
v6,"Anniston-Oxford, AL MSA",UHC PPO,TOTAL,TOTAL,4424064,73.0,42.57,281,1758,43106,4411042,Cigna OAP,0.003,0
v6,"Anniston-Oxford, AL MSA",UHC PPO,institutional,inpatient,930475,64.79,25.93,2,243,244,930475,UHC Choice POS Plus,0,0
v6,"Anniston-Oxford, AL MSA",UHC PPO,institutional,outpatient,1540397,82.28,37.21,1,661,661,1490035,BCBS PPO,0.034,0
v6,"Anniston-Oxford, AL MSA",UHC PPO,professional,outpatient,1953191,69.78,54.72,280,1023,42201,1899452,Cigna OAP,0.028,0
v6,"Appleton, WI MSA",Aetna Choice POS,TOTAL,TOTAL,7242496,10.96,5.57,339,336,5171,7096097,Cigna OAP,0.021,0
v6,"Appleton, WI MSA",Aetna Choice POS,institutional,inpatient,1292796,0.0,0,0,0,0,1284033,BCBS PPO,0.007,0
v6,"Appleton, WI MSA",Aetna Choice POS,institutional,outpatient,2242902,9.09,6.58,2,118,153,2208096,UHC Choice POS Plus,0.016,0
v6,"Appleton, WI MSA",Aetna Choice POS,professional,outpatient,3706798,16.06,6.9,337,267,5018,3521587,Cigna OAP,0.053,0
v6,"Appleton, WI MSA",Aetna Open Choice PPO,TOTAL,TOTAL,7238511,9.64,4.78,309,298,4663,7096097,Cigna OAP,0.02,0
v6,"Appleton, WI MSA",Aetna Open Choice PPO,institutional,inpatient,1292796,0.0,0,0,0,0,1284033,BCBS PPO,0.007,0
v6,"Appleton, WI MSA",Aetna Open Choice PPO,institutional,outpatient,2242902,9.09,6.58,2,118,153,2208096,UHC Choice POS Plus,0.016,0
v6,"Appleton, WI MSA",Aetna Open Choice PPO,professional,outpatient,3702813,13.47,5.36,307,228,4510,3521587,Cigna OAP,0.051,0
v6,"Appleton, WI MSA",BCBS PPO,TOTAL,TOTAL,7630169,87.94,60.9,1683,2088,111755,7096097,Cigna OAP,0.075,0
v6,"Appleton, WI MSA",BCBS PPO,institutional,inpatient,1284033,89.7,70.23,6,548,2781,1284033,BCBS PPO,0,0
v6,"Appleton, WI MSA",BCBS PPO,institutional,outpatient,2288642,77.91,37.48,100,552,2093,2208096,UHC Choice POS Plus,0.036,0
v6,"Appleton, WI MSA",BCBS PPO,professional,outpatient,4057493,93.02,71.16,1679,1150,106881,3521587,Cigna OAP,0.152,1
v6,"Appleton, WI MSA",Cigna LocalPlus,TOTAL,TOTAL,7067421,65.61,37.22,438,1596,27816,7096097,Cigna OAP,-0.004,0
v6,"Appleton, WI MSA",Cigna LocalPlus,institutional,inpatient,1292796,0.0,0,0,0,0,1284033,BCBS PPO,0.007,0
v6,"Appleton, WI MSA",Cigna LocalPlus,institutional,outpatient,2282428,75.79,51.75,10,1026,3325,2208096,UHC Choice POS Plus,0.034,0
v6,"Appleton, WI MSA",Cigna LocalPlus,professional,outpatient,3492196,84.22,41.5,428,858,24491,3521587,Cigna OAP,-0.008,0
v6,"Appleton, WI MSA",Cigna OAP,TOTAL,TOTAL,7096097,51.0,30.38,442,1373,19401,7096097,Cigna OAP,0,0
v6,"Appleton, WI MSA",Cigna OAP,institutional,inpatient,1292796,0.0,0,0,0,0,1284033,BCBS PPO,0.007,0
v6,"Appleton, WI MSA",Cigna OAP,institutional,outpatient,2281714,71.31,49.18,10,988,3277,2208096,UHC Choice POS Plus,0.033,0
v6,"Appleton, WI MSA",Cigna OAP,professional,outpatient,3521587,57.25,29.35,432,560,16124,3521587,Cigna OAP,0,0
v6,"Appleton, WI MSA",Cigna PPO,TOTAL,TOTAL,7161465,42.91,24.06,409,1300,13002,7096097,Cigna OAP,0.009,0
v6,"Appleton, WI MSA",Cigna PPO,institutional,inpatient,1292796,0.0,0,0,0,0,1284033,BCBS PPO,0.007,0
v6,"Appleton, WI MSA",Cigna PPO,institutional,outpatient,2283191,72.19,49.43,10,992,3155,2208096,UHC Choice POS Plus,0.034,0
v6,"Appleton, WI MSA",Cigna PPO,professional,outpatient,3585478,40.25,16.57,399,436,9847,3521587,Cigna OAP,0.018,0
v6,"Appleton, WI MSA",UHC Choice POS Plus,TOTAL,TOTAL,7228920,83.33,62.43,1148,2252,120381,7096097,Cigna OAP,0.019,0
v6,"Appleton, WI MSA",UHC Choice POS Plus,institutional,inpatient,1296044,96.89,91.16,7,564,3046,1284033,BCBS PPO,0.009,0
v6,"Appleton, WI MSA",UHC Choice POS Plus,institutional,outpatient,2208096,86.8,52.1,16,946,6667,2208096,UHC Choice POS Plus,0,0
v6,"Appleton, WI MSA",UHC Choice POS Plus,professional,outpatient,3724780,76.36,58.55,1136,1018,110668,3521587,Cigna OAP,0.058,0
v6,"Appleton, WI MSA",UHC POS,TOTAL,TOTAL,7233347,83.01,62.21,1124,2218,116215,7096097,Cigna OAP,0.019,0
v6,"Appleton, WI MSA",UHC POS,institutional,inpatient,1296044,96.89,91.16,7,564,3046,1284033,BCBS PPO,0.009,0
v6,"Appleton, WI MSA",UHC POS,institutional,outpatient,2208714,86.81,52.07,16,942,6616,2208096,UHC Choice POS Plus,0,0
v6,"Appleton, WI MSA",UHC POS,professional,outpatient,3728590,75.74,58.16,1112,968,106553,3521587,Cigna OAP,0.059,0
v6,"Appleton, WI MSA",UHC PPO,TOTAL,TOTAL,7230115,83.02,61.44,1077,2235,112783,7096097,Cigna OAP,0.019,0
v6,"Appleton, WI MSA",UHC PPO,institutional,inpatient,1296044,96.89,91.16,7,564,3046,1284033,BCBS PPO,0.009,0
v6,"Appleton, WI MSA",UHC PPO,institutional,outpatient,2203497,86.78,52.15,15,962,6499,2208096,UHC Choice POS Plus,-0.002,0
v6,"Appleton, WI MSA",UHC PPO,professional,outpatient,3730574,75.78,56.61,1066,966,103238,3521587,Cigna OAP,0.059,0
v6,"Asheville, NC MSA",Aetna Choice POS,TOTAL,TOTAL,5608020,65.34,49.28,3581,1645,130289,5576547,UHC Choice POS Plus,0.006,0
v6,"Asheville, NC MSA",Aetna Choice POS,institutional,inpatient,1053231,0.0,0,0,0,0,1020197,Cigna OAP,0.032,0
v6,"Asheville, NC MSA",Aetna Choice POS,institutional,outpatient,2100543,70.75,46.37,21,519,878,2100543,Aetna Choice POS,0,0
v6,"Asheville, NC MSA",Aetna Choice POS,professional,outpatient,2454245,90.06,72.91,3567,1374,129411,2334692,UHC Choice POS Plus,0.051,0
v6,"Asheville, NC MSA",Aetna Open Choice PPO,TOTAL,TOTAL,5615401,65.64,49.5,3584,1658,132008,5576547,UHC Choice POS Plus,0.007,0
v6,"Asheville, NC MSA",Aetna Open Choice PPO,institutional,inpatient,1053231,0.0,0,0,0,0,1020197,Cigna OAP,0.032,0
v6,"Asheville, NC MSA",Aetna Open Choice PPO,institutional,outpatient,2100543,70.75,46.37,21,519,878,2100543,Aetna Choice POS,0,0
v6,"Asheville, NC MSA",Aetna Open Choice PPO,professional,outpatient,2461626,90.69,73.35,3569,1385,131130,2334692,UHC Choice POS Plus,0.054,0
v6,"Asheville, NC MSA",BCBS PPO,TOTAL,TOTAL,5789910,83.42,65.37,3754,2357,239754,5576547,UHC Choice POS Plus,0.038,0
v6,"Asheville, NC MSA",BCBS PPO,institutional,inpatient,1081317,96.31,88.2,7,592,2903,1020197,Cigna OAP,0.06,0
v6,"Asheville, NC MSA",BCBS PPO,institutional,outpatient,2187561,71.79,48.86,13,688,2714,2100543,Aetna Choice POS,0.041,0
v6,"Asheville, NC MSA",BCBS PPO,professional,outpatient,2521031,87.84,69.91,3739,1386,234137,2334692,UHC Choice POS Plus,0.08,0
v6,"Asheville, NC MSA",Cigna LocalPlus,TOTAL,TOTAL,5622460,87.37,64.2,2754,2408,193637,5576547,UHC Choice POS Plus,0.008,0
v6,"Asheville, NC MSA",Cigna LocalPlus,institutional,inpatient,1024834,90.37,75.7,3,571,1665,1020197,Cigna OAP,0.005,0
v6,"Asheville, NC MSA",Cigna LocalPlus,institutional,outpatient,2245533,85.54,54.28,41,929,3179,2100543,Aetna Choice POS,0.069,0
v6,"Asheville, NC MSA",Cigna LocalPlus,professional,outpatient,2352093,87.78,68.67,2723,1368,188793,2334692,UHC Choice POS Plus,0.007,0
v6,"Asheville, NC MSA",Cigna OAP,TOTAL,TOTAL,5608411,84.02,62.81,2761,2359,192374,5576547,UHC Choice POS Plus,0.006,0
v6,"Asheville, NC MSA",Cigna OAP,institutional,inpatient,1020197,87.3,72.67,3,564,1658,1020197,Cigna OAP,0,0
v6,"Asheville, NC MSA",Cigna OAP,institutional,outpatient,2238906,80.38,52.72,41,890,3131,2100543,Aetna Choice POS,0.066,0
v6,"Asheville, NC MSA",Cigna OAP,professional,outpatient,2349308,86.05,68.15,2730,1345,187585,2334692,UHC Choice POS Plus,0.006,0
v6,"Asheville, NC MSA",Cigna PPO,TOTAL,TOTAL,5608275,84.0,62.88,2764,2360,192645,5576547,UHC Choice POS Plus,0.006,0
v6,"Asheville, NC MSA",Cigna PPO,institutional,inpatient,1020197,87.3,72.67,3,564,1658,1020197,Cigna OAP,0,0
v6,"Asheville, NC MSA",Cigna PPO,institutional,outpatient,2238840,80.37,52.83,41,898,3211,2100543,Aetna Choice POS,0.066,0
v6,"Asheville, NC MSA",Cigna PPO,professional,outpatient,2349238,86.0,68.2,2733,1344,187776,2334692,UHC Choice POS Plus,0.006,0
v6,"Asheville, NC MSA",UHC Choice POS Plus,TOTAL,TOTAL,5576547,78.18,59.8,2423,2129,212408,5576547,UHC Choice POS Plus,0,0
v6,"Asheville, NC MSA",UHC Choice POS Plus,institutional,inpatient,1109784,96.08,82.08,10,590,3538,1020197,Cigna OAP,0.088,0
v6,"Asheville, NC MSA",UHC Choice POS Plus,institutional,outpatient,2132071,74.24,49.79,16,708,3052,2100543,Aetna Choice POS,0.015,0
v6,"Asheville, NC MSA",UHC Choice POS Plus,professional,outpatient,2334692,72.89,58.36,2407,1131,205818,2334692,UHC Choice POS Plus,0,0
v6,"Asheville, NC MSA",UHC POS,TOTAL,TOTAL,5578853,78.24,59.89,2401,2124,210049,5576547,UHC Choice POS Plus,0,0
v6,"Asheville, NC MSA",UHC POS,institutional,inpatient,1109784,96.08,82.08,10,590,3538,1020197,Cigna OAP,0.088,0
v6,"Asheville, NC MSA",UHC POS,institutional,outpatient,2132071,74.24,49.79,16,708,3052,2100543,Aetna Choice POS,0.015,0
v6,"Asheville, NC MSA",UHC POS,professional,outpatient,2336999,73.03,58.56,2385,1123,203459,2334692,UHC Choice POS Plus,0.001,0
v6,"Asheville, NC MSA",UHC PPO,TOTAL,TOTAL,5609530,75.81,59.8,2375,2122,210674,5576547,UHC Choice POS Plus,0.006,0
v6,"Asheville, NC MSA",UHC PPO,institutional,inpatient,1058315,96.23,82.13,8,587,3285,1020197,Cigna OAP,0.037,0
v6,"Asheville, NC MSA",UHC PPO,institutional,outpatient,2212377,68.57,50.38,13,697,3012,2100543,Aetna Choice POS,0.053,0
v6,"Asheville, NC MSA",UHC PPO,professional,outpatient,2338838,73.05,58.59,2362,1133,204377,2334692,UHC Choice POS Plus,0.002,0
v6,"Athens-Clark County, GA MSA",Aetna Choice POS,TOTAL,TOTAL,6334409,86.53,69.05,1196,2250,85431,6334409,Aetna Choice POS,0,0
v6,"Athens-Clark County, GA MSA",Aetna Choice POS,institutional,inpatient,1136135,96.35,89.09,3,565,754,1136135,Aetna Choice POS,0,0
v6,"Athens-Clark County, GA MSA",Aetna Choice POS,institutional,outpatient,2245269,74.94,44.98,5,518,782,2094135,BCBS PPO,0.072,0
v6,"Athens-Clark County, GA MSA",Aetna Choice POS,professional,outpatient,2953005,91.48,79.63,1192,1443,83895,2682135,BCBS PPO,0.101,1
v6,"Athens-Clark County, GA MSA",Aetna Open Choice PPO,TOTAL,TOTAL,6341069,86.56,69.08,1191,2248,85451,6334409,Aetna Choice POS,0.001,0
v6,"Athens-Clark County, GA MSA",Aetna Open Choice PPO,institutional,inpatient,1136135,96.35,89.09,3,565,754,1136135,Aetna Choice POS,0,0
v6,"Athens-Clark County, GA MSA",Aetna Open Choice PPO,institutional,outpatient,2245269,74.94,44.98,5,518,782,2094135,BCBS PPO,0.072,0
v6,"Athens-Clark County, GA MSA",Aetna Open Choice PPO,professional,outpatient,2959664,91.52,79.67,1187,1442,83915,2682135,BCBS PPO,0.103,1
v6,"Athens-Clark County, GA MSA",BCBS PPO,TOTAL,TOTAL,6359056,89.89,66.21,1804,2309,125403,6334409,Aetna Choice POS,0.004,0
v6,"Athens-Clark County, GA MSA",BCBS PPO,institutional,inpatient,1582786,95.61,73.79,3,528,1565,1136135,Aetna Choice POS,0.393,1
v6,"Athens-Clark County, GA MSA",BCBS PPO,institutional,outpatient,2094135,83.91,45.8,18,745,3226,2094135,BCBS PPO,0,0
v6,"Athens-Clark County, GA MSA",BCBS PPO,professional,outpatient,2682135,91.07,77.67,1788,1374,120612,2682135,BCBS PPO,0,0
v6,"Athens-Clark County, GA MSA",Cigna LocalPlus,TOTAL,TOTAL,6552573,84.31,63.82,806,2361,62536,6334409,Aetna Choice POS,0.034,0
v6,"Athens-Clark County, GA MSA",Cigna LocalPlus,institutional,inpatient,1497037,77.82,72.97,1,556,556,1136135,Aetna Choice POS,0.318,1
v6,"Athens-Clark County, GA MSA",Cigna LocalPlus,institutional,outpatient,2131099,79.36,40.21,17,782,1632,2094135,BCBS PPO,0.018,0
v6,"Athens-Clark County, GA MSA",Cigna LocalPlus,professional,outpatient,2924437,91.41,76.34,790,1364,60348,2682135,BCBS PPO,0.09,0
v6,"Athens-Clark County, GA MSA",Cigna OAP,TOTAL,TOTAL,6384866,87.62,65.1,1003,2392,80892,6334409,Aetna Choice POS,0.008,0
v6,"Athens-Clark County, GA MSA",Cigna OAP,institutional,inpatient,1476836,81.14,76.38,2,561,770,1136135,Aetna Choice POS,0.3,1
v6,"Athens-Clark County, GA MSA",Cigna OAP,institutional,outpatient,2146540,88.57,44.88,24,907,3296,2094135,BCBS PPO,0.025,0
v6,"Athens-Clark County, GA MSA",Cigna OAP,professional,outpatient,2761490,90.51,74.78,980,1329,76826,2682135,BCBS PPO,0.03,0
v6,"Athens-Clark County, GA MSA",Cigna PPO,TOTAL,TOTAL,6402106,87.66,65.15,1005,2393,80788,6334409,Aetna Choice POS,0.011,0
v6,"Athens-Clark County, GA MSA",Cigna PPO,institutional,inpatient,1476836,81.14,76.38,2,561,770,1136135,Aetna Choice POS,0.3,1
v6,"Athens-Clark County, GA MSA",Cigna PPO,institutional,outpatient,2146651,88.57,44.82,25,907,3297,2094135,BCBS PPO,0.025,0
v6,"Athens-Clark County, GA MSA",Cigna PPO,professional,outpatient,2778618,90.57,74.88,982,1329,76721,2682135,BCBS PPO,0.036,0
v6,"Athens-Clark County, GA MSA",UHC Choice POS Plus,TOTAL,TOTAL,6465992,79.38,62.04,1010,2174,96920,6334409,Aetna Choice POS,0.021,0
v6,"Athens-Clark County, GA MSA",UHC Choice POS Plus,institutional,inpatient,1549027,97.65,85.85,3,518,718,1136135,Aetna Choice POS,0.363,1
v6,"Athens-Clark County, GA MSA",UHC Choice POS Plus,institutional,outpatient,2173247,68.64,39.6,16,716,4859,2094135,BCBS PPO,0.038,0
v6,"Athens-Clark County, GA MSA",UHC Choice POS Plus,professional,outpatient,2743718,77.18,66.38,993,1145,91343,2682135,BCBS PPO,0.023,0
v6,"Athens-Clark County, GA MSA",UHC POS,TOTAL,TOTAL,6462572,79.34,61.96,1004,2169,96437,6334409,Aetna Choice POS,0.02,0
v6,"Athens-Clark County, GA MSA",UHC POS,institutional,inpatient,1549027,97.65,85.85,3,518,718,1136135,Aetna Choice POS,0.363,1
v6,"Athens-Clark County, GA MSA",UHC POS,institutional,outpatient,2173247,68.64,39.6,16,716,4859,2094135,BCBS PPO,0.038,0
v6,"Athens-Clark County, GA MSA",UHC POS,professional,outpatient,2740298,77.07,66.19,987,1140,90860,2682135,BCBS PPO,0.022,0
v6,"Athens-Clark County, GA MSA",UHC PPO,TOTAL,TOTAL,6468781,79.35,61.95,965,2169,93961,6334409,Aetna Choice POS,0.021,0
v6,"Athens-Clark County, GA MSA",UHC PPO,institutional,inpatient,1550522,97.65,85.86,3,518,718,1136135,Aetna Choice POS,0.365,1
v6,"Athens-Clark County, GA MSA",UHC PPO,institutional,outpatient,2173298,68.64,39.6,16,716,4859,2094135,BCBS PPO,0.038,0
v6,"Athens-Clark County, GA MSA",UHC PPO,professional,outpatient,2744961,77.1,66.14,948,1138,88384,2682135,BCBS PPO,0.023,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Choice POS,TOTAL,TOTAL,6752640,93.87,76.89,21983,2584,681924,6752640,Aetna Choice POS,0,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Choice POS,institutional,inpatient,1286879,98.09,96.61,52,609,12721,1286879,Aetna Choice POS,0,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Choice POS,institutional,outpatient,2494193,91.52,59.87,77,854,14017,2385001,Cigna OAP,0.046,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Choice POS,professional,outpatient,2971568,93.96,82.64,21916,1601,655186,2843054,UHC Choice POS Plus,0.045,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Open Choice PPO,TOTAL,TOTAL,6769505,92.54,76.63,21742,2584,668061,6752640,Aetna Choice POS,0.002,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Open Choice PPO,institutional,inpatient,1249342,98.06,96.27,43,607,9846,1286879,Aetna Choice POS,-0.029,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Open Choice PPO,institutional,outpatient,2549835,88.39,59.99,77,840,12246,2385001,Cigna OAP,0.069,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Open Choice PPO,professional,outpatient,2970328,93.73,82.65,21679,1610,645969,2843054,UHC Choice POS Plus,0.045,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",BCBS PPO,TOTAL,TOTAL,6903225,89.54,74.07,33444,2655,1142679,6752640,Aetna Choice POS,0.022,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",BCBS PPO,institutional,inpatient,1508289,97.69,88.83,48,608,14350,1286879,Aetna Choice POS,0.172,1
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",BCBS PPO,institutional,outpatient,2520340,81.88,55.6,359,943,22302,2385001,Cigna OAP,0.057,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",BCBS PPO,professional,outpatient,2874597,91.88,82.51,33136,1552,1106027,2843054,UHC Choice POS Plus,0.011,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna LocalPlus,TOTAL,TOTAL,6971191,82.25,66.97,13638,2535,474263,6752640,Aetna Choice POS,0.032,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna LocalPlus,institutional,inpatient,1477404,78.16,76.96,17,588,5955,1286879,Aetna Choice POS,0.148,1
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna LocalPlus,institutional,outpatient,2414341,72.64,43.78,277,853,10716,2385001,Cigna OAP,0.012,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna LocalPlus,professional,outpatient,3079445,91.93,80.35,13399,1495,457592,2843054,UHC Choice POS Plus,0.083,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna OAP,TOTAL,TOTAL,6973653,88.7,70.31,20422,2499,832440,6752640,Aetna Choice POS,0.033,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna OAP,institutional,inpatient,1662122,93.33,91.81,44,594,13003,1286879,Aetna Choice POS,0.292,1
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna OAP,institutional,outpatient,2385001,82.24,43.9,474,834,21089,2385001,Cigna OAP,0,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna OAP,professional,outpatient,2926530,91.28,79.61,19988,1482,798348,2843054,UHC Choice POS Plus,0.029,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna PPO,TOTAL,TOTAL,7015442,88.04,67.57,20460,2505,826116,6752640,Aetna Choice POS,0.039,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna PPO,institutional,inpatient,1635332,93.1,78.95,34,588,9729,1286879,Aetna Choice POS,0.271,1
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna PPO,institutional,outpatient,2399321,80.36,44.23,484,856,20319,2385001,Cigna OAP,0.006,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna PPO,professional,outpatient,2980789,91.4,80.11,20017,1480,796068,2843054,UHC Choice POS Plus,0.048,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC Choice POS Plus,TOTAL,TOTAL,6815948,77.27,64.91,19501,2435,918542,6752640,Aetna Choice POS,0.009,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC Choice POS Plus,institutional,inpatient,1507028,98.09,96.33,67,608,14019,1286879,Aetna Choice POS,0.171,1
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC Choice POS Plus,institutional,outpatient,2465866,67.27,44.7,278,872,34219,2385001,Cigna OAP,0.034,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC Choice POS Plus,professional,outpatient,2843054,74.52,65.79,19233,1229,870304,2843054,UHC Choice POS Plus,0,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC POS,TOTAL,TOTAL,6852875,77.3,65.03,19192,2420,904782,6752640,Aetna Choice POS,0.015,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC POS,institutional,inpatient,1531720,98.09,96.35,67,608,14022,1286879,Aetna Choice POS,0.19,1
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC POS,institutional,outpatient,2470246,67.32,44.67,279,867,33997,2385001,Cigna OAP,0.036,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC POS,professional,outpatient,2850909,74.38,65.83,18923,1217,856763,2843054,UHC Choice POS Plus,0.003,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC PPO,TOTAL,TOTAL,6860888,77.31,64.86,19127,2412,894648,6752640,Aetna Choice POS,0.016,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC PPO,institutional,inpatient,1542076,98.03,96.31,48,607,10240,1286879,Aetna Choice POS,0.198,1
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC PPO,institutional,outpatient,2476751,67.36,44.34,261,856,29617,2385001,Cigna OAP,0.038,0
v6,"Atlanta-Sandy Springs-Marietta, GA MSA",UHC PPO,professional,outpatient,2842061,74.33,65.68,18878,1218,854791,2843054,UHC Choice POS Plus,0,0
v6,"Atlantic City, NJ MSA",Aetna Choice POS,TOTAL,TOTAL,5878626,70.82,48.65,1705,1831,85917,5711740,UHC Choice POS Plus,0.029,0
v6,"Atlantic City, NJ MSA",Aetna Choice POS,institutional,inpatient,1320313,43.36,40.31,1,231,231,1210215,Cigna OAP,0.091,0
v6,"Atlantic City, NJ MSA",Aetna Choice POS,institutional,outpatient,2101922,63.56,19.01,4,164,189,2101922,Aetna Choice POS,0,0
v6,"Atlantic City, NJ MSA",Aetna Choice POS,professional,outpatient,2456391,92.6,78.51,1702,1533,85497,2268253,UHC Choice POS Plus,0.083,0
v6,"Atlantic City, NJ MSA",Aetna Open Choice PPO,TOTAL,TOTAL,5871978,70.32,48.64,1662,1828,83440,5711740,UHC Choice POS Plus,0.028,0
v6,"Atlantic City, NJ MSA",Aetna Open Choice PPO,institutional,inpatient,1320313,43.36,40.31,1,231,231,1210215,Cigna OAP,0.091,0
v6,"Atlantic City, NJ MSA",Aetna Open Choice PPO,institutional,outpatient,2102113,62.43,19,3,163,172,2101922,Aetna Choice POS,0,0
v6,"Atlantic City, NJ MSA",Aetna Open Choice PPO,professional,outpatient,2449553,92.44,78.57,1659,1531,83037,2268253,UHC Choice POS Plus,0.08,0
