msa_id,msa_name,carrier,bucket,state,seg_pop,total_pop,ooa,gy9,gy8,gyd,cb9,cb8,cbd,rate9,rank9
99009,FL NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,76.43,71.66,4.77,95.35,95.65,-0.30,5514182,7
99045,WA NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,39.99,51.60,-11.61,56.27,74.68,-18.41,6092046,19
99024,MS NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,44.26,56.71,-12.45,73.00,80.54,-7.54,5034995,2
99023,MN NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,2.48,2.96,-0.48,3.28,4.38,-1.10,6282405,6
99005,CA NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,34.79,59.50,-24.71,45.76,81.47,-35.71,6167269,4
99045,WA NONMETROPOLITAN AREA,Kaiser Permanente KFHP-3 WA,TOTAL,,,0,0,33.75,,,40.07,,,6085882,16
99030,NM NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,43.54,54.49,-10.95,66.36,79.36,-13.00,5796246,3
99004,AR NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,57.48,56.47,1.01,77.92,73.49,4.43,5029352,5
99005,CA NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,33.43,47.16,-13.73,41.13,78.91,-37.78,6198561,5
99035,OK NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,39.09,44.34,-5.25,53.65,63.54,-9.89,5257420,6
99026,MT NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,34.69,46.05,-11.36,43.77,77.19,-33.42,6116085,3
99018,LA NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,38.94,43.86,-4.92,47.37,61.17,-13.80,5251006,7
99010,GA NONMETROPOLITAN AREA,Anthem BCBS GA Blue High Performance,TOTAL,,,0,0,75.26,54.47,20.79,91.30,69.85,21.45,6569667,13
99010,GA NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,84.06,83.87,0.19,97.26,96.22,1.04,6173719,4
99032,NC NONMETROPOLITAN AREA,BCBS NC Blue Value Network,TOTAL,,,0,0,63.38,68.38,-5.00,80.93,81.03,-0.10,5929087,9
99020,MD NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,42.14,41.98,0.16,58.70,55.22,3.48,5883087,11
99012,ID NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,40.44,52.00,-11.56,47.71,74.73,-27.02,5949356,3
99015,IA NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,71.51,64.92,6.59,84.49,79.35,5.14,5912102,4
99044,VA NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,67.48,51.75,15.73,84.85,72.05,12.80,5779091,10
99040,TN NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,55.20,61.09,-5.89,88.65,91.76,-3.11,5099322,2
99004,AR NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,57.48,56.47,1.01,78.14,73.49,4.65,5031195,7
99029,NH NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,51.66,40.81,10.85,62.57,75.00,-12.43,5863349,1
99041,TX NONMETROPOLITAN AREA,BCBS TX Blue Essentials,TOTAL,,,0,0,72.86,64.86,8.00,95.06,91.38,3.68,5324140,4
99032,NC NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,61.49,68.02,-6.53,76.35,79.93,-3.58,5791877,5
99037,PA NONMETROPOLITAN AREA,UPMC Premium,TOTAL,,,0,0,50.69,,,66.89,,,4816657,1
99019,ME NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,54.58,46.35,8.23,64.37,57.40,6.97,6812818,7
99026,MT NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,48.30,47.84,0.46,58.22,57.34,0.88,6410080,12
99002,AK NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,58.39,62.15,-3.76,73.47,81.30,-7.83,7779125,3
99039,SD NONMETROPOLITAN AREA,Sanford Health Plan,TOTAL,,,0,0,56.27,,,77.11,,,7094106,10
99044,VA NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,60.32,62.59,-2.27,78.37,79.44,-1.07,5558934,6
99026,MT NONMETROPOLITAN AREA,PacificSource MT Voyager,TOTAL,,,0,1,0.82,,,3.55,,,6143991,7
99012,ID NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,43.78,45.05,-1.27,52.63,60.98,-8.35,6167591,9
99012,ID NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,40.57,52.00,-11.43,47.80,74.70,-26.90,5951023,4
99036,OR NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,58.63,56.53,2.10,68.98,78.58,-9.60,6318238,3
99041,TX NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,68.61,66.51,2.10,77.22,82.71,-5.49,5444722,7
99006,CO NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,51.74,51.98,-0.24,61.88,67.05,-5.17,5963406,2
99038,SC NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,67.40,66.09,1.31,86.29,87.08,-0.79,6164152,6
99025,MO NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,71.63,63.45,8.18,82.42,79.43,2.99,5619532,11
99038,SC NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,53.50,51.11,2.39,66.84,66.00,0.84,6086626,3
99002,AK NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,58.41,62.14,-3.73,73.51,81.31,-7.80,7778672,2
99026,MT NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,56.15,55.10,1.05,85.91,74.10,11.81,6200768,9
99037,PA NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,83.86,79.36,4.50,94.81,95.74,-0.93,5108741,12
99047,WI NONMETROPOLITAN AREA,Anthem BCBS WI Blue Preferred POS,TOTAL,,,0,0,72.72,,,91.57,,,7371237,13
99015,IA NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,64.11,60.42,3.69,78.28,77.74,0.54,6202213,9
99023,MN NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,54.74,51.45,3.29,78.20,79.33,-1.13,6155374,3
99033,ND NONMETROPOLITAN AREA,Cigna HealthPartners,TOTAL,,,0,1,9.34,2.15,7.19,12.99,3.81,9.18,6706702,10
99036,OR NONMETROPOLITAN AREA,Providence Health Plan Option Advantage,TOTAL,,,0,0,42.61,,,48.57,,,6456879,12
99007,CT NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,1.51,60.62,-59.11,2.10,66.37,-64.27,6143613,9
99001,AL NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,37.33,59.20,-21.87,72.39,85.04,-12.65,4796579,1
99025,MO NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,67.01,65.95,1.06,78.99,83.07,-4.08,5385455,2
99017,KY NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,32.64,26.07,6.57,67.92,47.44,20.48,5228613,5
99033,ND NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,7.21,9.09,-1.88,8.45,18.08,-9.63,6605003,4
99031,NY NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,25.31,26.96,-1.65,38.92,49.15,-10.23,5626440,5
99020,MD NONMETROPOLITAN AREA,BCBS HPN,TOTAL,,,0,0,11.93,,,19.99,,,5659685,2
99018,LA NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,62.74,63.19,-0.45,93.66,89.77,3.89,5242632,6
99022,MI NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,56.63,57.31,-0.68,68.75,76.26,-7.51,5476455,9
99022,MI NONMETROPOLITAN AREA,Cigna Priority Health,TOTAL,,,0,0,47.67,14.75,32.92,56.81,5.55,51.26,5416232,6
99009,FL NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,76.48,71.50,4.98,95.39,95.68,-0.29,5513858,6
99037,PA NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,55.79,67.75,-11.96,73.13,87.31,-14.18,4936325,7
99046,WV NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,66.18,58.62,7.56,83.91,79.00,4.91,5854815,5
99029,NH NONMETROPOLITAN AREA,Anthem BCBS NH Blue Choice Open Access POS,TOTAL,,,0,0,53.84,,,77.97,,,5893372,3
99042,UT NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,43.51,41.60,1.91,54.50,54.28,0.22,5804294,5
99010,GA NONMETROPOLITAN AREA,Kaiser Permanente KPIC GA,TOTAL,,,0,0,20.74,,,35.46,,,6001753,1
99017,KY NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,57.03,54.80,2.23,78.25,72.66,5.59,5281436,9
99005,CA NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,54.63,64.10,-9.47,66.65,92.52,-25.87,6420816,13
99001,AL NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,46.89,56.80,-9.91,79.55,81.80,-2.25,4930061,7
99027,NE NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,67.78,59.06,8.72,83.98,81.06,2.92,6121651,1
99011,HI NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,26.77,19.31,7.46,35.62,24.06,11.56,6389120,2
99041,TX NONMETROPOLITAN AREA,Healthcare Highways Plus,TOTAL,,,0,0,20.93,,,30.58,,,5256184,3
99025,MO NONMETROPOLITAN AREA,BCBS KC Preferred Care Blue PPO,TOTAL,,,0,0,62.38,,,69.58,,,5420260,4
99022,MI NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,71.76,64.18,7.58,91.84,94.43,-2.59,5487238,12
99013,IL NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,83.56,69.43,14.13,94.06,94.55,-0.49,5675128,1
99002,AK NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,45.41,47.51,-2.10,88.66,66.62,22.04,8037269,9
99007,CT NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,66.17,78.79,-12.62,84.41,86.22,-1.81,6132318,2
99023,MN NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,60.23,51.44,8.79,79.83,79.33,0.50,6399693,11
99002,AK NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,20.31,33.91,-13.60,36.55,60.10,-23.55,7633830,1
99004,AR NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,67.72,72.31,-4.59,78.89,93.35,-14.46,5170698,8
99014,IN NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,64.05,54.93,9.12,79.63,76.04,3.59,5638309,3
99025,MO NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,72.60,63.09,9.51,83.48,79.09,4.39,5554188,9
99017,KY NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,65.29,61.89,3.40,79.83,79.50,0.33,5214806,3
99015,IA NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,54.52,48.30,6.22,65.26,59.85,5.41,6186526,7
99041,TX NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,65.38,58.32,7.06,84.31,79.83,4.48,5473200,11
99025,MO NONMETROPOLITAN AREA,BCBS HPN_BCBS KC Blue High Performance,TOTAL,,,0,0,39.31,,,43.88,,,5620381,12
99019,ME NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,63.30,63.03,0.27,83.70,85.95,-2.25,6760657,5
99043,VT NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,46.58,25.64,20.94,57.83,68.97,-11.14,6495934,8
99026,MT NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,45.52,46.51,-0.99,60.16,78.92,-18.76,6055509,2
99041,TX NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,52.86,63.03,-10.17,73.15,83.61,-10.46,5649245,13
99036,OR NONMETROPOLITAN AREA,PacificSource OR Voyager,TOTAL,,,0,0,22.05,,,44.23,,,6207529,2
99046,WV NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,58.25,55.10,3.15,87.92,83.81,4.11,5883866,6
99028,NV NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,30.04,27.09,2.95,42.22,50.07,-7.85,6145428,4
99013,IL NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,64.84,71.48,-6.64,74.45,80.78,-6.33,5803912,8
99013,IL NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,58.52,65.30,-6.78,66.03,80.65,-14.62,5800072,7
99006,CO NONMETROPOLITAN AREA,BCBS HPN,TOTAL,,,0,0,36.74,,,46.54,,,6128037,9
99047,WI NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,69.46,66.26,3.20,83.22,78.28,4.94,7252530,8
99009,FL NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,30.53,34.17,-3.64,50.49,51.68,-1.19,5580964,8
99010,GA NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,63.28,68.21,-4.93,82.42,84.73,-2.31,6295926,10
99004,AR NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,57.51,56.46,1.05,78.13,73.47,4.66,5029691,6
99006,CO NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,51.70,51.99,-0.29,61.84,67.03,-5.19,5959009,1
99041,TX NONMETROPOLITAN AREA,BCBS TX Blue Advantage HMO,TOTAL,,,0,0,65.84,61.19,4.65,93.58,90.62,2.96,4794501,2
99028,NV NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,46.09,34.95,11.14,58.36,53.14,5.22,6308788,10
99028,NV NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,30.06,26.98,3.08,42.23,49.91,-7.68,6146027,6
99043,VT NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,43.02,43.77,-0.75,61.01,80.45,-19.44,6078166,1
99045,WA NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,39.94,49.60,-9.66,56.24,74.56,-18.32,6083446,12
99038,SC NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,67.42,65.30,2.12,86.34,87.06,-0.72,6176666,8
99005,CA NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,33.44,47.13,-13.69,41.13,78.89,-37.76,6198975,6
99023,MN NONMETROPOLITAN AREA,Cigna HealthPartners UMAP,TOTAL,,,0,0,62.42,,,79.50,,,6496129,13
99025,MO NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,71.54,63.30,8.24,82.39,79.34,3.05,5587072,10
99020,MD NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,28.57,29.55,-0.98,39.35,48.55,-9.20,5746652,8
99043,VT NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,36.23,40.23,-4.00,46.04,50.64,-4.60,6163011,4
99047,WI NONMETROPOLITAN AREA,Cigna HealthPartners,TOTAL,,,0,0,28.62,,,36.61,,,6908398,3
99016,KS NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,42.24,34.06,8.18,66.38,42.50,23.88,5572363,3
99033,ND NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,47.01,45.79,1.22,76.85,79.67,-2.82,6615677,6
99045,WA NONMETROPOLITAN AREA,Kaiser Permanente KFHP-6 WA,TOTAL,,,0,0,33.64,,,40.07,,,6085699,14
99014,IN NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,64.07,54.87,9.20,79.63,75.96,3.67,5643240,4
99004,AR NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,58.69,62.47,-3.78,83.70,84.91,-1.21,4981824,2
99018,LA NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,41.91,56.52,-14.61,77.35,76.30,1.05,5182199,3
99016,KS NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,60.31,49.71,10.60,71.21,61.49,9.72,5685052,5
99003,AZ NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,27.77,34.85,-7.08,33.24,66.83,-33.59,5559886,3
99033,ND NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,44.23,47.54,-3.31,58.42,63.76,-5.34,6768351,11
99013,IL NONMETROPOLITAN AREA,Cigna HealthPartners,TOTAL,,,0,0,46.15,,,52.54,,,5759879,3
99039,SD NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,31.82,33.81,-1.99,36.18,40.79,-4.61,6677655,2
99009,FL NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,56.50,55.97,0.53,70.31,77.20,-6.89,5478231,4
99048,WY NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,50.02,38.64,11.38,57.02,55.18,1.84,7154669,10
99032,NC NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,66.65,71.65,-5.00,76.87,85.91,-9.04,5786192,4
99009,FL NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,55.20,57.68,-2.48,66.82,78.86,-12.04,5489976,5
99047,WI NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,69.56,69.24,0.32,84.74,82.64,2.10,7263520,10
99048,WY NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,52.55,55.04,-2.49,76.41,75.55,0.86,6848049,1
99017,KY NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,64.81,67.79,-2.98,90.46,92.49,-2.03,5238320,6
99045,WA NONMETROPOLITAN AREA,First Choice Health,TOTAL,,,0,1,9.72,,,14.74,,,6065520,6
99010,GA NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,70.46,73.06,-2.60,92.57,90.01,2.56,6260001,8
99017,KY NONMETROPOLITAN AREA,BCBS HPN,TOTAL,,,0,0,59.01,,,88.03,,,5039692,1
99033,ND NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,48.15,35.96,12.19,54.49,58.81,-4.32,6467778,2
99026,MT NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,39.40,50.99,-11.59,50.52,72.85,-22.33,6139878,5
99031,NY NONMETROPOLITAN AREA,Cigna MVP,TOTAL,,,0,1,17.50,,,25.70,,,5674313,11
99038,SC NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,34.01,38.34,-4.33,41.96,49.59,-7.63,5845731,1
99001,AL NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,41.54,46.60,-5.06,58.21,66.59,-8.38,4849209,5
99005,CA NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,33.94,59.32,-25.38,44.86,80.80,-35.94,6148677,2
99046,WV NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,38.63,38.61,0.02,57.12,56.98,0.14,5914209,7
99044,VA NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,67.61,52.13,15.48,85.19,72.52,12.67,5753082,9
99013,IL NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,58.32,65.27,-6.95,65.96,80.62,-14.66,5788898,5
99024,MS NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,54.89,52.45,2.44,74.29,71.18,3.11,5408996,9
99030,NM NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,40.23,30.88,9.35,49.30,64.20,-14.90,5816183,6
99033,ND NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,42.67,40.17,2.50,72.01,72.24,-0.23,6464567,1
99001,AL NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,34.27,51.53,-17.26,60.59,70.97,-10.38,4824118,3
99036,OR NONMETROPOLITAN AREA,Asuris Preferred,TOTAL,,,0,0,54.35,,,84.97,,,6689454,14
99003,AZ NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,33.81,48.64,-14.83,48.82,87.50,-38.68,5560652,5
99018,LA NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,59.43,63.68,-4.25,89.51,90.20,-0.69,5298055,9
99036,OR NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,38.29,42.53,-4.24,44.19,56.92,-12.73,6388995,6
99005,CA NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,35.29,48.05,-12.76,49.45,82.19,-32.74,6128249,1
99021,MA NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,0.05,17.91,-17.86,1.26,20.13,-18.87,6129958,5
99030,NM NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,52.82,59.89,-7.07,58.84,87.19,-28.35,5984393,8
99034,OH NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,70.07,79.16,-9.09,90.52,91.95,-1.43,5524129,1
99016,KS NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,42.02,33.31,8.71,66.25,41.78,24.47,5551859,1
99005,CA NONMETROPOLITAN AREA,Kaiser Permanente KPIC SCA,TOTAL,,,0,0,4.74,,,12.40,,,6200955,8
99014,IN NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,59.97,61.26,-1.29,70.83,77.71,-6.88,5772590,7
99045,WA NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,38.49,46.22,-7.73,44.41,62.03,-17.62,5904954,1
99022,MI NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,56.90,56.98,-0.08,68.95,76.36,-7.41,5492201,13
99009,FL NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,55.27,57.71,-2.44,80.11,86.51,-6.40,5587882,9
99044,VA NONMETROPOLITAN AREA,Kaiser Permanente NEW-01 MAS,TOTAL,,,0,0,13.30,,,23.20,,,5533982,3
99031,NY NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,55.27,56.61,-1.34,80.01,80.25,-0.24,5647946,10
99040,TN NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,51.88,58.52,-6.64,82.84,85.59,-2.75,5224849,3
99026,MT NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,39.41,51.28,-11.87,50.50,73.04,-22.54,6140264,6
99035,OK NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,45.86,50.01,-4.15,56.74,69.14,-12.40,5215674,3
99028,NV NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,34.46,32.53,1.93,48.55,47.51,1.04,6006778,2
99045,WA NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,50.83,51.98,-1.15,60.43,91.14,-30.71,6117109,20
99035,OK NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,52.02,56.23,-4.21,87.95,86.07,1.88,5333707,11
99010,GA NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,65.86,61.71,4.15,86.72,79.64,7.08,6283484,9
99032,NC NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,66.65,71.93,-5.28,76.76,86.14,-9.38,5792260,7
99033,ND NONMETROPOLITAN AREA,Sanford Health Plan,TOTAL,,,0,0,56.71,,,75.95,,,6987248,12
99015,IA NONMETROPOLITAN AREA,UHC Choice POS Plus,TOTAL,,,0,0,67.99,65.11,2.88,84.27,80.28,3.99,5880327,3
99007,CT NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,3.80,71.26,-67.46,4.58,84.84,-80.26,6137294,3
99029,NH NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,41.84,50.92,-9.08,55.73,77.05,-21.32,5971732,5
99046,WV NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,52.99,54.11,-1.12,75.27,79.86,-4.59,5935002,9
99002,AK NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,11.35,21.69,-10.34,16.19,38.25,-22.06,7779936,4
99024,MS NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,50.16,60.93,-10.77,82.64,87.66,-5.02,5031834,1
99027,NE NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,70.12,60.77,9.35,83.89,78.17,5.72,6367110,4
99006,CO NONMETROPOLITAN AREA,UHC PPO,TOTAL,,,0,0,38.92,59.50,-20.58,63.56,78.75,-15.19,6211570,12
99045,WA NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,38.56,46.13,-7.57,44.50,62.05,-17.55,5912931,3
99046,WV NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,,,0,0,69.17,60.17,9.00,77.01,74.58,2.43,5688191,2
99028,NV NONMETROPOLITAN AREA,BCBS HPN,TOTAL,,,0,0,11.18,,,21.97,,,6166063,8
99023,MN NONMETROPOLITAN AREA,BCBS HPN,TOTAL,,,0,0,63.04,,,81.01,,,6370665,9
99022,MI NONMETROPOLITAN AREA,Health Alliance Plan AHLD PPO,TOTAL,,,0,0,59.82,,,74.48,,,5363485,4
99027,NE NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,56.81,55.00,1.81,66.90,68.59,-1.69,6700732,9
99022,MI NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,5.60,4.06,1.54,7.99,7.29,0.70,5420186,7
99045,WA NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,50.82,52.00,-1.18,60.42,91.07,-30.65,6117706,21
99015,IA NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,54.45,48.35,6.10,65.14,59.77,5.37,6193221,8
99027,NE NONMETROPOLITAN AREA,Cigna OAP,TOTAL,,,0,0,40.45,46.68,-6.23,46.21,58.88,-12.67,6543353,8
99012,ID NONMETROPOLITAN AREA,Cigna LocalPlus,TOTAL,,,0,0,53.92,48.19,5.73,77.66,68.00,9.66,6166894,8
99035,OK NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,45.47,50.01,-4.54,56.30,69.13,-12.83,5214390,2
99021,MA NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,,,0,0,22.42,24.63,-2.21,26.12,31.20,-5.08,6156428,9
99031,NY NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,16.05,11.72,4.33,23.96,48.42,-24.46,5580676,1
99030,NM NONMETROPOLITAN AREA,Cigna PPO,TOTAL,,,0,0,31.57,36.68,-5.11,41.00,68.92,-27.92,5763112,1
99048,WY NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,40.32,46.10,-5.78,49.12,66.28,-17.16,6943274,5
99041,TX NONMETROPOLITAN AREA,BCBS PPO,TOTAL,,,0,0,72.41,63.59,8.82,93.21,90.78,2.43,5419583,5
99036,OR NONMETROPOLITAN AREA,UHC POS,TOTAL,,,0,0,46.62,48.69,-2.07,52.21,65.93,-13.72,6446675,11
