msa_id,msa_name,carrier,bucket,state,seg_pop,total_pop,ooa,gy9,gy8,gyd,cb9,cb8,cbd,rate9,rank9
39380,"Pueblo, CO",UHC POS,IP,CO,169277,169277,0,93.28,93.51,-0.23,97.15,97.12,0.03,1188831,
39380,"Pueblo, CO",BCBS PPO,IP,CO,169277,169277,0,95.49,96.72,-1.23,96.07,97.34,-1.27,1585238,
39380,"Pueblo, CO",Cigna OAP,IP,CO,169277,169277,0,68.33,68.19,0.14,69.61,68.96,0.65,1240619,
39380,"Pueblo, CO",Cigna LocalPlus,IP,CO,169277,169277,0,68.33,68.19,0.14,69.61,68.96,0.65,1240619,
39380,"Pueblo, CO",Aetna Choice POS,IP,CO,169277,169277,0,85.67,93.58,-7.91,97.63,97.61,0.02,1473800,
39380,"Pueblo, CO",UHC Choice POS Plus,IP,CO,169277,169277,0,93.34,93.56,-0.22,97.16,97.13,0.03,1206216,
39380,"Pueblo, CO",Cigna PPO,IP,CO,169277,169277,0,68.33,68.19,0.14,69.61,68.96,0.65,1240619,
39380,"Pueblo, CO",UHC PPO,IP,CO,169277,169277,0,93.37,93.58,-0.21,97.15,97.13,0.02,1218831,
39380,"Pueblo, CO",Kaiser Permanente KFHP CO,IP,CO,169277,169277,0,0.00,,,0.00,,,1306232,
14010,"Bloomington, IL",UHC Choice POS Plus,IP,IL,171419,171419,0,96.53,96.72,-0.19,96.87,97.07,-0.20,1085624,
14010,"Bloomington, IL",UHC POS,IP,IL,171419,171419,0,96.58,96.72,-0.14,96.91,97.07,-0.16,1100400,
14010,"Bloomington, IL",Cigna LocalPlus,IP,IL,171419,171419,0,96.28,96.55,-0.27,96.63,96.91,-0.28,1001702,
14010,"Bloomington, IL",Cigna HealthPartners,IP,IL,171419,171419,0,96.52,,,96.96,,,1083102,
14010,"Bloomington, IL",Aetna Choice POS,IP,IL,171419,171419,0,95.53,95.85,-0.32,95.95,96.27,-0.32,832737,
14010,"Bloomington, IL",Aetna Open Choice PPO,IP,IL,171419,171419,0,95.53,95.85,-0.32,95.95,96.27,-0.32,832737,
14010,"Bloomington, IL",Cigna HealthPartners UMAP,IP,IL,171419,171419,1,0.00,,,0.00,,,999319,
14010,"Bloomington, IL",BCBS IL Blue Choice Preferred PPO,IP,IL,171419,171419,0,96.13,95.67,0.46,96.50,96.82,-0.32,962641,
14010,"Bloomington, IL",Cigna PPO,IP,IL,171419,171419,0,96.27,96.55,-0.28,96.62,96.91,-0.29,998791,
14010,"Bloomington, IL",Cigna OAP,IP,IL,171419,171419,0,96.52,96.55,-0.03,96.96,96.91,0.05,1083102,
14010,"Bloomington, IL",BCBS IL Blue Advantage HMO,IP,IL,171419,171419,0,95.69,95.25,0.44,96.10,96.47,-0.37,864222,
14010,"Bloomington, IL",BCBS PPO,IP,IL,171419,171419,0,96.44,97.14,-0.70,96.78,97.51,-0.73,1048496,
14010,"Bloomington, IL",UHC PPO,IP,IL,171419,171419,0,96.58,96.72,-0.14,96.91,97.07,-0.16,1100400,
26140,"Homosassa Springs, FL",Aetna Choice POS,IP,FL,171666,171666,0,69.76,62.36,7.40,89.23,42.45,46.78,1130986,
26140,"Homosassa Springs, FL",BCBS FL Traditional,IP,FL,171666,171666,0,76.25,71.06,5.19,93.13,90.05,3.08,1344384,
26140,"Homosassa Springs, FL",Cigna OAP,IP,FL,171666,171666,0,68.34,63.72,4.62,77.31,73.38,3.93,1203213,
26140,"Homosassa Springs, FL",Cigna PPO,IP,FL,171666,171666,0,72.50,68.78,3.72,79.72,75.59,4.13,1316274,
26140,"Homosassa Springs, FL",UHC Choice POS Plus,IP,FL,171666,171666,0,84.24,47.46,36.78,97.20,58.37,38.83,1252380,
26140,"Homosassa Springs, FL",Cigna LocalPlus,IP,FL,171666,171666,0,72.34,68.67,3.67,79.58,75.48,4.10,1307670,
26140,"Homosassa Springs, FL",BCBS FL NetworkBlue,IP,FL,171666,171666,0,51.85,42.74,9.11,86.77,82.14,4.63,1098046,
26140,"Homosassa Springs, FL",Aetna Open Choice PPO,IP,FL,171666,171666,0,69.76,62.36,7.40,89.23,42.45,46.78,1130986,
26140,"Homosassa Springs, FL",UHC POS,IP,FL,171666,171666,0,84.24,47.46,36.78,97.20,58.37,38.83,1252380,
26140,"Homosassa Springs, FL",UHC PPO,IP,FL,171666,171666,0,91.58,34.08,57.50,97.21,35.49,61.72,1275438,
26140,"Homosassa Springs, FL",BCBS PPO,IP,FL,171666,171666,0,51.85,41.63,10.22,86.77,82.08,4.69,1098046,
26140,"Homosassa Springs, FL",UHC Neighborhood Health Partnership,IP,FL,171666,171666,0,0.00,,,0.00,,,1236467,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",BCBS FL NetworkBlue,IP,FL,172799,172799,0,72.67,71.19,1.48,98.02,99.77,-1.75,967554,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",Cigna LocalPlus,IP,FL,172799,172799,0,78.85,77.45,1.40,100.00,100.00,0.00,1119263,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",UHC PPO,IP,FL,172799,172799,0,74.92,73.68,1.24,99.74,99.80,-0.06,1111290,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",Cigna OAP,IP,FL,172799,172799,0,78.85,77.45,1.40,100.00,100.00,0.00,1119263,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",BCBS FL Traditional,IP,FL,172799,172799,0,95.79,96.64,-0.85,98.21,99.80,-1.59,1258997,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",UHC Choice POS Plus,IP,FL,172799,172799,0,74.71,75.57,-0.86,99.74,99.83,-0.09,1100182,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",Aetna Open Choice PPO,IP,FL,172799,172799,0,95.41,96.60,-1.19,97.20,100.00,-2.80,1262592,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",Aetna Choice POS,IP,FL,172799,172799,0,95.41,96.60,-1.19,97.20,100.00,-2.80,1262592,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",UHC Neighborhood Health Partnership,IP,FL,172799,172799,0,0.00,,,0.00,,,1150318,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",BCBS PPO,IP,FL,172799,172799,0,76.11,74.30,1.81,98.19,99.72,-1.53,1100280,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",UHC POS,IP,FL,172799,172799,0,76.51,74.65,1.86,99.73,99.79,-0.06,1079436,
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",Cigna PPO,IP,FL,172799,172799,0,77.56,77.45,0.11,97.22,100.00,-2.78,1149607,
36220,"Odessa, TX",BCBS TX Blue Advantage HMO,IP,TX,173801,173801,0,77.76,63.35,14.41,97.21,93.09,4.12,930049,
36220,"Odessa, TX",Cigna LocalPlus,IP,TX,173801,173801,0,54.59,71.53,-16.94,97.06,95.73,1.33,928238,
36220,"Odessa, TX",UHC Choice POS Plus,IP,TX,173801,173801,0,57.62,73.55,-15.93,97.17,95.96,1.21,965075,
36220,"Odessa, TX",UHC POS,IP,TX,173801,173801,0,57.62,73.55,-15.93,97.17,95.96,1.21,965075,
36220,"Odessa, TX",UHC PPO,IP,TX,173801,173801,0,58.24,74.15,-15.91,97.19,96.01,1.18,971705,
36220,"Odessa, TX",Cigna OAP,IP,TX,173801,173801,0,54.22,70.94,-16.72,88.57,86.61,1.96,929012,
36220,"Odessa, TX",BCBS TX MyBlue Health HMO,IP,TX,173801,173801,0,27.49,0.00,27.49,67.51,0.00,67.51,818285,
36220,"Odessa, TX",Healthcare Highways Plus,IP,TX,173801,173801,1,0.00,,,0.00,,,923923,
36220,"Odessa, TX",BCBS TX Blue Essentials,IP,TX,173801,173801,0,82.91,70.90,12.01,97.76,93.31,4.45,919778,
36220,"Odessa, TX",Cigna PPO,IP,TX,173801,173801,0,54.22,70.94,-16.72,88.57,86.61,1.96,929012,
36220,"Odessa, TX",BCBS PPO,IP,TX,173801,173801,0,70.47,73.28,-2.81,97.81,93.47,4.34,882334,
36220,"Odessa, TX",Aetna Choice POS,IP,TX,173801,173801,0,23.10,0.00,23.10,26.58,0.00,26.58,966325,
36220,"Odessa, TX",Aetna Open Choice PPO,IP,TX,173801,173801,0,23.10,0.00,23.10,26.58,0.00,26.58,966325,
26820,"Idaho Falls, ID",BCBS PPO,IP,ID,173851,173851,0,76.89,73.59,3.30,87.58,90.58,-3.00,1322271,
26820,"Idaho Falls, ID",UHC Choice POS Plus,IP,ID,173851,173851,0,69.47,67.73,1.74,95.09,94.46,0.63,1098317,
26820,"Idaho Falls, ID",Aetna Choice POS,IP,ID,173851,173851,0,0.03,0.04,-0.01,0.05,0.00,0.05,1151930,
26820,"Idaho Falls, ID",Cigna OAP,IP,ID,173851,173851,0,0.03,0.04,-0.01,0.05,0.00,0.05,1151927,
26820,"Idaho Falls, ID",UHC POS,IP,ID,173851,173851,0,69.47,67.73,1.74,95.09,94.46,0.63,1098317,
26820,"Idaho Falls, ID",Cigna LocalPlus,IP,ID,173851,173851,0,0.03,0.04,-0.01,0.05,0.00,0.05,1151927,
26820,"Idaho Falls, ID",PacificSource ID Navigator,IP,ID,173851,173851,0,94.50,,,99.76,,,1202615,
26820,"Idaho Falls, ID",Cigna PPO,IP,ID,173851,173851,0,0.03,0.04,-0.01,0.05,0.00,0.05,1151927,
26820,"Idaho Falls, ID",Aetna Open Choice PPO,IP,ID,173851,173851,0,0.03,0.04,-0.01,0.05,0.00,0.05,1151930,
26820,"Idaho Falls, ID",Asuris Preferred,IP,ID,173851,173851,0,74.17,,,85.84,,,1193418,
26820,"Idaho Falls, ID",PacificSource ID Voyager,IP,ID,173851,173851,0,78.19,,,98.79,,,1115917,
26820,"Idaho Falls, ID",UHC PPO,IP,ID,173851,173851,0,56.49,51.40,5.09,99.73,99.74,-0.01,1050482,
26820,"Idaho Falls, ID",First Choice Health,IP,ID,173851,173851,1,0.03,,,0.05,,,1151927,
36780,"Oshkosh-Neenah, WI",UHC POS,IP,WI,174218,174218,0,91.07,92.95,-1.88,97.46,100.00,-2.54,1307816,
36780,"Oshkosh-Neenah, WI",UHC PPO,IP,WI,174218,174218,0,89.08,92.63,-3.55,97.56,100.00,-2.44,1464350,
36780,"Oshkosh-Neenah, WI",Cigna PPO,IP,WI,174218,174218,0,0.00,0.00,0.00,0.00,0.00,0.00,1298770,
36780,"Oshkosh-Neenah, WI",Cigna LocalPlus,IP,WI,174218,174218,0,35.04,33.70,1.34,58.60,57.81,0.79,1368857,
36780,"Oshkosh-Neenah, WI",Aetna Choice POS,IP,WI,174218,174218,0,1.05,0.00,1.05,1.05,0.00,1.05,1297447,
36780,"Oshkosh-Neenah, WI",Cigna OAP,IP,WI,174218,174218,0,10.16,10.60,-0.44,11.09,12.70,-1.61,1322368,
36780,"Oshkosh-Neenah, WI",BCBS PPO,IP,WI,174218,174218,0,77.45,75.21,2.24,89.73,86.67,3.06,1339672,
36780,"Oshkosh-Neenah, WI",Sanford Health Plan,IP,WI,174218,174218,0,65.89,,,76.83,,,1317428,
36780,"Oshkosh-Neenah, WI",Aetna Open Choice PPO,IP,WI,174218,174218,0,1.05,0.00,1.05,1.05,0.00,1.05,1297447,
36780,"Oshkosh-Neenah, WI",Cigna HealthPartners UMAP,IP,WI,174218,174218,0,57.16,,,94.12,,,1175067,
36780,"Oshkosh-Neenah, WI",Cigna HealthPartners,IP,WI,174218,174218,0,10.16,,,11.09,,,1322368,
36780,"Oshkosh-Neenah, WI",UHC Choice POS Plus,IP,WI,174218,174218,0,91.18,92.93,-1.75,97.46,100.00,-2.54,1303194,
36780,"Oshkosh-Neenah, WI",Anthem BCBS WI Blue Preferred POS,IP,WI,174218,174218,0,66.61,,,96.62,,,1216366,
36780,"Oshkosh-Neenah, WI",SHP HMO NetworkX,IP,WI,174218,174218,1,0.00,,,0.00,,,1298770,
19340,"Davenport-Moline-Rock Island, IA-IL",Cigna OAP,IP,IA,175259,380452,0,7.50,2.25,5.25,7.53,2.26,5.27,998784,
19340,"Davenport-Moline-Rock Island, IA-IL",Aetna Open Choice PPO,IP,IA,175259,380452,0,79.88,97.98,-18.10,99.91,99.90,0.01,1005811,
19340,"Davenport-Moline-Rock Island, IA-IL",Cigna LocalPlus,IP,IA,175259,380452,0,64.58,13.67,50.91,70.75,15.11,55.64,1134943,
19340,"Davenport-Moline-Rock Island, IA-IL",UHC PPO,IP,IA,175259,380452,0,80.15,97.24,-17.09,100.00,99.90,0.10,1044853,
19340,"Davenport-Moline-Rock Island, IA-IL",Cigna PPO,IP,IA,175259,380452,0,7.50,2.25,5.25,7.53,2.26,5.27,998784,
19340,"Davenport-Moline-Rock Island, IA-IL",BCBS IL Blue Choice Preferred PPO,IP,IA,175259,380452,0,9.58,4.17,5.41,13.72,4.19,9.53,987184,
19340,"Davenport-Moline-Rock Island, IA-IL",BCBS PPO,IP,IA,175259,380452,0,47.58,96.36,-48.78,54.41,98.15,-43.74,929520,
19340,"Davenport-Moline-Rock Island, IA-IL",Aetna Choice POS,IP,IA,175259,380452,0,76.29,97.93,-21.64,99.91,99.90,0.01,980845,
19340,"Davenport-Moline-Rock Island, IA-IL",Cigna HealthPartners UMAP,IP,IA,175259,380452,1,0.00,,,0.00,,,989123,
19340,"Davenport-Moline-Rock Island, IA-IL",UHC POS,IP,IA,175259,380452,0,78.76,97.24,-18.48,99.91,99.90,0.01,994227,
19340,"Davenport-Moline-Rock Island, IA-IL",BCBS IL Blue Advantage HMO,IP,IA,175259,380452,0,0.00,0.00,0.00,0.00,0.00,0.00,989123,
19340,"Davenport-Moline-Rock Island, IA-IL",Cigna HealthPartners,IP,IA,175259,380452,0,64.39,,,93.82,,,868695,
19340,"Davenport-Moline-Rock Island, IA-IL",UHC Choice POS Plus,IP,IA,175259,380452,0,78.76,97.24,-18.48,99.91,99.90,0.01,994227,
20740,"Eau Claire, WI",Sanford Health Plan,IP,WI,176647,176647,0,59.35,,,78.28,,,1311945,
20740,"Eau Claire, WI",Aetna Choice POS,IP,WI,176647,176647,0,0.00,0.00,0.00,0.00,0.00,0.00,1290681,
20740,"Eau Claire, WI",Cigna HealthPartners UMAP,IP,WI,176647,176647,0,0.00,,,0.00,,,1290681,
20740,"Eau Claire, WI",Cigna OAP,IP,WI,176647,176647,0,0.00,0.36,-0.36,0.00,0.46,-0.46,1290681,
20740,"Eau Claire, WI",UHC PPO,IP,WI,176647,176647,0,87.85,63.53,24.32,95.65,74.44,21.21,1326648,
20740,"Eau Claire, WI",UHC Choice POS Plus,IP,WI,176647,176647,0,87.85,91.62,-3.77,95.65,99.89,-4.24,1326648,
20740,"Eau Claire, WI",Cigna PPO,IP,WI,176647,176647,0,0.00,0.36,-0.36,0.00,0.46,-0.46,1290681,
20740,"Eau Claire, WI",UHC POS,IP,WI,176647,176647,0,0.00,63.53,-63.53,0.89,74.44,-73.55,1290681,
20740,"Eau Claire, WI",Cigna HealthPartners,IP,WI,176647,176647,1,0.00,,,0.00,,,1290681,
20740,"Eau Claire, WI",Anthem BCBS WI Blue Preferred POS,IP,WI,176647,176647,0,67.08,,,84.27,,,1226890,
20740,"Eau Claire, WI",Aetna Open Choice PPO,IP,WI,176647,176647,0,0.00,0.00,0.00,0.00,0.00,0.00,1290681,
20740,"Eau Claire, WI",SHP HMO NetworkX,IP,WI,176647,176647,0,0.16,,,1.43,,,1290817,
20740,"Eau Claire, WI",BCBS PPO,IP,WI,176647,176647,0,69.14,72.46,-3.32,89.78,92.65,-2.87,1145860,
20740,"Eau Claire, WI",Cigna LocalPlus,IP,WI,176647,176647,0,0.00,0.36,-0.36,0.00,0.46,-0.46,1290681,
34740,"Muskegon-Norton Shores, MI",Cigna PPO,IP,MI,177901,177901,0,0.00,0.00,0.00,0.00,0.00,0.00,1227105,
34740,"Muskegon-Norton Shores, MI",McLaren Health Advantage,IP,MI,177901,177901,1,0.00,,,0.00,,,1227105,
34740,"Muskegon-Norton Shores, MI",UHC Choice POS Plus,IP,MI,177901,177901,0,0.08,0.09,-0.01,1.80,1.47,0.33,1226963,
34740,"Muskegon-Norton Shores, MI",Cigna OAP,IP,MI,177901,177901,0,0.00,0.00,0.00,0.00,0.00,0.00,1227105,
34740,"Muskegon-Norton Shores, MI",Aetna Choice POS,IP,MI,177901,177901,0,68.23,67.82,0.41,75.88,75.48,0.40,1175395,
34740,"Muskegon-Norton Shores, MI",Cigna LocalPlus,IP,MI,177901,177901,0,0.00,0.00,0.00,0.00,0.00,0.00,1227105,
34740,"Muskegon-Norton Shores, MI",UHC POS,IP,MI,177901,177901,0,0.08,0.09,-0.01,1.80,1.47,0.33,1226963,
34740,"Muskegon-Norton Shores, MI",Health Alliance Plan OPEN HMO,IP,MI,177901,177901,0,26.05,,,78.00,,,1094569,
34740,"Muskegon-Norton Shores, MI",BCBS PPO,IP,MI,177901,177901,0,67.40,66.45,0.95,81.36,81.12,0.24,1235543,
34740,"Muskegon-Norton Shores, MI",Health Alliance Plan HPOS POS,IP,MI,177901,177901,0,0.00,,,0.00,,,1227105,
34740,"Muskegon-Norton Shores, MI",Cigna Priority Health,IP,MI,177901,177901,1,0.00,0.00,0.00,0.00,0.00,0.00,1227105,
34740,"Muskegon-Norton Shores, MI",Aetna Open Choice PPO,IP,MI,177901,177901,0,68.23,67.82,0.41,75.88,75.48,0.40,1175395,
34740,"Muskegon-Norton Shores, MI",UHC PPO,IP,MI,177901,177901,0,0.08,0.09,-0.01,1.80,1.47,0.33,1226963,
34740,"Muskegon-Norton Shores, MI",Health Alliance Plan AHLD PPO,IP,MI,177901,177901,0,0.00,,,0.00,,,1227105,
20940,"El Centro, CA",Asuris Preferred,IP,CA,181411,181411,0,0.00,,,0.00,,,1377698,
20940,"El Centro, CA",Aetna Open Choice PPO,IP,CA,181411,181411,0,32.23,32.23,0.00,62.31,62.31,0.00,1379577,
20940,"El Centro, CA",Cigna OAP,IP,CA,181411,181411,0,25.84,25.84,0.00,50.55,50.58,-0.03,1373912,
20940,"El Centro, CA",BCBS PPO,IP,CA,181411,181411,0,9.76,9.76,0.00,58.51,58.53,-0.02,1391053,
20940,"El Centro, CA",UHC PPO,IP,CA,181411,181411,0,17.19,17.19,0.00,65.80,65.83,-0.03,1384312,
20940,"El Centro, CA",Aetna Choice POS,IP,CA,181411,181411,0,32.23,32.23,0.00,62.31,62.31,0.00,1379577,
20940,"El Centro, CA",Cigna PPO,IP,CA,181411,181411,0,25.84,25.84,0.00,50.55,50.58,-0.03,1373912,
20940,"El Centro, CA",Providence Health Plan Option Advantage,IP,CA,181411,181411,0,0.00,,,0.00,,,1377698,
20940,"El Centro, CA",Cigna LocalPlus,IP,CA,181411,181411,0,25.84,25.84,0.00,50.55,50.58,-0.03,1373912,
20940,"El Centro, CA",UHC POS,IP,CA,181411,181411,0,17.19,17.19,0.00,65.80,65.83,-0.03,1384312,
20940,"El Centro, CA",UHC Choice POS Plus,IP,CA,181411,181411,0,17.19,17.19,0.00,65.80,65.83,-0.03,1384312,
13980,"Blacksburg-Christiansburg-Radford, VA",Aetna Open Choice PPO,IP,VA,181616,181616,0,66.64,65.66,0.98,77.90,79.13,-1.23,1473746,
13980,"Blacksburg-Christiansburg-Radford, VA",Cigna OAP,IP,VA,181616,181616,0,59.36,57.19,2.17,83.08,82.90,0.18,1585455,
13980,"Blacksburg-Christiansburg-Radford, VA",Cigna LocalPlus,IP,VA,181616,181616,0,59.66,57.52,2.14,83.16,82.97,0.19,1601210,
13980,"Blacksburg-Christiansburg-Radford, VA",UHC POS,IP,VA,181616,181616,0,60.26,58.34,1.92,73.17,73.97,-0.80,1511431,
13980,"Blacksburg-Christiansburg-Radford, VA",Aetna Choice POS,IP,VA,181616,181616,0,66.01,65.11,0.90,76.43,77.83,-1.40,1365709,
13980,"Blacksburg-Christiansburg-Radford, VA",UHC PPO,IP,VA,181616,181616,0,60.26,58.34,1.92,73.17,73.97,-0.80,1511431,
13980,"Blacksburg-Christiansburg-Radford, VA",UHC Choice POS Plus,IP,VA,181616,181616,0,60.26,58.34,1.92,73.17,73.97,-0.80,1511431,
13980,"Blacksburg-Christiansburg-Radford, VA",BCBS PPO,IP,VA,181616,181616,0,94.17,92.94,1.23,98.72,98.69,0.03,1532588,
13980,"Blacksburg-Christiansburg-Radford, VA",Cigna PPO,IP,VA,181616,181616,0,56.66,54.41,2.25,67.81,68.26,-0.45,1616423,
39820,"Redding, CA",Asuris Preferred,IP,CA,181648,181648,0,0.00,,,0.00,,,1319007,
39820,"Redding, CA",Cigna PPO,IP,CA,181648,181648,0,9.16,8.74,0.42,13.74,8.76,4.98,1316276,
39820,"Redding, CA",Providence Health Plan Option Advantage,IP,CA,181648,181648,0,0.00,,,0.00,,,1319007,
39820,"Redding, CA",Aetna Open Choice PPO,IP,CA,181648,181648,0,8.99,9.28,-0.29,14.45,14.51,-0.06,1334683,
39820,"Redding, CA",BCBS PPO,IP,CA,181648,181648,0,0.01,0.00,0.01,4.56,0.00,4.56,1318957,
39820,"Redding, CA",UHC Choice POS Plus,IP,CA,181648,181648,0,51.73,53.04,-1.31,83.22,83.21,0.01,1311011,
39820,"Redding, CA",Cigna OAP,IP,CA,181648,181648,0,9.16,8.74,0.42,13.74,8.76,4.98,1316276,
39820,"Redding, CA",Cigna LocalPlus,IP,CA,181648,181648,0,9.16,8.74,0.42,13.74,8.76,4.98,1316276,
39820,"Redding, CA",Aetna Choice POS,IP,CA,181648,181648,0,8.99,9.28,-0.29,14.45,14.51,-0.06,1334683,
39820,"Redding, CA",UHC POS,IP,CA,181648,181648,0,52.76,54.45,-1.69,83.28,83.27,0.01,1315666,
39820,"Redding, CA",UHC PPO,IP,CA,181648,181648,0,51.73,53.04,-1.31,83.22,83.21,0.01,1311011,
26980,"Iowa City, IA",UHC Choice POS Plus,IP,IA,182711,182711,0,86.68,82.26,4.42,97.08,97.14,-0.06,1233401,
26980,"Iowa City, IA",UHC POS,IP,IA,182711,182711,0,86.68,82.26,4.42,97.08,97.14,-0.06,1233401,
26980,"Iowa City, IA",Cigna OAP,IP,IA,182711,182711,0,17.77,0.00,17.77,89.93,0.00,89.93,1162875,
26980,"Iowa City, IA",Aetna Choice POS,IP,IA,182711,182711,0,40.64,35.41,5.23,96.54,96.94,-0.40,1128291,
26980,"Iowa City, IA",Aetna Open Choice PPO,IP,IA,182711,182711,0,2.66,3.30,-0.64,9.05,9.17,-0.12,1214173,
26980,"Iowa City, IA",BCBS PPO,IP,IA,182711,182711,0,0.73,0.83,-0.10,3.93,3.76,0.17,1215550,
26980,"Iowa City, IA",Cigna LocalPlus,IP,IA,182711,182711,0,17.77,0.00,17.77,89.93,0.00,89.93,1162875,
26980,"Iowa City, IA",Cigna PPO,IP,IA,182711,182711,0,17.77,0.00,17.77,89.93,0.00,89.93,1162875,
26980,"Iowa City, IA",UHC PPO,IP,IA,182711,182711,0,85.27,81.99,3.28,97.53,97.64,-0.11,1458339,
24780,"Greenville, NC",BCBS NC Blue Value Network,IP,NC,182936,182936,0,84.74,84.91,-0.17,97.03,97.02,0.01,1161737,
24780,"Greenville, NC",UHC PPO,IP,NC,182936,182936,0,5.19,5.20,-0.01,9.18,9.19,-0.01,1154362,
24780,"Greenville, NC",Aetna Open Choice PPO,IP,NC,182936,182936,0,6.69,6.71,-0.02,9.46,9.48,-0.02,1149679,
24780,"Greenville, NC",Medcost Preferred,IP,NC,182936,182936,1,3.55,,,5.11,,,1145176,
24780,"Greenville, NC",Cigna LocalPlus,IP,NC,182936,182936,0,3.96,3.97,-0.01,5.52,5.53,-0.01,1152555,
24780,"Greenville, NC",BCBS NC Classic Blue,IP,NC,182936,182936,0,82.67,82.76,-0.09,95.24,95.25,-0.01,1130113,
24780,"Greenville, NC",BCBS PPO,IP,NC,182936,182936,0,84.75,84.75,0.00,97.03,97.04,-0.01,1162080,
24780,"Greenville, NC",Aetna Choice POS,IP,NC,182936,182936,0,6.69,6.71,-0.02,9.46,9.48,-0.02,1149679,
24780,"Greenville, NC",UHC POS,IP,NC,182936,182936,0,5.19,5.20,-0.01,9.18,9.19,-0.01,1154362,
24780,"Greenville, NC",Cigna PPO,IP,NC,182936,182936,0,3.96,3.97,-0.01,5.52,5.53,-0.01,1152555,
24780,"Greenville, NC",BCBS NC Preferred Provider Network,IP,NC,182936,182936,0,84.74,84.91,-0.17,97.03,97.02,0.01,1161737,
24780,"Greenville, NC",Cigna OAP,IP,NC,182936,182936,0,3.96,3.97,-0.01,5.52,5.53,-0.01,1152555,
24780,"Greenville, NC",UHC Choice POS Plus,IP,NC,182936,182936,0,5.19,5.20,-0.01,9.18,9.19,-0.01,1154362,
28740,"Kingston, NY",UHC PPO,IP,NY,183330,183330,0,97.37,97.25,0.12,99.90,99.96,-0.06,1781951,
28740,"Kingston, NY",Cigna MVP MV,IP,NY,183330,183330,0,0.00,,,0.00,,,1759688,
28740,"Kingston, NY",Cigna LocalPlus,IP,NY,183330,183330,0,0.00,0.00,0.00,0.00,0.00,0.00,1759688,
28740,"Kingston, NY",Aetna Open Choice PPO,IP,NY,183330,183330,0,93.97,97.21,-3.24,99.85,100.00,-0.15,1708004,
28740,"Kingston, NY",BCBS PPO,IP,NY,183330,183330,0,91.12,97.25,-6.13,99.62,99.74,-0.12,1960956,
28740,"Kingston, NY",Cigna MVP,IP,NY,183330,183330,1,0.00,,,0.00,,,1759688,
28740,"Kingston, NY",Cigna OAP,IP,NY,183330,183330,0,0.00,0.00,0.00,0.00,0.00,0.00,1759688,
28740,"Kingston, NY",Cigna PPO,IP,NY,183330,183330,0,0.00,0.00,0.00,0.00,0.00,0.00,1759688,
28740,"Kingston, NY",UHC POS,IP,NY,183330,183330,0,97.37,97.25,0.12,99.90,99.96,-0.06,1781951,
28740,"Kingston, NY",UHC Choice POS Plus,IP,NY,183330,183330,0,97.22,96.22,1.00,99.89,99.95,-0.06,1673275,
28740,"Kingston, NY",Aetna Choice POS,IP,NY,183330,183330,0,93.97,97.21,-3.24,99.85,100.00,-0.15,1708004,
27180,"Jackson, TN",Cigna LocalPlus,IP,TN,184569,184569,0,51.11,51.43,-0.32,70.00,69.12,0.88,1067751,
27180,"Jackson, TN",Cigna OAP,IP,TN,184569,184569,0,57.36,57.49,-0.13,71.21,70.29,0.92,1112541,
27180,"Jackson, TN",UHC POS,IP,TN,184569,184569,0,83.54,85.96,-2.42,99.20,96.31,2.89,1162213,
27180,"Jackson, TN",Cigna PPO,IP,TN,184569,184569,0,58.83,67.75,-8.92,95.46,71.09,24.37,1115179,
27180,"Jackson, TN",UHC Choice POS Plus,IP,TN,184569,184569,0,83.54,85.96,-2.42,99.20,96.31,2.89,1162213,
27180,"Jackson, TN",Aetna Choice POS,IP,TN,184569,184569,0,5.15,45.41,-40.26,95.15,93.18,1.97,1118430,
27180,"Jackson, TN",UHC PPO,IP,TN,184569,184569,0,83.54,85.96,-2.42,99.20,96.31,2.89,1162213,
27180,"Jackson, TN",Aetna Open Choice PPO,IP,TN,184569,184569,0,5.15,45.53,-40.38,95.15,93.17,1.98,1118430,
27180,"Jackson, TN",BCBS PPO,IP,TN,184569,184569,0,0.39,0.22,0.17,11.66,8.77,2.89,1121357,
26580,"Huntington-Ashland, WV-KY-OH",BCBS PPO,IP,WV,185377,365965,0,89.75,88.34,1.41,100.00,100.00,0.00,1174138,
26580,"Huntington-Ashland, WV-KY-OH",Cigna PPO,IP,WV,185377,365965,0,38.04,68.37,-30.33,45.54,95.34,-49.80,1164771,
26580,"Huntington-Ashland, WV-KY-OH",Cigna LocalPlus,IP,WV,185377,365965,0,77.78,70.80,6.98,94.60,97.06,-2.46,1165816,
26580,"Huntington-Ashland, WV-KY-OH",UHC PPO,IP,WV,185377,365965,0,84.09,91.48,-7.39,96.74,99.74,-3.00,1096973,
