row_grain,state,msa_id,msa_cbsa_name,carrier_plan_name,billing_class,setting_type,pos,presence_status,total_weighted_rate_base,total_weighted_rate_new,delta_total_weighted_rate,pct_change_total_weighted_rate,pct_carrier_mrf_spend_base,pct_carrier_mrf_spend_new,delta_pct_carrier_mrf,pct_hospital_mrf_spend_base,pct_hospital_mrf_spend_new,delta_pct_hospital_mrf,pct_imputed_spend_base,pct_imputed_spend_new,delta_pct_imputed,pct_greenyellow_base,pct_greenyellow_new,delta_pct_greenyellow,pct_red_base,pct_red_new,delta_pct_red,pct_missing_base,pct_missing_new,delta_pct_missing,spend_ratio_vs_bcbs_base,spend_ratio_vs_bcbs_new,delta_spend_ratio_vs_bcbs,n_rates_greenyellow_base,n_rates_greenyellow_new,n_msas_base,n_msas_new,n_states_in_msa_base,n_states_in_msa_new,is_multistate_msa_base,is_multistate_msa_new,is_multistate_msa,n_states_in_msa,review_label_base,review_label_new,supplementary_label_base,supplementary_label_new,label_changed,label_transition,flag_needs_review_base,flag_needs_review_new,flag_canonical_count_base,flag_canonical_count_new,review_direction,flag_big_spend_swing,flag_stoplight_swing,flag_source_swing,flag_label_changed,flag_appeared,flag_disappeared,flag_changed_any
MSA,IL,16460,"Centralia, IL",BCBS PPO,institutional,inpatient,Inpatient,BOTH,1347639,1359943,12304,0.91,0,0,0,15.52,11.17,-4.35,84.48,88.83,4.35,15.52,11.17,-4.35,0.94,6.46,5.52,83.54,82.38,-1.16,1,1,0,63,47,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Missing","Low Carrier MRF, High Missing",Sparse Sample,Sparse Sample,0,,1,1,2,2,stable,0,0,0,0,0,0,0
MSA,IL,16460,"Centralia, IL",Cigna OAP,institutional,inpatient,Inpatient,BOTH,1394696,1356140,-38556,-2.76,0,0,0,3.5,1.56,-1.94,96.5,98.44,1.94,3.5,1.56,-1.94,0,0.79,0.79,96.5,97.65,1.15,1.0349,0.9972,-0.0377,2,1,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",Sparse Sample,Sparse Sample,0,,1,1,3,3,stable,0,0,0,0,0,0,0
MSA,IL,16460,"Centralia, IL",UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1373831,1362990,-10841,-0.79,0,0,0,7.38,4.41,-2.97,92.62,95.59,2.97,7.38,4.41,-2.97,0.78,3.25,2.47,91.84,92.34,0.5,1.0194,1.0022,-0.0172,19,8,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",Sparse Sample,Sparse Sample,1,"Low Carrier MRF, High Missing  ->  Low Carrier MRF, Low Hospital MRF, High Missing",1,1,2,3,regressed,0,0,0,1,0,0,1
MSA,IL,16460,"Centralia, IL",Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2237151,2261075,23924,1.07,28.25,44.26,16.01,0,0,0,71.75,55.74,-16.01,28.25,44.26,16.01,31.46,28.71,-2.75,40.3,27.04,-13.26,0.9916,1.0084,0.0168,393,729,1,1,1,1,false,false,false,1,"Low Hospital MRF, High Red","Low Hospital MRF, High Red",Off vs Peers,clean,0,,1,1,2,2,stable,0,1,1,0,0,0,1
MSA,IL,16460,"Centralia, IL",BCBS PPO,institutional,outpatient,Outpatient,BOTH,2255992,2242185,-13807,-0.61,0.1,0.17,0.07,0,0,0,99.9,99.83,-0.07,0.1,0.17,0.07,0.08,0.3,0.22,99.82,99.54,-0.28,1,1,0,39,88,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing","Off vs Peers, Sparse Sample",Sparse Sample,0,,1,1,3,3,stable,0,0,0,0,0,0,0
MSA,IL,16460,"Centralia, IL",Cigna OAP,institutional,outpatient,Outpatient,BOTH,2671728,2234417,-437311,-16.37,8.16,9.2,1.04,27.45,0.48,-26.97,64.38,90.32,25.94,35.62,9.68,-25.94,20.54,42.82,22.28,43.84,47.5,3.66,1.1843,0.9965,-0.1878,423,686,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Red","Low Carrier MRF, Low Hospital MRF, High Red",Off vs BCBS,clean,1,"Low Carrier MRF, High Red  ->  Low Carrier MRF, Low Hospital MRF, High Red",1,1,2,3,regressed,1,1,1,1,0,0,1
MSA,IL,16460,"Centralia, IL",UHC Choice POS Plus,institutional,outpatient,Outpatient,BOTH,2817481,2239408,-578073,-20.52,1.45,1.52,0.07,33.88,0.85,-33.03,64.67,97.63,32.96,35.33,2.37,-32.96,16.68,40.39,23.71,47.99,57.25,9.26,1.2489,0.9988,-0.2501,197,284,1,1,1,1,false,false,false,1,Low Carrier MRF,"Low Carrier MRF, Low Hospital MRF, High Red, High Missing","Off vs BCBS, Off vs Peers",clean,1,"Low Carrier MRF  ->  Low Carrier MRF, Low Hospital MRF, High Red, High Missing",1,1,1,4,regressed,1,1,1,1,0,0,1
MSA,IL,16460,"Centralia, IL",Aetna Choice POS,professional,outpatient,Professional,BOTH,2276978,2612013,335035,14.71,68.58,76.66,8.08,0,0,0,31.42,23.34,-8.08,68.58,76.66,8.08,12.2,7.59,-4.61,19.22,15.75,-3.47,0.971,1.0321,0.0611,111098,170869,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,1,0,0,0,0,0,1
MSA,IL,16460,"Centralia, IL",BCBS PPO,professional,outpatient,Professional,BOTH,2345089,2530657,185568,7.91,64.36,61.48,-2.88,0,0,0,35.64,38.52,2.88,64.36,61.48,-2.88,13.01,17.62,4.61,22.62,20.9,-1.72,1,1,0,176029,202510,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16460,"Centralia, IL",Cigna OAP,professional,outpatient,Professional,BOTH,2193573,2396997,203424,9.27,57.04,60.95,3.91,0,0,0,42.96,39.05,-3.91,57.04,60.95,3.91,18.89,13.84,-5.05,24.07,25.2,1.13,0.9354,0.9472,0.0118,42456,48322,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16460,"Centralia, IL",UHC Choice POS Plus,professional,outpatient,Professional,BOTH,2238584,2315538,76954,3.44,59.75,63.37,3.62,0,0,0,40.25,36.63,-3.62,59.75,63.37,3.62,8.76,17.97,9.21,31.49,18.66,-12.83,0.9546,0.915,-0.0396,41847,84007,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,1,0,0,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",Aetna Choice POS,TOTAL,TOTAL,All,BOTH,5997993,6333727,335734,5.6,48.5,53.46,4.96,26,20.44,-5.56,25.5,26.1,0.6,74.5,73.9,-0.6,16.3,10.42,-5.88,9.2,15.68,6.48,0.9871,1.0185,0.0314,1070013,2076051,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",BCBS PPO,TOTAL,TOTAL,All,BOTH,6076115,6218936,142821,2.35,47,55.57,8.57,22.43,17.14,-5.29,30.56,27.29,-3.27,69.44,72.71,3.27,11.29,13.18,1.89,19.28,14.11,-5.17,1,1,0,1570644,1464793,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",Cigna OAP,TOTAL,TOTAL,All,BOTH,6573924,6588992,15068,0.23,34.09,40.53,6.44,30.21,22.16,-8.05,35.7,37.32,1.62,64.3,62.68,-1.62,15.68,14.8,-0.88,20.02,22.51,2.49,1.0819,1.0595,-0.0224,197991,182093,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",UHC Choice POS Plus,TOTAL,TOTAL,All,BOTH,6385050,6478751,93701,1.47,40.88,50.35,9.47,25.07,19.77,-5.3,34.05,29.89,-4.16,65.95,70.11,4.16,13.06,15.09,2.03,20.99,14.79,-6.2,1.0508,1.0418,-0.009,241761,487955,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",Aetna Choice POS,institutional,inpatient,Inpatient,BOTH,1118574,1164241,45667,4.08,0,0,0,87.57,48.13,-39.44,12.43,51.87,39.44,87.57,48.13,-39.44,1.27,1.22,-0.05,11.16,50.65,39.49,1.053,1.0338,-0.0192,596,55,1,1,1,1,false,false,false,1,Low Carrier MRF,"Low Carrier MRF, High Missing",clean,Sparse Sample,1,"Low Carrier MRF  ->  Low Carrier MRF, High Missing",1,1,1,2,regressed,0,1,1,1,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",BCBS PPO,institutional,inpatient,Inpatient,BOTH,1062291,1126193,63902,6.02,76.81,83.3,6.49,17.13,11.1,-6.03,6.06,5.6,-0.46,93.94,94.4,0.46,2.7,2.39,-0.31,3.36,3.21,-0.15,1,1,0,1451,2047,1,1,1,1,false,false,false,1,clean,clean,Off vs Peers,Off vs Peers,0,,1,1,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",Cigna OAP,institutional,inpatient,Inpatient,BOTH,1500100,1517600,17500,1.17,37.25,49.31,12.06,57.87,44.37,-13.5,4.88,6.33,1.45,95.12,93.67,-1.45,1.02,1.01,-0.01,3.86,5.32,1.46,1.4121,1.3475,-0.0646,712,1324,1,1,1,1,false,false,false,1,clean,clean,"Off vs BCBS, Off vs Peers","Off vs BCBS, Off vs Peers",0,,1,1,0,0,still_clean,0,0,1,0,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1146325,1163412,17087,1.49,56.32,63.46,7.14,38.04,31.06,-6.98,5.64,5.48,-0.16,94.36,94.52,0.16,2.51,2.33,-0.18,3.13,3.15,0.02,1.0791,1.033,-0.0461,2718,3882,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2465926,2370614,-95312,-3.87,43.21,46.08,2.87,23.53,30.99,7.46,33.26,22.93,-10.33,66.74,77.07,10.33,25.63,16.19,-9.44,7.64,6.74,-0.9,0.9694,0.9957,0.0263,3348,4798,1,1,1,1,false,false,false,1,High Red,clean,clean,clean,1,High Red  ->  clean,1,0,1,0,improved,0,1,1,1,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",BCBS PPO,institutional,outpatient,Outpatient,BOTH,2543748,2380870,-162878,-6.4,8.32,25.52,17.2,46.43,39.51,-6.92,45.26,34.97,-10.29,54.74,65.03,10.29,17.2,18.09,0.89,28.05,16.88,-11.17,1,1,0,2337,3317,1,1,1,1,false,false,false,1,Low Carrier MRF,clean,clean,clean,1,Low Carrier MRF  ->  clean,1,0,1,0,improved,0,1,1,1,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",Cigna OAP,institutional,outpatient,Outpatient,BOTH,2673974,2397396,-276578,-10.34,7.72,10.11,2.39,41.82,32.81,-9.01,50.46,57.08,6.62,49.54,42.92,-6.62,23.13,26.13,3,27.33,30.95,3.62,1.0512,1.0069,-0.0443,1246,2025,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,1,0,0,0,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",UHC Choice POS Plus,institutional,outpatient,Outpatient,BOTH,2592607,2456359,-136248,-5.26,6.65,13.12,6.47,44.91,37.42,-7.49,48.44,49.46,1.02,51.56,50.54,-1.02,22.43,24.56,2.13,26.01,24.9,-1.11,1.0192,1.0317,0.0125,2869,3844,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",Aetna Choice POS,professional,outpatient,Professional,BOTH,2413493,2798873,385380,15.97,76.39,81.94,5.55,0,0,0,23.61,18.06,-5.55,76.39,81.94,5.55,13.73,9.36,-4.37,9.88,8.7,-1.18,0.9771,1.0321,0.055,1066069,2071198,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,1,0,0,0,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",BCBS PPO,professional,outpatient,Professional,BOTH,2470076,2711873,241797,9.79,74.03,70.44,-3.59,0,0,0,25.97,29.56,3.59,74.03,70.44,-3.59,8.89,13.35,4.46,17.08,16.21,-0.87,1,1,0,1566856,1459429,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16580,"Champaign-Urbana, IL",Cigna OAP,professional,outpatient,Professional,BOTH,2399850,2673996,274146,11.42,61.49,62.82,1.33,0,0,0,38.51,37.18,-1.33,61.49,62.82,1.33,16.54,12.48,-4.06,21.97,24.7,2.73,0.9716,0.986,0.0144,196033,178744,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,1,0,0,0,0,0,1
MSA,IL,16580,"Champaign-Urbana, IL",UHC Choice POS Plus,professional,outpatient,Professional,BOTH,2646117,2858980,212863,8.04,67.74,77,9.26,0,0,0,32.26,23,-9.26,67.74,77,9.26,8.45,12.15,3.7,23.81,10.85,-12.96,1.0713,1.0542,-0.0171,236174,480229,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,1,0,0,0,0,1
MSA,IL,16660,"Charleston-Mattoon, IL",Aetna Choice POS,TOTAL,TOTAL,All,BOTH,6234331,6481141,246810,3.96,40.16,44.29,4.13,15.69,16.81,1.12,44.15,38.9,-5.25,55.85,61.1,5.25,13.97,17.88,3.91,30.18,21.02,-9.16,0.9948,1.014,0.0192,210624,354352,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",BCBS PPO,TOTAL,TOTAL,All,BOTH,6267080,6391401,124321,1.98,25.4,25.52,0.12,17.19,18.08,0.89,57.41,56.4,-1.01,42.59,43.6,1.01,3.99,5.55,1.56,53.42,50.85,-2.57,1,1,0,415533,411382,1,1,1,1,false,false,false,1,High Missing,High Missing,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",Cigna OAP,TOTAL,TOTAL,All,BOTH,6280581,6404054,123473,1.97,22.55,23.45,0.9,17.95,19.34,1.39,59.5,57.21,-2.29,40.5,42.79,2.29,5.88,18.6,12.72,53.62,38.61,-15.01,1.0022,1.002,-0.0002,54743,57238,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Missing",Low Carrier MRF,clean,clean,1,"Low Carrier MRF, High Missing  ->  Low Carrier MRF",1,1,2,1,improved,0,1,0,1,0,0,1
MSA,IL,16660,"Charleston-Mattoon, IL",UHC Choice POS Plus,TOTAL,TOTAL,All,BOTH,6250926,6194020,-56906,-0.91,22.66,26.82,4.16,17.8,18.43,0.63,59.54,54.74,-4.8,40.46,45.26,4.8,3.49,3.22,-0.27,56.05,51.53,-4.52,0.9974,0.9691,-0.0283,73841,158698,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Missing",High Missing,clean,clean,1,"Low Carrier MRF, High Missing  ->  High Missing",1,1,2,1,improved,0,0,0,1,0,0,1
MSA,IL,16660,"Charleston-Mattoon, IL",Aetna Choice POS,institutional,inpatient,Inpatient,BOTH,1528813,1530800,1987,0.13,0,0,0,62.02,69.48,7.46,37.98,30.52,-7.46,62.02,69.48,7.46,5.45,0.24,-5.21,32.53,30.28,-2.25,0.9751,0.9633,-0.0118,414,475,1,1,1,1,false,false,false,1,Low Carrier MRF,Low Carrier MRF,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",BCBS PPO,institutional,inpatient,Inpatient,BOTH,1567787,1589166,21379,1.36,0,0,0,66.96,70.3,3.34,33.04,29.7,-3.34,66.96,70.3,3.34,2.03,0,-2.03,31.01,29.7,-1.31,1,1,0,464,478,1,1,1,1,false,false,false,1,Low Carrier MRF,Low Carrier MRF,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",Cigna OAP,institutional,inpatient,Inpatient,BOTH,1655133,1676731,21598,1.3,0,0,0,66.41,71.42,5.01,33.59,28.58,-5.01,66.41,71.42,5.01,5.84,2.09,-3.75,27.75,26.49,-1.26,1.0557,1.0551,-0.0006,432,479,1,1,1,1,false,false,false,1,Low Carrier MRF,Low Carrier MRF,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1572122,1574567,2445,0.16,0,0,0,68.61,70.11,1.5,31.39,29.89,-1.5,68.61,70.11,1.5,0.47,0,-0.47,30.92,29.89,-1.03,1.0028,0.9908,-0.012,470,478,1,1,1,1,false,false,false,1,Low Carrier MRF,Low Carrier MRF,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2435694,2356950,-78744,-3.23,38.38,47.08,8.7,1.23,1.09,-0.14,60.39,51.83,-8.56,39.61,48.17,8.56,22.15,28.62,6.47,38.23,23.21,-15.02,1.0051,1.0111,0.006,445,643,1,1,1,1,false,false,false,1,"Low Hospital MRF, High Red","Low Hospital MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,1,0,0,0,0,1
MSA,IL,16660,"Charleston-Mattoon, IL",BCBS PPO,institutional,outpatient,Outpatient,BOTH,2423395,2331046,-92349,-3.81,0.29,0.37,0.08,1.14,1.64,0.5,98.57,97.99,-0.58,1.43,2.01,0.58,1.08,0.45,-0.63,97.49,97.54,0.05,1,1,0,99,153,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",Sparse Sample,clean,0,,1,1,3,3,stable,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",Cigna OAP,institutional,outpatient,Outpatient,BOTH,2424302,2326979,-97323,-4.01,0.27,1.89,1.62,1.17,1.76,0.59,98.56,96.35,-2.21,1.44,3.65,2.21,2.21,35.28,33.07,96.35,61.07,-35.28,1.0004,0.9983,-0.0021,42,87,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Red, High Missing",Sparse Sample,Sparse Sample,1,"Low Carrier MRF, Low Hospital MRF, High Missing  ->  Low Carrier MRF, Low Hospital MRF, High Red, High Missing",1,1,3,4,regressed,0,1,0,1,0,0,1
MSA,IL,16660,"Charleston-Mattoon, IL",UHC Choice POS Plus,institutional,outpatient,Outpatient,BOTH,2425211,2330637,-94574,-3.9,0,0,0,1.4,1.62,0.22,98.6,98.38,-0.22,1.4,1.62,0.22,0.14,0.06,-0.08,98.46,98.32,-0.14,1.0007,0.9998,-0.0009,42,45,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",Sparse Sample,Sparse Sample,0,,1,1,3,3,stable,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",Aetna Choice POS,professional,outpatient,Professional,BOTH,2269824,2593391,323567,14.26,69.11,67.9,-1.21,0,0,0,30.89,32.1,1.21,69.11,67.9,-1.21,10.92,18.53,7.61,19.97,13.57,-6.4,0.9973,1.0495,0.0522,209765,353234,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,1,0,0,0,0,0,1
MSA,IL,16660,"Charleston-Mattoon, IL",BCBS PPO,professional,outpatient,Professional,BOTH,2275898,2471189,195291,8.58,69.63,65.67,-3.96,0,0,0,30.37,34.33,3.96,69.63,65.67,-3.96,8.43,13.92,5.49,21.95,20.41,-1.54,1,1,0,414970,410751,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",Cigna OAP,professional,outpatient,Professional,BOTH,2201147,2400343,199196,9.05,64.05,60.74,-3.31,0,0,0,35.95,39.26,3.31,64.05,60.74,-3.31,9.95,13.95,4,26,25.31,-0.69,0.9672,0.9713,0.0041,54269,56672,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16660,"Charleston-Mattoon, IL",UHC Choice POS Plus,professional,outpatient,Professional,BOTH,2253593,2288816,35223,1.56,62.86,72.59,9.73,0,0,0,37.14,27.41,-9.73,62.86,72.59,9.73,9.2,8.65,-0.55,27.94,18.76,-9.18,0.9902,0.9262,-0.064,73329,158175,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Aetna Choice POS,TOTAL,TOTAL,All,BOTH,5573005,5761024,188019,3.37,74.62,77.59,2.97,13.76,12.55,-1.21,11.62,9.86,-1.76,88.38,90.14,1.76,6.09,4.44,-1.65,5.53,5.42,-0.11,0.9883,0.9892,0.0009,27815052,38936954,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",BCBS PPO,TOTAL,TOTAL,All,BOTH,5638774,5823668,184894,3.28,65.12,60.78,-4.34,18.06,18.08,0.02,16.82,21.14,4.32,83.18,78.86,-4.32,6.5,10.65,4.15,10.32,10.49,0.17,1,1,0,22980435,22654380,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Cigna OAP,TOTAL,TOTAL,All,BOTH,5757406,5960818,203412,3.53,48.47,51.3,2.83,26.25,20.36,-5.89,25.28,28.34,3.06,74.72,71.66,-3.06,11.88,14.59,2.71,13.39,13.75,0.36,1.021,1.0236,0.0026,1483621,1525388,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",UHC Choice POS Plus,TOTAL,TOTAL,All,BOTH,5895374,5933834,38460,0.65,49.66,56,6.34,20.85,12.86,-7.99,29.49,31.13,1.64,70.51,68.87,-1.64,7.09,12.85,5.76,22.4,18.29,-4.11,1.0455,1.0189,-0.0266,1576437,2169214,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Aetna Choice POS,institutional,inpatient,Inpatient,BOTH,1105370,1082276,-23094,-2.09,59.45,54.02,-5.43,40.08,45.59,5.51,0.46,0.4,-0.06,99.54,99.6,0.06,0.11,0.05,-0.06,0.36,0.35,-0.01,0.9924,0.9611,-0.0313,27920,27472,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",BCBS PPO,institutional,inpatient,Inpatient,BOTH,1113822,1126122,12300,1.1,65.56,62.48,-3.08,33.98,37.13,3.15,0.45,0.39,-0.06,99.55,99.61,0.06,0.11,0.05,-0.06,0.35,0.34,-0.01,1,1,0,32982,32677,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Cigna OAP,institutional,inpatient,Inpatient,BOTH,1134898,1181708,46810,4.12,40.17,46.85,6.68,58.47,51.93,-6.54,1.36,1.23,-0.13,98.64,98.77,0.13,0.69,0.58,-0.11,0.67,0.65,-0.02,1.0189,1.0494,0.0305,27225,30462,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1084272,1125581,41309,3.81,77.59,74.87,-2.72,21.78,24.73,2.95,0.63,0.4,-0.23,99.37,99.6,0.23,0.26,0.04,-0.22,0.37,0.36,-0.01,0.9735,0.9995,0.026,33900,36380,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2226049,2272802,46753,2.1,73.16,79.3,6.14,14.55,10.11,-4.44,12.29,10.58,-1.71,87.71,89.42,1.71,6.69,4.89,-1.8,5.6,5.69,0.09,1.0052,1.0256,0.0204,83152,96569,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",BCBS PPO,institutional,outpatient,Outpatient,BOTH,2214441,2216003,1562,0.07,49.17,45.83,-3.34,28.89,28.64,-0.25,21.94,25.52,3.58,78.06,74.48,-3.58,9.84,16.09,6.25,12.1,9.43,-2.67,1,1,0,73292,82310,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Cigna OAP,institutional,outpatient,Outpatient,BOTH,2207447,2196894,-10553,-0.48,20.63,20.17,-0.46,38.41,27.31,-11.1,40.96,52.52,11.56,59.04,47.48,-11.56,24.09,35.46,11.37,16.86,17.06,0.2,0.9968,0.9914,-0.0054,50011,55977,1,1,2,2,true,true,true,2,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,1,1,0,0,0,1
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",UHC Choice POS Plus,institutional,outpatient,Outpatient,BOTH,2451397,2274990,-176407,-7.2,24.65,24.34,-0.31,40.51,21.32,-19.19,34.84,54.34,19.5,65.16,45.66,-19.5,11.27,28.63,17.36,23.57,25.71,2.14,1.107,1.0266,-0.0804,54463,54784,1,1,2,2,true,true,true,2,Low Carrier MRF,"Low Carrier MRF, High Red","Off vs BCBS, Off vs Peers",clean,1,"Low Carrier MRF  ->  Low Carrier MRF, High Red",1,1,1,2,regressed,0,1,1,1,0,0,1
MSA,IL,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Aetna Choice POS,professional,outpatient,Professional,BOTH,2241586,2405946,164360,7.33,83.54,86.57,3.03,0,0,0,16.46,13.43,-3.03,83.54,86.57,3.03,8.44,6,-2.44,8.02,7.43,-0.59,0.9702,0.9695,-0.0007,27703980,38812913,1,1,2,2,true,true,true,2,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
