row_grain,state,msa_id,msa_cbsa_name,carrier_plan_name,billing_class,setting_type,pos,presence_status,total_weighted_rate_base,total_weighted_rate_new,delta_total_weighted_rate,pct_change_total_weighted_rate,pct_carrier_mrf_spend_base,pct_carrier_mrf_spend_new,delta_pct_carrier_mrf,pct_hospital_mrf_spend_base,pct_hospital_mrf_spend_new,delta_pct_hospital_mrf,pct_imputed_spend_base,pct_imputed_spend_new,delta_pct_imputed,pct_greenyellow_base,pct_greenyellow_new,delta_pct_greenyellow,pct_red_base,pct_red_new,delta_pct_red,pct_missing_base,pct_missing_new,delta_pct_missing,spend_ratio_vs_bcbs_base,spend_ratio_vs_bcbs_new,delta_spend_ratio_vs_bcbs,n_rates_greenyellow_base,n_rates_greenyellow_new,n_msas_base,n_msas_new,n_states_in_msa_base,n_states_in_msa_new,is_multistate_msa_base,is_multistate_msa_new,is_multistate_msa,n_states_in_msa,review_label_base,review_label_new,supplementary_label_base,supplementary_label_new,label_changed,label_transition,flag_needs_review_base,flag_needs_review_new,flag_canonical_count_base,flag_canonical_count_new,review_direction,flag_big_spend_swing,flag_stoplight_swing,flag_source_swing,flag_label_changed,flag_appeared,flag_disappeared,flag_changed_any
NATIONAL,,,,Aetna Choice POS,TOTAL,TOTAL,All,BOTH,5972162,6136351,164189,2.75,61.29,66.45,5.16,12.12,10.67,-1.45,26.59,22.89,-3.7,73.41,77.11,3.7,12.71,10.03,-2.68,13.87,12.85,-1.02,0.9932,0.996,0.0028,1229477298,1551447763,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,BCBS PPO,TOTAL,TOTAL,All,BOTH,6013033,6161063,148030,2.46,44.16,49.73,5.57,15.73,14.47,-1.26,40.11,35.8,-4.31,59.89,64.2,4.31,14.2,14.22,0.02,25.91,21.58,-4.33,1,1,0,593186605,531758342,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,Cigna OAP,TOTAL,TOTAL,All,BOTH,6035480,6178449,142969,2.37,43.85,46.2,2.35,16.84,14.87,-1.97,39.31,38.93,-0.38,60.68,61.07,0.39,15.3,15.48,0.18,24.01,23.44,-0.57,1.0037,1.0028,-0.0009,176605785,185495396,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,UHC Choice POS Plus,TOTAL,TOTAL,All,BOTH,6124148,6246138,121990,1.99,42.27,48.38,6.11,17.02,15.07,-1.95,40.7,36.55,-4.15,59.3,63.45,4.15,12.83,12.67,-0.16,27.87,23.88,-3.99,1.0185,1.0138,-0.0047,179231875,358007240,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,Aetna Choice POS,institutional,inpatient,Inpatient,BOTH,1324479,1336300,11821,0.89,34.49,34.14,-0.35,37.3,37.59,0.29,28.21,28.26,0.05,71.79,71.74,-0.05,8.53,8,-0.53,19.68,20.27,0.59,0.9854,0.9813,-0.0041,879749,844095,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,BCBS PPO,institutional,inpatient,Inpatient,BOTH,1344062,1361750,17688,1.32,38.81,42.91,4.1,35.24,36.76,1.52,25.94,20.32,-5.62,74.06,79.68,5.62,9.12,9.4,0.28,16.82,10.93,-5.89,1,1,0,1243441,1514325,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,Cigna OAP,institutional,inpatient,Inpatient,BOTH,1334307,1360311,26004,1.95,40.14,45.32,5.18,32.86,30.64,-2.22,27,24.03,-2.97,73,75.97,2.97,8.67,9.63,0.96,18.33,14.41,-3.92,0.9927,0.9989,0.0062,1031761,1286352,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1346097,1369911,23814,1.77,49.49,52.23,2.74,30.09,29.03,-1.06,20.42,18.73,-1.69,79.58,81.27,1.69,9.33,9.29,-0.04,11.09,9.45,-1.64,1.0015,1.006,0.0045,1418738,1685283,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2246593,2252145,5552,0.25,57.62,66.95,9.33,10.24,6.76,-3.48,32.13,26.29,-5.84,67.87,73.71,5.84,17.48,13.36,-4.12,14.65,12.93,-1.72,1.0025,1.0022,-0.0003,2459583,3155213,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,BCBS PPO,institutional,outpatient,Outpatient,BOTH,2241085,2247160,6075,0.27,23.65,32.3,8.65,21.07,17.4,-3.67,55.29,50.3,-4.99,44.71,49.7,4.99,24.29,25.35,1.06,31,24.95,-6.05,1,1,0,2816698,3771999,925,925,,,,,,,"Low Carrier MRF, High Red",High Red,clean,clean,1,"Low Carrier MRF, High Red  ->  High Red",1,1,2,1,improved,0,0,0,1,0,0,1
NATIONAL,,,,Cigna OAP,institutional,outpatient,Outpatient,BOTH,2243606,2233704,-9902,-0.44,17.37,18.01,0.64,25.76,22.48,-3.28,56.87,59.51,2.64,43.13,40.49,-2.64,26.36,29.19,2.83,30.51,30.32,-0.19,1.0011,0.994,-0.0071,2162486,2267885,925,925,,,,,,,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
NATIONAL,,,,UHC Choice POS Plus,institutional,outpatient,Outpatient,BOTH,2272124,2262437,-9687,-0.43,15.63,15.87,0.24,28.06,24.04,-4.02,56.31,60.1,3.79,43.69,39.9,-3.79,19.77,20.04,0.27,36.53,40.05,3.52,1.0138,1.0068,-0.007,3080714,3275945,925,925,,,,,,,Low Carrier MRF,"Low Carrier MRF, High Red",clean,clean,1,"Low Carrier MRF  ->  Low Carrier MRF, High Red",1,1,1,2,regressed,0,0,0,1,0,0,1
NATIONAL,,,,Aetna Choice POS,professional,outpatient,Professional,BOTH,2401090,2547907,146817,6.11,79.5,82.94,3.44,0,0,0,20.5,17.06,-3.44,79.5,82.94,3.44,10.55,8.16,-2.39,9.94,8.9,-1.04,0.989,0.9983,0.0093,1226137966,1547448455,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,BCBS PPO,professional,outpatient,Professional,BOTH,2427885,2552152,124267,5.12,66.06,68.71,2.65,0,0,0,33.94,31.29,-2.65,66.06,68.71,2.65,7.69,6.99,-0.7,26.25,24.3,-1.95,1,1,0,589126466,526472018,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,Cigna OAP,professional,outpatient,Professional,BOTH,2457567,2584433,126866,5.16,70.03,71.02,0.99,0,0,0,29.97,28.98,-0.99,70.03,71.02,0.99,8.81,6.71,-2.1,21.16,22.26,1.1,1.0122,1.0126,0.0004,173411538,181941159,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
NATIONAL,,,,UHC Choice POS Plus,professional,outpatient,Professional,BOTH,2505927,2613789,107862,4.3,62.56,74.5,11.94,0,0,0,37.44,25.5,-11.94,62.56,74.5,11.94,8.4,8.05,-0.35,29.04,17.45,-11.59,1.0321,1.0242,-0.0079,174732423,353046012,925,925,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,1,1,0,0,0,1
STATE,AK,,,Aetna Choice POS,TOTAL,TOTAL,All,BOTH,7729182,7875952,146770,1.9,53.58,60.03,6.45,4.15,7.05,2.9,42.27,32.92,-9.35,57.73,67.08,9.35,21.01,14.48,-6.53,21.25,18.44,-2.81,0.9612,0.94,-0.0212,2180730,2418237,4,4,,,,,,,"Low Hospital MRF, High Red",clean,clean,clean,1,"Low Hospital MRF, High Red  ->  clean",1,0,2,0,improved,0,0,0,1,0,0,1
STATE,AK,,,BCBS PPO,TOTAL,TOTAL,All,BOTH,8040960,8378522,337562,4.2,52.66,58.51,5.85,9.23,8.27,-0.96,38.12,33.22,-4.9,61.89,66.78,4.89,22.09,24.13,2.04,16.02,9.1,-6.92,1,1,0,3629514,1037379,4,4,,,,,,,High Red,High Red,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
STATE,AK,,,Cigna OAP,TOTAL,TOTAL,All,BOTH,7625811,8009642,383831,5.03,23.14,17.44,-5.7,5.82,5.48,-0.34,71.03,77.08,6.05,28.96,22.92,-6.04,27.38,24.74,-2.64,43.66,52.34,8.68,0.9484,0.956,0.0076,112379,155125,4,4,,,,,,,"Low Carrier MRF, High Red","Low Carrier MRF, High Red, High Missing",clean,clean,1,"Low Carrier MRF, High Red  ->  Low Carrier MRF, High Red, High Missing",1,1,2,3,regressed,0,0,0,1,0,0,1
STATE,AK,,,UHC Choice POS Plus,TOTAL,TOTAL,All,BOTH,7985376,8175843,190467,2.39,36.07,37.7,1.63,5.76,4.33,-1.43,58.16,57.97,-0.19,41.84,42.03,0.19,12.78,15.33,2.55,45.39,42.64,-2.75,0.9931,0.9758,-0.0173,354572,960492,4,4,,,,,,,clean,Low Hospital MRF,clean,clean,1,clean  ->  Low Hospital MRF,0,1,0,1,regressed,0,0,0,1,0,0,1
STATE,AK,,,Aetna Choice POS,institutional,inpatient,Inpatient,BOTH,1195377,1199524,4147,0.35,45.35,26.34,-19.01,13.99,31.14,17.15,40.66,42.51,1.85,59.34,57.48,-1.86,12.2,13.39,1.19,28.45,29.12,0.67,0.8769,0.8501,-0.0268,1351,1293,4,4,,,,,,,clean,clean,Off vs BCBS,"Off vs BCBS, Off vs Peers",0,,1,1,0,0,still_clean,0,0,1,0,0,0,1
STATE,AK,,,BCBS PPO,institutional,inpatient,Inpatient,BOTH,1363228,1411069,47841,3.51,48.72,47.72,-1,19.7,18.86,-0.84,31.58,33.42,1.84,68.42,66.58,-1.84,8.16,26.1,17.94,23.41,7.31,-16.1,1,1,0,2995,4715,4,4,,,,,,,clean,High Red,clean,clean,1,clean  ->  High Red,0,1,0,1,regressed,0,1,0,1,0,0,1
STATE,AK,,,Cigna OAP,institutional,inpatient,Inpatient,BOTH,1254828,1352307,97479,7.77,5.73,4.25,-1.48,8.02,5.47,-2.55,86.25,90.27,4.02,13.75,9.72,-4.03,55.86,61.47,5.61,30.39,28.81,-1.58,0.9205,0.9584,0.0379,393,453,4,4,,,,,,,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
STATE,AK,,,UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1270965,1357307,86342,6.79,0.02,0.05,0.03,14.78,10.77,-4.01,85.21,89.18,3.97,14.8,10.82,-3.98,8.25,4.89,-3.36,76.96,84.3,7.34,0.9323,0.9619,0.0296,327,332,4,4,,,,,,,"Low Carrier MRF, High Missing","Low Carrier MRF, High Missing",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
STATE,AK,,,Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2538398,2589655,51257,2.02,30.69,50.46,19.77,6.04,7.02,0.98,63.26,42.53,-20.73,36.74,57.47,20.73,29.16,13.81,-15.35,34.1,28.72,-5.38,0.9992,0.9851,-0.0141,2903,4877,4,4,,,,,,,High Red,clean,clean,clean,1,High Red  ->  clean,1,0,1,0,improved,0,1,1,1,0,0,1
STATE,AK,,,BCBS PPO,institutional,outpatient,Outpatient,BOTH,2540506,2628779,88273,3.47,25.48,47.73,22.25,18.63,16.24,-2.39,55.89,36.03,-19.86,44.11,63.97,19.86,32.15,30.18,-1.97,23.74,5.86,-17.88,1,1,0,10178,19759,4,4,,,,,,,High Red,High Red,clean,clean,0,,1,1,1,1,stable,0,1,1,0,0,0,1
STATE,AK,,,Cigna OAP,institutional,outpatient,Outpatient,BOTH,2614140,2644949,30809,1.18,21.14,14.44,-6.7,13.14,13.79,0.65,65.72,71.76,6.04,34.28,28.23,-6.05,28.77,24.16,-4.61,36.95,47.6,10.65,1.029,1.0062,-0.0228,4139,4199,4,4,,,,,,,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,1,0,0,0,0,1
STATE,AK,,,UHC Choice POS Plus,institutional,outpatient,Outpatient,BOTH,2594850,2634936,40086,1.54,14.96,15.6,0.64,10.5,7.89,-2.61,74.54,76.51,1.97,25.46,23.49,-1.97,21.54,23.72,2.18,53,52.79,-0.21,1.0214,1.0023,-0.0191,5078,5974,4,4,,,,,,,"Low Carrier MRF, High Red, High Missing","Low Carrier MRF, High Red, High Missing",clean,clean,0,,1,1,3,3,stable,0,0,0,0,0,0,0
STATE,AK,,,Aetna Choice POS,professional,outpatient,Professional,BOTH,3995407,4086773,91366,2.29,70.59,75.98,5.39,0,0,0,29.41,24.02,-5.39,70.59,75.98,5.39,18.48,15.22,-3.26,10.93,8.8,-2.13,0.9657,0.9419,-0.0238,2176476,2412067,4,4,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
STATE,AK,,,BCBS PPO,professional,outpatient,Professional,BOTH,4137226,4338675,201449,4.87,70.64,68.55,-2.09,0,0,0,29.36,31.45,2.09,70.64,68.55,-2.09,20.51,19.81,-0.7,8.86,11.64,2.78,1,1,0,3616341,1012905,4,4,,,,,,,High Red,clean,clean,clean,1,High Red  ->  clean,1,0,1,0,improved,0,0,0,1,0,0,1
STATE,AK,,,Cigna OAP,professional,outpatient,Professional,BOTH,3756843,4012387,255544,6.8,30.35,23.87,-6.48,0,0,0,69.65,76.13,6.48,30.35,23.86,-6.49,16.89,12.74,-4.15,52.76,63.39,10.63,0.9081,0.9248,0.0167,107847,150473,4,4,,,,,,,High Missing,"Low Carrier MRF, High Missing",clean,clean,1,"High Missing  ->  Low Carrier MRF, High Missing",1,1,1,2,regressed,0,1,0,1,0,0,1
STATE,AK,,,UHC Choice POS Plus,professional,outpatient,Professional,BOTH,4119561,4183601,64040,1.55,60.5,63.83,3.33,0,0,0,39.5,36.17,-3.33,60.5,63.83,3.33,8.66,13.44,4.78,30.84,22.73,-8.11,0.9957,0.9643,-0.0314,349167,954186,4,4,,,,,,,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",Aetna Choice POS,TOTAL,TOTAL,All,BOTH,7744933,7930454,185521,2.4,56.77,64.15,7.38,4.31,8.39,4.08,38.92,27.46,-11.46,61.08,72.54,11.46,21.75,14.48,-7.27,17.16,12.98,-4.18,0.9507,0.9289,-0.0218,1566495,1783706,1,1,1,1,false,false,false,1,"Low Hospital MRF, High Red",clean,clean,clean,1,"Low Hospital MRF, High Red  ->  clean",1,0,2,0,improved,0,1,1,1,0,0,1
MSA,AK,11260,"Anchorage, AK",BCBS PPO,TOTAL,TOTAL,All,BOTH,8146194,8537183,390989,4.8,57.08,60.8,3.72,11.2,10.56,-0.64,31.72,28.64,-3.08,68.28,71.36,3.08,22.57,21.44,-1.13,9.15,7.2,-1.95,1,1,0,2765124,691276,1,1,1,1,false,false,false,1,High Red,High Red,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",Cigna OAP,TOTAL,TOTAL,All,BOTH,7732244,8147624,415380,5.37,23.99,18.67,-5.32,7.37,6.9,-0.47,68.64,74.43,5.79,31.36,25.57,-5.79,32.03,29.23,-2.8,36.61,45.2,8.59,0.9492,0.9544,0.0052,36532,69203,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",UHC Choice POS Plus,TOTAL,TOTAL,All,BOTH,8092261,8361481,269220,3.33,38.4,42.5,4.1,6.3,4.5,-1.8,55.3,53,-2.3,44.7,47,2.3,15.3,17.34,2.04,40,35.66,-4.34,0.9934,0.9794,-0.014,232532,650124,1,1,1,1,false,false,false,1,clean,Low Hospital MRF,clean,clean,1,clean  ->  Low Hospital MRF,0,1,0,1,regressed,0,0,0,1,0,0,1
MSA,AK,11260,"Anchorage, AK",Aetna Choice POS,institutional,inpatient,Inpatient,BOTH,1098492,1108243,9751,0.89,66.27,38.29,-27.98,13.01,38.81,25.8,20.72,22.91,2.19,79.28,77.09,-2.19,17.57,18.76,1.19,3.15,4.14,0.99,0.8294,0.7943,-0.0351,1041,1003,1,1,1,1,false,false,false,1,clean,clean,"Off vs BCBS, Off vs Peers","Off vs BCBS, Off vs Peers",0,,1,1,0,0,still_clean,0,0,1,0,0,0,1
MSA,AK,11260,"Anchorage, AK",BCBS PPO,institutional,inpatient,Inpatient,BOTH,1324415,1395179,70764,5.34,67.35,60.3,-7.05,21.03,23.6,2.57,11.63,16.11,4.48,88.37,83.89,-4.48,11.11,15.83,4.72,0.51,0.27,-0.24,1,1,0,2682,4130,1,1,1,1,false,false,false,1,clean,clean,Off vs Peers,Off vs Peers,0,,1,1,0,0,still_clean,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",Cigna OAP,institutional,inpatient,Inpatient,BOTH,1208401,1314658,106257,8.79,8,5.87,-2.13,11.18,7.56,-3.62,80.82,86.57,5.75,19.18,13.43,-5.75,77.89,84.91,7.02,2.93,1.66,-1.27,0.9124,0.9423,0.0299,393,453,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1201274,1321722,120448,10.03,0.02,0.07,0.05,14.27,9.54,-4.73,85.7,90.39,4.69,14.3,9.61,-4.69,11.49,6.14,-5.35,74.22,84.26,10.04,0.907,0.9473,0.0403,19,42,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Missing","Low Carrier MRF, High Missing",Sparse Sample,Sparse Sample,0,,1,1,2,2,stable,1,1,0,0,0,0,1
MSA,AK,11260,"Anchorage, AK",Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2586084,2664403,78319,3.03,31.24,54.26,23.02,7.4,8.83,1.43,61.36,36.91,-24.45,38.64,63.09,24.45,27.94,12.24,-15.7,33.41,24.67,-8.74,0.9969,0.9787,-0.0182,1717,3465,1,1,1,1,false,false,false,1,High Red,clean,clean,clean,1,High Red  ->  clean,1,0,1,0,improved,0,1,1,1,0,0,1
MSA,AK,11260,"Anchorage, AK",BCBS PPO,institutional,outpatient,Outpatient,BOTH,2594045,2722395,128350,4.95,28.75,48.03,19.28,24.44,21.03,-3.41,46.81,30.93,-15.88,53.19,69.07,15.88,30.5,26.09,-4.41,16.31,4.84,-11.47,1,1,0,8496,14411,1,1,1,1,false,false,false,1,High Red,High Red,clean,clean,0,,1,1,1,1,stable,0,1,1,0,0,0,1
MSA,AK,11260,"Anchorage, AK",Cigna OAP,institutional,outpatient,Outpatient,BOTH,2685773,2746465,60692,2.26,24.28,18.24,-6.04,16.19,16.86,0.67,59.53,64.9,5.37,40.47,35.1,-5.37,32.2,28.02,-4.18,27.33,36.88,9.55,1.0354,1.0088,-0.0266,3517,3816,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",UHC Choice POS Plus,institutional,outpatient,Outpatient,BOTH,2665508,2731522,66014,2.48,19.55,20.15,0.6,12.7,9.15,-3.55,67.75,70.7,2.95,32.25,29.3,-2.95,27.92,29.77,1.85,39.82,40.93,1.11,1.0275,1.0034,-0.0241,4792,5589,1,1,1,1,false,false,false,1,"Low Carrier MRF, High Red","Low Carrier MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",Aetna Choice POS,professional,outpatient,Professional,BOTH,4060357,4157807,97450,2.4,70.45,77.38,6.93,0,0,0,29.55,22.62,-6.93,70.45,77.38,6.93,18.94,14.77,-4.17,10.61,7.85,-2.76,0.9604,0.9408,-0.0196,1563737,1779238,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",BCBS PPO,professional,outpatient,Professional,BOTH,4227734,4419610,191876,4.54,71.24,68.82,-2.42,0,0,0,28.76,31.18,2.42,71.24,68.82,-2.42,21.3,20.34,-0.96,7.47,10.84,3.37,1,1,0,2753946,672735,1,1,1,1,false,false,false,1,High Red,High Red,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,AK,11260,"Anchorage, AK",Cigna OAP,professional,outpatient,Professional,BOTH,3838070,4086501,248431,6.47,28.82,23.07,-5.75,0,0,0,71.18,76.93,5.75,28.82,23.07,-5.75,17.47,12.13,-5.34,53.71,64.79,11.08,0.9078,0.9246,0.0168,32622,64934,1,1,1,1,false,false,false,1,High Missing,"Low Carrier MRF, High Missing",clean,clean,1,"High Missing  ->  Low Carrier MRF, High Missing",1,1,1,2,regressed,0,1,0,1,0,0,1
MSA,AK,11260,"Anchorage, AK",UHC Choice POS Plus,professional,outpatient,Professional,BOTH,4225478,4308238,82760,1.96,61.2,69.69,8.49,0,0,0,38.8,30.31,-8.49,61.2,69.69,8.49,8.42,12.9,4.48,30.38,17.41,-12.97,0.9995,0.9748,-0.0247,227721,644493,1,1,1,1,false,false,false,1,clean,clean,clean,clean,0,,0,0,0,0,still_clean,0,1,0,0,0,0,1
MSA,AK,21820,"Fairbanks-College, AK",Aetna Choice POS,TOTAL,TOTAL,All,BOTH,7655832,7698198,42366,0.55,44.98,48.18,3.2,0,0,0,55.02,51.82,-3.2,44.98,48.18,3.2,19.06,13.14,-5.92,35.96,38.67,2.71,0.9972,0.9767,-0.0205,297771,310404,1,1,1,1,false,false,false,1,Low Hospital MRF,Low Hospital MRF,clean,clean,0,,1,1,1,1,stable,0,0,0,0,0,0,0
MSA,AK,21820,"Fairbanks-College, AK",BCBS PPO,TOTAL,TOTAL,All,BOTH,7676985,7881833,204848,2.67,41.47,51.22,9.75,0,0,0,58.53,48.78,-9.75,41.47,51.22,9.75,22.75,33.64,10.89,35.79,15.14,-20.65,1,1,0,551086,183872,1,1,1,1,false,false,false,1,"Low Hospital MRF, High Red","Low Hospital MRF, High Red",clean,clean,0,,1,1,2,2,stable,0,1,0,0,0,0,1
MSA,AK,21820,"Fairbanks-College, AK",Cigna OAP,TOTAL,TOTAL,All,BOTH,7324779,7566103,241324,3.29,20.27,10.5,-9.77,0,0,0,79.73,89.5,9.77,20.27,10.5,-9.77,12.58,9.33,-3.25,67.14,80.18,13.04,0.9541,0.9599,0.0058,4476,12985,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",clean,clean,0,,1,1,3,3,stable,0,1,0,0,0,0,1
MSA,AK,21820,"Fairbanks-College, AK",UHC Choice POS Plus,TOTAL,TOTAL,All,BOTH,7606167,7595378,-10789,-0.14,28.56,20.74,-7.82,0,0,0,71.44,79.26,7.82,28.56,20.74,-7.82,4.93,8.9,3.97,66.52,70.35,3.83,0.9908,0.9637,-0.0271,53061,131033,1,1,1,1,false,false,false,1,"Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",clean,clean,1,"Low Hospital MRF, High Missing  ->  Low Carrier MRF, Low Hospital MRF, High Missing",1,1,2,3,regressed,0,0,0,1,0,0,1
MSA,AK,21820,"Fairbanks-College, AK",Aetna Choice POS,institutional,inpatient,Inpatient,BOTH,1390600,1394776,4176,0.3,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,1,1,0,0,0,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",Sparse Sample,Sparse Sample,0,,1,1,3,3,stable,0,0,0,0,0,0,0
MSA,AK,21820,"Fairbanks-College, AK",BCBS PPO,institutional,inpatient,Inpatient,BOTH,1390600,1394776,4176,0.3,0,5.03,5.03,0,0,0,100,94.97,-5.03,0,5.03,5.03,0,66.05,66.05,100,28.92,-71.08,1,1,0,0,21,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Red",Sparse Sample,Sparse Sample,1,"Low Carrier MRF, Low Hospital MRF, High Missing  ->  Low Carrier MRF, Low Hospital MRF, High Red",1,1,3,3,stable,0,1,0,1,0,0,1
MSA,AK,21820,"Fairbanks-College, AK",Cigna OAP,institutional,inpatient,Inpatient,BOTH,1390600,1394776,4176,0.3,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,1,1,0,0,0,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",Sparse Sample,Sparse Sample,0,,1,1,3,3,stable,0,0,0,0,0,0,0
MSA,AK,21820,"Fairbanks-College, AK",UHC Choice POS Plus,institutional,inpatient,Inpatient,BOTH,1390600,1394776,4176,0.3,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,100,0,1,1,0,0,0,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",Sparse Sample,Sparse Sample,0,,1,1,3,3,stable,0,0,0,0,0,0,0
MSA,AK,21820,"Fairbanks-College, AK",Aetna Choice POS,institutional,outpatient,Outpatient,BOTH,2392601,2377854,-14747,-0.62,29.9,35.95,6.05,0,0,0,70.1,64.05,-6.05,29.9,35.95,6.05,32.58,16.46,-16.12,37.52,47.59,10.07,1.0058,1.0112,0.0054,332,306,1,1,1,1,false,false,false,1,"Low Hospital MRF, High Red",Low Hospital MRF,clean,clean,1,"Low Hospital MRF, High Red  ->  Low Hospital MRF",1,1,2,1,improved,0,1,0,1,0,0,1
MSA,AK,21820,"Fairbanks-College, AK",BCBS PPO,institutional,outpatient,Outpatient,BOTH,2378698,2351578,-27120,-1.14,19.19,49.15,29.96,0,0,0,80.81,50.85,-29.96,19.19,49.15,29.96,44.58,43.28,-1.3,36.23,7.57,-28.66,1,1,0,1346,3518,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Red","Low Hospital MRF, High Red",clean,clean,1,"Low Carrier MRF, Low Hospital MRF, High Red  ->  Low Hospital MRF, High Red",1,1,3,2,improved,0,1,1,1,0,0,1
MSA,AK,21820,"Fairbanks-College, AK",Cigna OAP,institutional,outpatient,Outpatient,BOTH,2397149,2346934,-50215,-2.09,16.18,2.18,-14,0,0,0,83.82,97.82,14,16.18,2.18,-14,25.05,14.52,-10.53,58.76,83.31,24.55,1.0078,0.998,-0.0098,375,30,1,1,1,1,false,false,false,1,"Low Carrier MRF, Low Hospital MRF, High Red, High Missing","Low Carrier MRF, Low Hospital MRF, High Missing",clean,Sparse Sample,1,"Low Carrier MRF, Low Hospital MRF, High Red, High Missing  ->  Low Carrier MRF, Low Hospital MRF, High Missing",1,1,4,3,improved,0,1,1,1,0,0,1
