msa_cbsa_name,carrier_plan_name,v5_spend_per_1k,v5_rate_rank,v6_spend_per_1k,v6_rate_rank,v7_spend_per_1k,v7_rate_rank
AK NONMETROPOLITAN AREA,Aetna Choice POS,8582411.0,3,8151887.0,6,8154630.0,5
AK NONMETROPOLITAN AREA,Aetna Open Choice PPO,8586879.0,4,7942556.0,4,8152793.0,4
AK NONMETROPOLITAN AREA,BCBS PPO,,,8102538.0,5,,
AK NONMETROPOLITAN AREA,Cigna LocalPlus,,,7910426.0,3,7942826.0,1
AK NONMETROPOLITAN AREA,Cigna OAP,8513758.0,2,7893884.0,2,8077308.0,3
AK NONMETROPOLITAN AREA,Cigna PPO,8510804.0,1,7887204.0,1,8070733.0,2
AK NONMETROPOLITAN AREA,UHC Choice POS Plus,,,8348564.0,7,8264254.0,6
AK NONMETROPOLITAN AREA,UHC POS,8839346.0,5,8359426.0,8,8269861.0,7
AK NONMETROPOLITAN AREA,UHC PPO,,,8365562.0,9,8272158.0,8
AL NONMETROPOLITAN AREA,Aetna Choice POS,4686917.0,6,4425592.0,8,4876679.0,8
AL NONMETROPOLITAN AREA,Aetna Open Choice PPO,4666294.0,5,4426445.0,9,4876630.0,7
AL NONMETROPOLITAN AREA,BCBS PPO,4609734.0,4,4371776.0,7,4892714.0,9
AL NONMETROPOLITAN AREA,Cigna LocalPlus,,,4251304.0,3,4762820.0,3
AL NONMETROPOLITAN AREA,Cigna OAP,4547453.0,2,4240968.0,1,4733705.0,2
AL NONMETROPOLITAN AREA,Cigna PPO,4543828.0,1,4242321.0,2,4732185.0,1
AL NONMETROPOLITAN AREA,UHC Choice POS Plus,,,4337620.0,5,4811350.0,5
AL NONMETROPOLITAN AREA,UHC POS,4586637.0,3,4336892.0,4,4806723.0,4
AL NONMETROPOLITAN AREA,UHC PPO,,,4355805.0,6,4828621.0,6
AR NONMETROPOLITAN AREA,Aetna Choice POS,5075844.0,5,4814521.0,8,5313735.0,8
AR NONMETROPOLITAN AREA,Aetna Open Choice PPO,5082216.0,6,4847181.0,9,5315705.0,9
AR NONMETROPOLITAN AREA,BCBS PPO,4807359.0,4,4691556.0,7,5144238.0,7
AR NONMETROPOLITAN AREA,Cigna LocalPlus,,,4565582.0,1,5067171.0,4
AR NONMETROPOLITAN AREA,Cigna OAP,4685809.0,1,4583000.0,5,5082036.0,5
AR NONMETROPOLITAN AREA,Cigna PPO,4732932.0,2,4572040.0,2,5086693.0,6
AR NONMETROPOLITAN AREA,UHC Choice POS Plus,,,4588940.0,6,5055661.0,2
AR NONMETROPOLITAN AREA,UHC POS,4758264.0,3,4576942.0,3,5055338.0,1
AR NONMETROPOLITAN AREA,UHC PPO,,,4579568.0,4,5058290.0,3
AZ NONMETROPOLITAN AREA,Aetna Choice POS,5467411.0,6,5380451.0,9,5721666.0,5
AZ NONMETROPOLITAN AREA,Aetna Open Choice PPO,5444997.0,5,5319136.0,8,5721830.0,6
AZ NONMETROPOLITAN AREA,BCBS PPO,5250632.0,1,5121039.0,1,5451048.0,1
AZ NONMETROPOLITAN AREA,Cigna LocalPlus,,,5287263.0,4,5657230.0,2
AZ NONMETROPOLITAN AREA,Cigna OAP,5361741.0,2,5275322.0,2,5691901.0,3
AZ NONMETROPOLITAN AREA,Cigna PPO,5376917.0,4,5277287.0,3,5700313.0,4
AZ NONMETROPOLITAN AREA,UHC Choice POS Plus,,,5300792.0,6,5780590.0,8
AZ NONMETROPOLITAN AREA,UHC POS,5371506.0,3,5299146.0,5,5727314.0,7
AZ NONMETROPOLITAN AREA,UHC PPO,,,5309301.0,7,5793502.0,9
"Abilene, TX MSA",Aetna Choice POS,5271844.0,5,5212001.0,8,5793053.0,7
"Abilene, TX MSA",Aetna Open Choice PPO,5265570.0,4,5211931.0,7,5796159.0,8
"Abilene, TX MSA",BCBS PPO,5331958.0,6,5240628.0,9,5860355.0,9
"Abilene, TX MSA",Cigna LocalPlus,,,5157057.0,4,5744509.0,4
"Abilene, TX MSA",Cigna OAP,5145050.0,2,5170357.0,6,5766681.0,5
"Abilene, TX MSA",Cigna PPO,5152472.0,3,5166781.0,5,5766725.0,6
"Abilene, TX MSA",UHC Choice POS Plus,,,5105560.0,3,5695161.0,2
"Abilene, TX MSA",UHC POS,5084077.0,1,5101371.0,1,5695795.0,3
"Abilene, TX MSA",UHC PPO,,,5102430.0,2,5695098.0,1
"Akron, OH MSA",Aetna Choice POS,5645173.0,4,5356881.0,5,5759179.0,2
"Akron, OH MSA",Aetna Open Choice PPO,5646811.0,5,5364512.0,6,5754508.0,1
"Akron, OH MSA",BCBS PPO,5609396.0,3,5135673.0,1,5799311.0,6
"Akron, OH MSA",Cigna LocalPlus,,,5201645.0,2,5787705.0,4
"Akron, OH MSA",Cigna OAP,5370379.0,1,5209229.0,3,5768822.0,3
"Akron, OH MSA",Cigna PPO,5412329.0,2,5340413.0,4,5795134.0,5
"Akron, OH MSA",UHC Choice POS Plus,,,5438485.0,7,5844759.0,7
"Akron, OH MSA",UHC POS,5674990.0,6,5442728.0,8,5848895.0,9
"Akron, OH MSA",UHC PPO,,,5449022.0,9,5847030.0,8
"Albany, GA MSA",Aetna Choice POS,6028979.0,5,5678796.0,8,6355875.0,8
"Albany, GA MSA",Aetna Open Choice PPO,6033935.0,6,5679684.0,9,6356103.0,9
"Albany, GA MSA",BCBS PPO,5742386.0,2,5424484.0,4,6094046.0,4
"Albany, GA MSA",Cigna LocalPlus,,,5423673.0,3,6054460.0,3
"Albany, GA MSA",Cigna OAP,5737842.0,1,5406836.0,1,6049483.0,1
"Albany, GA MSA",Cigna PPO,5765739.0,3,5411942.0,2,6050010.0,2
"Albany, GA MSA",UHC Choice POS Plus,,,5539754.0,7,6144027.0,5
"Albany, GA MSA",UHC POS,5901301.0,4,5533142.0,6,6150457.0,7
"Albany, GA MSA",UHC PPO,,,5528634.0,5,6150275.0,6
"Albany-Schenectady-Troy, NY MSA",Aetna Choice POS,5839062.0,6,5695414.0,10,6217489.0,8
"Albany-Schenectady-Troy, NY MSA",Aetna Open Choice PPO,5821683.0,5,5694247.0,9,6221372.0,9
"Albany-Schenectady-Troy, NY MSA",Anthem BCBS NY Empire PPO,6063322.0,7,5645697.0,8,6239290.0,10
"Albany-Schenectady-Troy, NY MSA",BCBS PPO,1103610.0,1,5632049.0,7,6126133.0,7
"Albany-Schenectady-Troy, NY MSA",Cigna LocalPlus,,,5268043.0,1,5741549.0,1
"Albany-Schenectady-Troy, NY MSA",Cigna OAP,5625771.0,3,5463119.0,3,6003897.0,3
"Albany-Schenectady-Troy, NY MSA",Cigna PPO,5625469.0,2,5458595.0,2,6003565.0,2
"Albany-Schenectady-Troy, NY MSA",UHC Choice POS Plus,,,5563376.0,5,6069715.0,5
"Albany-Schenectady-Troy, NY MSA",UHC POS,5683338.0,4,5566849.0,6,6072430.0,6
"Albany-Schenectady-Troy, NY MSA",UHC PPO,,,5562400.0,4,6069121.0,4
"Albuquerque, NM MSA",Aetna Choice POS,6131423.0,4,6062938.0,5,6462268.0,9
"Albuquerque, NM MSA",Aetna Open Choice PPO,6131703.0,5,6063364.0,6,6457971.0,8
"Albuquerque, NM MSA",BCBS PPO,5838999.0,2,5651968.0,3,6155224.0,4
"Albuquerque, NM MSA",Cigna LocalPlus,,,5502789.0,1,5896445.0,1
"Albuquerque, NM MSA",Cigna OAP,6015090.0,3,5793296.0,4,6119390.0,3
"Albuquerque, NM MSA",Cigna PPO,5829478.0,1,5516005.0,2,6078608.0,2
"Albuquerque, NM MSA",UHC Choice POS Plus,,,6072950.0,7,6404651.0,7
"Albuquerque, NM MSA",UHC POS,6211596.0,6,6073287.0,8,6404493.0,6
"Albuquerque, NM MSA",UHC PPO,,,6075192.0,9,6402726.0,5
"Alexandria, LA MSA",Aetna Choice POS,5240060.0,3,4944849.0,5,5382121.0,5
"Alexandria, LA MSA",Aetna Open Choice PPO,5240782.0,4,4945787.0,6,5384544.0,6
"Alexandria, LA MSA",BCBS PPO,5148738.0,1,4832493.0,2,5340019.0,4
"Alexandria, LA MSA",Cigna LocalPlus,,,5110951.0,9,5563075.0,7
"Alexandria, LA MSA",Cigna OAP,5378493.0,5,5095222.0,7,5563212.0,8
"Alexandria, LA MSA",Cigna PPO,5391974.0,6,5100053.0,8,5563547.0,9
"Alexandria, LA MSA",UHC Choice POS Plus,,,4878393.0,3,5297513.0,3
"Alexandria, LA MSA",UHC POS,5180765.0,2,4878603.0,4,5297403.0,2
"Alexandria, LA MSA",UHC PPO,,,4782424.0,1,5222911.0,1
"Allentown-Bethlehem-Easton, PA-NJ MSA",Aetna Choice POS,5952245.0,6,5726414.0,9,5976607.0,9
"Allentown-Bethlehem-Easton, PA-NJ MSA",Aetna Open Choice PPO,5900747.0,5,5737474.0,10,5982296.0,10
"Allentown-Bethlehem-Easton, PA-NJ MSA",BCBS PPO,5967236.0,7,5574386.0,4,5730731.0,7
"Allentown-Bethlehem-Easton, PA-NJ MSA",Capital BC PA PPO,6297539.0,8,5904166.0,11,6046071.0,11
"Allentown-Bethlehem-Easton, PA-NJ MSA",Cigna LocalPlus,,,5342355.0,1,5638861.0,5
"Allentown-Bethlehem-Easton, PA-NJ MSA",Cigna OAP,5448216.0,2,5362295.0,3,5643594.0,6
"Allentown-Bethlehem-Easton, PA-NJ MSA",Cigna PPO,5480395.0,3,5360255.0,2,5625170.0,4
"Allentown-Bethlehem-Easton, PA-NJ MSA",Independence BC PA Personal Choice,2830875.0,1,5624518.0,5,5858730.0,8
"Allentown-Bethlehem-Easton, PA-NJ MSA",UHC Choice POS Plus,,,5660049.0,7,5541286.0,2
"Allentown-Bethlehem-Easton, PA-NJ MSA",UHC POS,5734589.0,4,5659033.0,6,5541164.0,1
"Allentown-Bethlehem-Easton, PA-NJ MSA",UHC PPO,,,5662321.0,8,5543508.0,3
"Altoona, PA MSA",Aetna Choice POS,5223310.0,4,4792634.0,2,5330482.0,9
"Altoona, PA MSA",Aetna Open Choice PPO,5242631.0,5,4794073.0,3,5330870.0,10
"Altoona, PA MSA",BCBS PPO,4988638.0,1,4765223.0,1,5237893.0,5
"Altoona, PA MSA",Cigna LocalPlus,,,4835335.0,10,5278520.0,8
"Altoona, PA MSA",Cigna OAP,5051629.0,3,4832871.0,9,5275859.0,6
"Altoona, PA MSA",Cigna PPO,5030636.0,2,4830536.0,8,5277569.0,7
"Altoona, PA MSA",Independence BC PA Personal Choice,,,4806365.0,4,5209403.0,1
"Altoona, PA MSA",UHC Choice POS Plus,,,4813390.0,5,5228144.0,2
"Altoona, PA MSA",UHC POS,5265286.0,6,4814309.0,6,5228853.0,3
"Altoona, PA MSA",UHC PPO,,,4815971.0,7,5229162.0,4
"Amarillo, TX MSA",Aetna Choice POS,5263557.0,3,5341743.0,9,5985047.0,9
"Amarillo, TX MSA",Aetna Open Choice PPO,5259640.0,2,5338381.0,8,5984320.0,8
"Amarillo, TX MSA",BCBS PPO,5328484.0,4,5256753.0,4,5793104.0,1
"Amarillo, TX MSA",Cigna LocalPlus,,,5222210.0,3,5970489.0,7
"Amarillo, TX MSA",Cigna OAP,5244426.0,1,5170158.0,1,5855408.0,5
"Amarillo, TX MSA",Cigna PPO,5336561.0,5,5212609.0,2,5962164.0,6
"Amarillo, TX MSA",UHC Choice POS Plus,,,5326378.0,6,5831197.0,2
"Amarillo, TX MSA",UHC POS,5406040.0,6,5325190.0,5,5831461.0,3
"Amarillo, TX MSA",UHC PPO,,,5328066.0,7,5834580.0,4
"Ames, IA MSA",Aetna Choice POS,5967532.0,2,5853329.0,5,6107948.0,1
"Ames, IA MSA",Aetna Open Choice PPO,5995630.0,4,5868432.0,6,6113332.0,2
"Ames, IA MSA",BCBS PPO,5959167.0,1,5769838.0,1,6250897.0,3
"Ames, IA MSA",Cigna LocalPlus,,,6037850.0,9,6430166.0,7
"Ames, IA MSA",Cigna OAP,5997901.0,6,6037368.0,7,6431760.0,8
"Ames, IA MSA",Cigna PPO,5997233.0,5,6037493.0,8,6431852.0,9
"Ames, IA MSA",UHC Choice POS Plus,,,5825155.0,3,6283370.0,4
"Ames, IA MSA",UHC POS,5971021.0,3,5822460.0,2,6283677.0,5
"Ames, IA MSA",UHC PPO,,,5831300.0,4,6290644.0,6
"Anchorage, AK MSA",Aetna Choice POS,8808324.0,1,8454330.0,6,8326156.0,3
"Anchorage, AK MSA",Aetna Open Choice PPO,8810085.0,2,8363606.0,3,8325445.0,2
"Anchorage, AK MSA",BCBS PPO,,,8418951.0,5,,
"Anchorage, AK MSA",Cigna LocalPlus,,,8179291.0,1,8141124.0,1
"Anchorage, AK MSA",Cigna OAP,8812989.0,3,8367844.0,4,8360396.0,5
"Anchorage, AK MSA",Cigna PPO,8826132.0,4,8361915.0,2,8353352.0,4
"Anchorage, AK MSA",UHC Choice POS Plus,,,8559743.0,9,8545396.0,8
"Anchorage, AK MSA",UHC POS,9124640.0,5,8537665.0,7,8536050.0,6
"Anchorage, AK MSA",UHC PPO,,,8556246.0,8,8539024.0,7
"Anderson, IN MSA",Aetna Choice POS,6067773.0,2,5997427.0,2,6223992.0,5
"Anderson, IN MSA",Aetna Open Choice PPO,6067042.0,1,5997151.0,1,6223839.0,4
"Anderson, IN MSA",BCBS PPO,6370306.0,4,6070068.0,3,6335163.0,6
"Anderson, IN MSA",Cigna LocalPlus,,,6256621.0,8,6455838.0,8
"Anderson, IN MSA",Cigna OAP,6387456.0,5,6254433.0,7,6453890.0,7
"Anderson, IN MSA",Cigna PPO,6449028.0,6,6267660.0,9,6462576.0,9
"Anderson, IN MSA",UHC Choice POS Plus,,,6083150.0,6,6209775.0,3
"Anderson, IN MSA",UHC POS,6284132.0,3,6081702.0,5,6208965.0,1
"Anderson, IN MSA",UHC PPO,,,6081664.0,4,6209106.0,2
"Anderson, SC MSA",Aetna Choice POS,5995464.0,5,5592157.0,4,6191417.0,9
"Anderson, SC MSA",Aetna Open Choice PPO,6023722.0,6,5592194.0,5,6190906.0,8
"Anderson, SC MSA",BCBS PPO,5868467.0,3,5616646.0,6,6119393.0,4
"Anderson, SC MSA",Cigna LocalPlus,,,5573695.0,2,6096429.0,2
"Anderson, SC MSA",Cigna OAP,5847532.0,2,5574509.0,3,6095770.0,1
"Anderson, SC MSA",Cigna PPO,5845054.0,1,5573488.0,1,6097590.0,3
"Anderson, SC MSA",UHC Choice POS Plus,,,5665916.0,7,6167981.0,5
"Anderson, SC MSA",UHC POS,5929322.0,4,5667371.0,8,6169267.0,6
"Anderson, SC MSA",UHC PPO,,,5671285.0,9,6170531.0,7
"Ann Arbor, MI MSA",Aetna Choice POS,5476756.0,4,5352555.0,8,5912739.0,7
"Ann Arbor, MI MSA",Aetna Open Choice PPO,5479921.0,5,5351386.0,7,5913373.0,8
"Ann Arbor, MI MSA",BCBS PPO,5512715.0,6,5411946.0,9,5972627.0,9
"Ann Arbor, MI MSA",Cigna LocalPlus,,,5333742.0,6,5886770.0,1
"Ann Arbor, MI MSA",Cigna OAP,5468158.0,2,5309679.0,3,5902760.0,3
"Ann Arbor, MI MSA",Cigna PPO,5471867.0,3,5306015.0,1,5899396.0,2
"Ann Arbor, MI MSA",UHC Choice POS Plus,,,5312274.0,4,5904797.0,4
"Ann Arbor, MI MSA",UHC POS,5442749.0,1,5308875.0,2,5905430.0,5
"Ann Arbor, MI MSA",UHC PPO,,,5316541.0,5,5911178.0,6
"Anniston-Oxford, AL MSA",Aetna Choice POS,4525315.0,5,4571783.0,8,5318931.0,8
"Anniston-Oxford, AL MSA",Aetna Open Choice PPO,4525866.0,6,4571896.0,9,5319096.0,9
"Anniston-Oxford, AL MSA",BCBS PPO,4444802.0,1,4468372.0,7,5197235.0,7
"Anniston-Oxford, AL MSA",Cigna LocalPlus,,,4410869.0,1,5081660.0,1
"Anniston-Oxford, AL MSA",Cigna OAP,4446921.0,2,4411042.0,2,5083202.0,2
"Anniston-Oxford, AL MSA",Cigna PPO,4447928.0,3,4422682.0,4,5083592.0,3
"Anniston-Oxford, AL MSA",UHC Choice POS Plus,,,4421285.0,3,5146184.0,4
"Anniston-Oxford, AL MSA",UHC POS,4480167.0,4,4424161.0,6,5146628.0,5
"Anniston-Oxford, AL MSA",UHC PPO,,,4424064.0,5,5147968.0,6
"Appleton, WI MSA",Aetna Choice POS,7162276.0,1,7242496.0,8,7438089.0,5
"Appleton, WI MSA",Aetna Open Choice PPO,7167057.0,2,7238511.0,7,7363515.0,4
"Appleton, WI MSA",BCBS PPO,7322990.0,5,7630169.0,9,7473533.0,6
"Appleton, WI MSA",Cigna LocalPlus,,,7067421.0,1,7152736.0,1
"Appleton, WI MSA",Cigna OAP,7249914.0,3,7096097.0,2,7329766.0,3
"Appleton, WI MSA",Cigna PPO,7282535.0,4,7161465.0,3,7316858.0,2
"Appleton, WI MSA",UHC Choice POS Plus,,,7228920.0,4,7566067.0,8
"Appleton, WI MSA",UHC POS,7353282.0,6,7233347.0,6,7560651.0,7
"Appleton, WI MSA",UHC PPO,,,7230115.0,5,7605269.0,9
"Asheville, NC MSA",Aetna Choice POS,5645026.0,2,5608020.0,3,5739582.0,4
"Asheville, NC MSA",Aetna Open Choice PPO,5643265.0,1,5615401.0,7,5739578.0,3
"Asheville, NC MSA",BCBS PPO,5820767.0,6,5789910.0,9,5937254.0,9
"Asheville, NC MSA",Cigna LocalPlus,,,5622460.0,8,5761924.0,8
"Asheville, NC MSA",Cigna OAP,5703694.0,3,5608411.0,5,5736141.0,1
"Asheville, NC MSA",Cigna PPO,5713950.0,4,5608275.0,4,5737105.0,2
"Asheville, NC MSA",UHC Choice POS Plus,,,5576547.0,1,5752048.0,6
"Asheville, NC MSA",UHC POS,5772591.0,5,5578853.0,2,5752199.0,7
"Asheville, NC MSA",UHC PPO,,,5609530.0,6,5751663.0,5
"Athens-Clark County, GA MSA",Aetna Choice POS,6633852.0,2,6334409.0,1,6584631.0,1
"Athens-Clark County, GA MSA",Aetna Open Choice PPO,6652835.0,3,6341069.0,2,6586107.0,2
"Athens-Clark County, GA MSA",BCBS PPO,6875955.0,6,6359056.0,3,6842187.0,9
"Athens-Clark County, GA MSA",Cigna LocalPlus,,,6552573.0,9,6838291.0,8
"Athens-Clark County, GA MSA",Cigna OAP,6610592.0,1,6384866.0,4,6702425.0,3
"Athens-Clark County, GA MSA",Cigna PPO,6715153.0,4,6402106.0,5,6711916.0,4
"Athens-Clark County, GA MSA",UHC Choice POS Plus,,,6465992.0,7,6770672.0,5
"Athens-Clark County, GA MSA",UHC POS,6806816.0,5,6462572.0,6,6776693.0,6
"Athens-Clark County, GA MSA",UHC PPO,,,6468781.0,8,6780198.0,7
"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Choice POS,7150380.0,2,6752640.0,1,6974745.0,4
"Atlanta-Sandy Springs-Marietta, GA MSA",Aetna Open Choice PPO,7232131.0,5,6769505.0,2,6966636.0,3
"Atlanta-Sandy Springs-Marietta, GA MSA",BCBS PPO,7394810.0,6,6903225.0,6,7159217.0,9
"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna LocalPlus,,,6971191.0,7,6915797.0,1
"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna OAP,7123181.0,1,6973653.0,8,6957670.0,2
"Atlanta-Sandy Springs-Marietta, GA MSA",Cigna PPO,7175083.0,4,7015442.0,9,7033113.0,5
"Atlanta-Sandy Springs-Marietta, GA MSA",UHC Choice POS Plus,,,6815948.0,3,7056997.0,6
"Atlanta-Sandy Springs-Marietta, GA MSA",UHC POS,7151944.0,3,6852875.0,4,7113203.0,8
"Atlanta-Sandy Springs-Marietta, GA MSA",UHC PPO,,,6860888.0,5,7100658.0,7
"Atlantic City, NJ MSA",Aetna Choice POS,6254542.0,5,5878626.0,8,6528132.0,8
"Atlantic City, NJ MSA",Aetna Open Choice PPO,6243149.0,4,5871978.0,7,6544982.0,9
"Atlantic City, NJ MSA",BCBS PPO,6470123.0,6,5974427.0,9,6402952.0,7
"Atlantic City, NJ MSA",Cigna LocalPlus,,,5794733.0,6,6246634.0,6
"Atlantic City, NJ MSA",Cigna OAP,6151790.0,2,5779020.0,4,6196787.0,4
"Atlantic City, NJ MSA",Cigna PPO,6156139.0,3,5790605.0,5,6197075.0,5
"Atlantic City, NJ MSA",UHC Choice POS Plus,,,5711740.0,2,6141937.0,2
"Atlantic City, NJ MSA",UHC POS,6124031.0,1,5708863.0,1,6141224.0,1
"Atlantic City, NJ MSA",UHC PPO,,,5715769.0,3,6143104.0,3
"Auburn-Opelika, AL MSA",Aetna Choice POS,4907150.0,6,4746758.0,8,5333982.0,8
"Auburn-Opelika, AL MSA",Aetna Open Choice PPO,4900654.0,5,4749531.0,9,5335349.0,9
"Auburn-Opelika, AL MSA",BCBS PPO,4833398.0,3,4639295.0,4,5143474.0,5
"Auburn-Opelika, AL MSA",Cigna LocalPlus,,,4602071.0,1,5140653.0,4
"Auburn-Opelika, AL MSA",Cigna OAP,4807915.0,1,4608087.0,3,5151381.0,7
"Auburn-Opelika, AL MSA",Cigna PPO,4811792.0,2,4606212.0,2,5149633.0,6
"Auburn-Opelika, AL MSA",UHC Choice POS Plus,,,4666964.0,5,5123757.0,1
"Auburn-Opelika, AL MSA",UHC POS,4884536.0,4,4667615.0,6,5124044.0,2
"Auburn-Opelika, AL MSA",UHC PPO,,,4694450.0,7,5124684.0,3
"Augusta-Richmond County, GA-SC MSA",Aetna Choice POS,6215509.0,4,5916804.0,5,6100531.0,1
"Augusta-Richmond County, GA-SC MSA",Aetna Open Choice PPO,6165334.0,2,5922238.0,6,6119053.0,2
"Augusta-Richmond County, GA-SC MSA",BCBS PPO,6214902.0,3,5742531.0,2,6155156.0,3
"Augusta-Richmond County, GA-SC MSA",Cigna LocalPlus,,,5988592.0,7,6352181.0,7
"Augusta-Richmond County, GA-SC MSA",Cigna OAP,6282615.0,5,6049079.0,9,6512761.0,9
"Augusta-Richmond County, GA-SC MSA",Cigna PPO,6317090.0,6,6046998.0,8,6512530.0,8
"Augusta-Richmond County, GA-SC MSA",UHC Choice POS Plus,,,5741786.0,1,6257358.0,4
"Augusta-Richmond County, GA-SC MSA",UHC POS,6047926.0,1,5810752.0,4,6342218.0,6
"Augusta-Richmond County, GA-SC MSA",UHC PPO,,,5809308.0,3,6339880.0,5
"Austin-Round Rock, TX MSA",Aetna Choice POS,5964063.0,6,5906989.0,8,5828932.0,7
"Austin-Round Rock, TX MSA",Aetna Open Choice PPO,5953696.0,5,5929841.0,9,5725558.0,1
"Austin-Round Rock, TX MSA",BCBS PPO,5771611.0,1,5838272.0,7,5788296.0,4
"Austin-Round Rock, TX MSA",Cigna LocalPlus,,,5735533.0,1,5912342.0,9
"Austin-Round Rock, TX MSA",Cigna OAP,5788478.0,2,5759514.0,2,5758649.0,2
"Austin-Round Rock, TX MSA",Cigna PPO,5845588.0,4,5811921.0,6,5873279.0,8
"Austin-Round Rock, TX MSA",UHC Choice POS Plus,,,5766056.0,3,5820216.0,5
"Austin-Round Rock, TX MSA",UHC POS,5820327.0,3,5769631.0,4,5820951.0,6
"Austin-Round Rock, TX MSA",UHC PPO,,,5783417.0,5,5780077.0,3
"Bakersfield, CA MSA",Aetna Choice POS,6406222.0,3,6110215.0,7,6406831.0,7
"Bakersfield, CA MSA",Aetna Open Choice PPO,6406379.0,4,6110792.0,8,6409538.0,8
"Bakersfield, CA MSA",BCBS PPO,6588045.0,7,6160625.0,9,6419757.0,9
"Bakersfield, CA MSA",BS CA Blue Shield Preferred Network,6362838.0,1,6207097.0,10,6533681.0,10
"Bakersfield, CA MSA",Cigna LocalPlus,,,5986366.0,1,6280915.0,1
"Bakersfield, CA MSA",Cigna OAP,6439526.0,5,6083597.0,3,6326429.0,5
"Bakersfield, CA MSA",Cigna PPO,6446374.0,6,6089531.0,4,6331476.0,6
"Bakersfield, CA MSA",UHC Choice POS Plus,,,6104661.0,5,6325663.0,4
"Bakersfield, CA MSA",UHC POS,6389203.0,2,6076986.0,2,6287606.0,2
"Bakersfield, CA MSA",UHC PPO,,,6106187.0,6,6309693.0,3
"Baltimore-Towson, MD MSA",Aetna Choice POS,5533268.0,4,5170680.0,2,5957290.0,8
"Baltimore-Towson, MD MSA",Aetna Open Choice PPO,5532658.0,3,5176200.0,3,5908131.0,6
"Baltimore-Towson, MD MSA",BCBS PPO,5230628.0,1,5106883.0,1,5649019.0,1
"Baltimore-Towson, MD MSA",Cigna LocalPlus,,,5279589.0,4,5838626.0,2
"Baltimore-Towson, MD MSA",Cigna OAP,5532421.0,2,5336973.0,8,5895639.0,5
"Baltimore-Towson, MD MSA",Cigna PPO,5538686.0,5,5336317.0,7,5858859.0,3
"Baltimore-Towson, MD MSA",UHC Choice POS Plus,,,5301044.0,5,5884301.0,4
"Baltimore-Towson, MD MSA",UHC POS,5660111.0,6,5321420.0,6,5909598.0,7
"Baltimore-Towson, MD MSA",UHC PPO,,,5426987.0,9,5991230.0,9
"Bangor, ME MSA",Aetna Choice POS,6161668.0,1,5852132.0,2,6409110.0,2
"Bangor, ME MSA",Aetna Open Choice PPO,6166616.0,2,5851822.0,1,6411286.0,3
"Bangor, ME MSA",BCBS PPO,6236911.0,4,6011755.0,3,6365488.0,1
"Bangor, ME MSA",Cigna LocalPlus,,,6026025.0,4,6446039.0,4
"Bangor, ME MSA",Cigna OAP,6231101.0,3,6034727.0,5,6448784.0,5
"Bangor, ME MSA",Cigna PPO,6239796.0,5,6035041.0,6,6449056.0,6
"Bangor, ME MSA",UHC Choice POS Plus,,,6160148.0,7,6520497.0,7
"Bangor, ME MSA",UHC POS,6283607.0,6,6228137.0,9,6593520.0,9
"Bangor, ME MSA",UHC PPO,,,6227936.0,8,6593467.0,8
"Barnstable Town, MA MSA",Aetna Choice POS,5994517.0,2,5576970.0,2,6305344.0,7
"Barnstable Town, MA MSA",Aetna Open Choice PPO,5989072.0,1,5576817.0,1,6307292.0,8
"Barnstable Town, MA MSA",BCBS PPO,6220887.0,6,5987025.0,9,6427770.0,9
"Barnstable Town, MA MSA",Cigna LocalPlus,,,5594707.0,3,6243052.0,3
"Barnstable Town, MA MSA",Cigna OAP,6088718.0,4,5610596.0,5,6230878.0,2
"Barnstable Town, MA MSA",Cigna PPO,6099401.0,5,5607654.0,4,6226780.0,1
"Barnstable Town, MA MSA",UHC Choice POS Plus,,,5970006.0,8,6296460.0,4
"Barnstable Town, MA MSA",UHC POS,6080769.0,3,5809212.0,6,6299038.0,5
"Barnstable Town, MA MSA",UHC PPO,,,5809740.0,7,6301025.0,6
"Baton Rouge, LA MSA",Aetna Choice POS,5449640.0,2,5041506.0,3,5570309.0,5
"Baton Rouge, LA MSA",Aetna Open Choice PPO,5453266.0,3,5039435.0,2,5576610.0,7
"Baton Rouge, LA MSA",BCBS PPO,5444996.0,1,4948117.0,1,5450326.0,1
"Baton Rouge, LA MSA",Cigna LocalPlus,,,5072277.0,4,5486671.0,2
"Baton Rouge, LA MSA",Cigna OAP,5663873.0,4,5109507.0,5,5493101.0,3
"Baton Rouge, LA MSA",Cigna PPO,5674729.0,5,5111449.0,6,5494602.0,4
"Baton Rouge, LA MSA",UHC Choice POS Plus,,,5242209.0,7,5571685.0,6
"Baton Rouge, LA MSA",UHC POS,5769046.0,6,5291370.0,8,5618573.0,9
"Baton Rouge, LA MSA",UHC PPO,,,5294010.0,9,5616723.0,8
"Battle Creek, MI MSA",Aetna Choice POS,5125552.0,3,4947576.0,4,5557964.0,5
"Battle Creek, MI MSA",Aetna Open Choice PPO,5130068.0,4,4948763.0,5,5559399.0,6
"Battle Creek, MI MSA",BCBS PPO,5111791.0,2,5018152.0,6,5561131.0,7
"Battle Creek, MI MSA",Cigna LocalPlus,,,5046911.0,7,5586414.0,9
"Battle Creek, MI MSA",Cigna OAP,5227928.0,6,5061836.0,9,5578448.0,8
