msa_cbsa_name,carrier_plan_name,v5_spend_per_1k,v5_rate_rank,v6_spend_per_1k,v6_rate_rank,v7_spend_per_1k,v7_rate_rank
"Dalton, GA MSA",Aetna Choice POS,6518906.0,6,6134902.0,2,7001259.0,8
"Dalton, GA MSA",Aetna Open Choice PPO,6510736.0,5,6109800.0,1,7005902.0,9
"Dalton, GA MSA",BCBS PPO,6373026.0,2,6209389.0,3,6774286.0,5
"Dalton, GA MSA",Cigna LocalPlus,,,6257170.0,7,6751069.0,1
"Dalton, GA MSA",Cigna OAP,6479414.0,4,6324532.0,9,6828188.0,7
"Dalton, GA MSA",Cigna PPO,6459089.0,3,6309874.0,8,6811817.0,6
"Dalton, GA MSA",UHC Choice POS Plus,,,6219773.0,4,6752840.0,2
"Dalton, GA MSA",UHC POS,6234787.0,1,6222159.0,6,6758000.0,4
"Dalton, GA MSA",UHC PPO,,,6220904.0,5,6757244.0,3
"Danville, IL MSA",Aetna Choice POS,5985662.0,5,5362165.0,1,6048105.0,8
"Danville, IL MSA",Aetna Open Choice PPO,6003671.0,6,5376276.0,2,6035254.0,7
"Danville, IL MSA",BCBS PPO,5932847.0,4,5814136.0,9,6375362.0,9
"Danville, IL MSA",Cigna LocalPlus,,,5405246.0,3,5868279.0,3
"Danville, IL MSA",Cigna OAP,5625700.0,1,5405971.0,4,5856488.0,1
"Danville, IL MSA",Cigna PPO,5633939.0,2,5406385.0,5,5856913.0,2
"Danville, IL MSA",UHC Choice POS Plus,,,5424699.0,7,5892723.0,5
"Danville, IL MSA",UHC POS,5731360.0,3,5422018.0,6,5889655.0,4
"Danville, IL MSA",UHC PPO,,,5443048.0,8,5903204.0,6
"Danville, VA MSA",Aetna Choice POS,5675437.0,5,5282679.0,2,6029601.0,9
"Danville, VA MSA",Aetna Open Choice PPO,5676552.0,6,5280045.0,1,6024392.0,8
"Danville, VA MSA",BCBS PPO,5583119.0,3,5372468.0,9,5997280.0,7
"Danville, VA MSA",Cigna LocalPlus,,,5294099.0,3,5931187.0,2
"Danville, VA MSA",Cigna OAP,5543167.0,1,5296155.0,5,5932442.0,3
"Danville, VA MSA",Cigna PPO,5556602.0,2,5296042.0,4,5930310.0,1
"Danville, VA MSA",UHC Choice POS Plus,,,5326699.0,6,5940295.0,4
"Danville, VA MSA",UHC POS,5652064.0,4,5331792.0,7,5940326.0,5
"Danville, VA MSA",UHC PPO,,,5349796.0,8,5941144.0,6
"Davenport-Moline-Rock Island, IA-IL MSA",Aetna Choice POS,5719485.0,3,5249505.0,1,5832864.0,2
"Davenport-Moline-Rock Island, IA-IL MSA",Aetna Open Choice PPO,5777675.0,6,5287932.0,3,5906112.0,3
"Davenport-Moline-Rock Island, IA-IL MSA",BCBS PPO,5466262.0,1,5263310.0,2,5633358.0,1
"Davenport-Moline-Rock Island, IA-IL MSA",Cigna LocalPlus,,,5605883.0,9,5945807.0,7
"Davenport-Moline-Rock Island, IA-IL MSA",Cigna OAP,5766648.0,4,5560327.0,7,5961807.0,8
"Davenport-Moline-Rock Island, IA-IL MSA",Cigna PPO,5777485.0,5,5592823.0,8,5966695.0,9
"Davenport-Moline-Rock Island, IA-IL MSA",UHC Choice POS Plus,,,5422969.0,4,5924719.0,5
"Davenport-Moline-Rock Island, IA-IL MSA",UHC POS,5672333.0,2,5425205.0,5,5917260.0,4
"Davenport-Moline-Rock Island, IA-IL MSA",UHC PPO,,,5446434.0,6,5935292.0,6
"Dayton, OH MSA",Aetna Choice POS,5679260.0,2,5130482.0,1,5953981.0,3
"Dayton, OH MSA",Aetna Open Choice PPO,5672732.0,1,5130802.0,2,5939470.0,2
"Dayton, OH MSA",BCBS PPO,5688933.0,3,5301381.0,3,5935109.0,1
"Dayton, OH MSA",Cigna LocalPlus,,,5469081.0,4,6079190.0,4
"Dayton, OH MSA",Cigna OAP,5734173.0,4,5521624.0,5,6108494.0,5
"Dayton, OH MSA",Cigna PPO,5749366.0,5,5522501.0,6,6108728.0,6
"Dayton, OH MSA",UHC Choice POS Plus,,,5628359.0,9,6241941.0,8
"Dayton, OH MSA",UHC POS,5810328.0,6,5620240.0,7,6239824.0,7
"Dayton, OH MSA",UHC PPO,,,5627976.0,8,6243961.0,9
"Decatur, AL MSA",Aetna Choice POS,4633444.0,6,4434020.0,9,5126252.0,9
"Decatur, AL MSA",Aetna Open Choice PPO,4632565.0,5,4433556.0,8,5125582.0,8
"Decatur, AL MSA",BCBS PPO,4570501.0,3,4361760.0,7,5075275.0,7
"Decatur, AL MSA",Cigna LocalPlus,,,4332536.0,6,4973395.0,6
"Decatur, AL MSA",Cigna OAP,4563226.0,2,4332378.0,5,4967588.0,5
"Decatur, AL MSA",Cigna PPO,4573129.0,4,4323108.0,4,4955909.0,4
"Decatur, AL MSA",UHC Choice POS Plus,,,4259531.0,1,4952516.0,3
"Decatur, AL MSA",UHC POS,4502303.0,1,4259703.0,2,4951990.0,2
"Decatur, AL MSA",UHC PPO,,,4261539.0,3,4951548.0,1
"Decatur, IL MSA",Aetna Choice POS,5656016.0,3,5219475.0,1,5785366.0,1
"Decatur, IL MSA",Aetna Open Choice PPO,5658289.0,4,5222748.0,2,5787446.0,2
"Decatur, IL MSA",BCBS PPO,5447623.0,1,5427848.0,3,5884569.0,3
"Decatur, IL MSA",Cigna LocalPlus,,,5583019.0,6,6026345.0,6
"Decatur, IL MSA",Cigna OAP,5663672.0,5,5579380.0,4,6011134.0,5
"Decatur, IL MSA",Cigna PPO,5675581.0,6,5580943.0,5,6009775.0,4
"Decatur, IL MSA",UHC Choice POS Plus,,,5665635.0,9,6115461.0,9
"Decatur, IL MSA",UHC POS,5638748.0,2,5609945.0,7,6110358.0,7
"Decatur, IL MSA",UHC PPO,,,5659956.0,8,6112115.0,8
"Deltona-Daytona Beach-Ormond Beach, FL MSA",Aetna Choice POS,5969666.0,1,5799846.0,3,6180554.0,2
"Deltona-Daytona Beach-Ormond Beach, FL MSA",Aetna Open Choice PPO,6038798.0,3,5796632.0,2,6180204.0,1
"Deltona-Daytona Beach-Ormond Beach, FL MSA",BCBS PPO,6018092.0,2,5716218.0,1,6313944.0,4
"Deltona-Daytona Beach-Ormond Beach, FL MSA",Cigna LocalPlus,,,6151289.0,9,6427609.0,9
"Deltona-Daytona Beach-Ormond Beach, FL MSA",Cigna OAP,6275046.0,4,6049743.0,8,6333083.0,8
"Deltona-Daytona Beach-Ormond Beach, FL MSA",Cigna PPO,6316062.0,5,6034050.0,7,6325889.0,7
"Deltona-Daytona Beach-Ormond Beach, FL MSA",UHC Choice POS Plus,,,6028805.0,6,6315119.0,5
"Deltona-Daytona Beach-Ormond Beach, FL MSA",UHC POS,6343756.0,6,5971767.0,4,6227564.0,3
"Deltona-Daytona Beach-Ormond Beach, FL MSA",UHC PPO,,,6027584.0,5,6319424.0,6
"Denver-Aurora, CO MSA",Aetna Choice POS,6965388.0,5,6676000.0,4,6687280.0,3
"Denver-Aurora, CO MSA",Aetna Open Choice PPO,6956800.0,4,6677681.0,5,6691755.0,4
"Denver-Aurora, CO MSA",BCBS PPO,7163526.0,6,7098760.0,8,7261525.0,9
"Denver-Aurora, CO MSA",Cigna LocalPlus,,,6570425.0,2,6607909.0,1
"Denver-Aurora, CO MSA",Cigna OAP,6844591.0,2,6639707.0,3,6822416.0,5
"Denver-Aurora, CO MSA",Cigna PPO,6590421.0,1,6395986.0,1,6684432.0,2
"Denver-Aurora, CO MSA",UHC Choice POS Plus,,,6973350.0,7,7127935.0,7
"Denver-Aurora, CO MSA",UHC POS,6908973.0,3,6777234.0,6,6977268.0,6
"Denver-Aurora, CO MSA",UHC PPO,,,7146454.0,9,7162916.0,8
"Des Moines-West Des Moines, IA MSA",Aetna Choice POS,5729213.0,1,5539318.0,1,5795032.0,1
"Des Moines-West Des Moines, IA MSA",Aetna Open Choice PPO,5816012.0,3,5624166.0,5,5847154.0,2
"Des Moines-West Des Moines, IA MSA",BCBS PPO,5771439.0,2,5571280.0,2,6071845.0,3
"Des Moines-West Des Moines, IA MSA",Cigna LocalPlus,,,5738748.0,7,6144655.0,6
"Des Moines-West Des Moines, IA MSA",Cigna OAP,5879803.0,5,5775605.0,8,6197213.0,8
"Des Moines-West Des Moines, IA MSA",Cigna PPO,5879017.0,4,5777201.0,9,6197427.0,9
"Des Moines-West Des Moines, IA MSA",UHC Choice POS Plus,,,5609922.0,4,6136210.0,5
"Des Moines-West Des Moines, IA MSA",UHC POS,5881338.0,6,5603489.0,3,6131058.0,4
"Des Moines-West Des Moines, IA MSA",UHC PPO,,,5658105.0,6,6189638.0,7
"Detroit-Warren-Livonia, MI MSA",Aetna Choice POS,4830276.0,3,4752439.0,6,5147438.0,4
"Detroit-Warren-Livonia, MI MSA",Aetna Open Choice PPO,4828942.0,1,4765456.0,7,5186591.0,7
"Detroit-Warren-Livonia, MI MSA",BCBS PPO,5109203.0,6,5014891.0,9,5394649.0,8
"Detroit-Warren-Livonia, MI MSA",Cigna LocalPlus,,,4865675.0,8,5449740.0,9
"Detroit-Warren-Livonia, MI MSA",Cigna OAP,4934525.0,5,4745451.0,5,5174050.0,6
"Detroit-Warren-Livonia, MI MSA",Cigna PPO,4934449.0,4,4745146.0,4,5170589.0,5
"Detroit-Warren-Livonia, MI MSA",UHC Choice POS Plus,,,4664236.0,2,5044500.0,1
"Detroit-Warren-Livonia, MI MSA",UHC POS,4829126.0,2,4661118.0,1,5044664.0,2
"Detroit-Warren-Livonia, MI MSA",UHC PPO,,,4737784.0,3,5078119.0,3
"Dothan, AL MSA",Aetna Choice POS,4939798.0,5,4709324.0,8,5504061.0,9
"Dothan, AL MSA",Aetna Open Choice PPO,4940688.0,6,4710045.0,9,5496098.0,8
"Dothan, AL MSA",BCBS PPO,4800576.0,1,4611123.0,5,5374200.0,7
"Dothan, AL MSA",Cigna LocalPlus,,,4510701.0,3,5243094.0,1
"Dothan, AL MSA",Cigna OAP,4833163.0,2,4506159.0,2,5245148.0,2
"Dothan, AL MSA",Cigna PPO,4835239.0,3,4505900.0,1,5246036.0,3
"Dothan, AL MSA",UHC Choice POS Plus,,,4610643.0,4,5322754.0,4
"Dothan, AL MSA",UHC POS,4858889.0,4,4614165.0,7,5323159.0,5
"Dothan, AL MSA",UHC PPO,,,4613713.0,6,5326267.0,6
"Dover, DE MSA",Aetna Choice POS,5969020.0,3,5667371.0,3,6326742.0,9
"Dover, DE MSA",Aetna Open Choice PPO,5877150.0,1,5658582.0,2,6314497.0,8
"Dover, DE MSA",BCBS PPO,5950430.0,2,5699651.0,6,6244852.0,5
"Dover, DE MSA",Cigna LocalPlus,,,5752360.0,8,6259180.0,7
"Dover, DE MSA",Cigna OAP,5976564.0,4,5751395.0,7,6242254.0,4
"Dover, DE MSA",Cigna PPO,5976893.0,5,5754338.0,9,6253185.0,6
"Dover, DE MSA",UHC Choice POS Plus,,,5671296.0,4,6201539.0,1
"Dover, DE MSA",UHC POS,6004126.0,6,5658524.0,1,6202194.0,2
"Dover, DE MSA",UHC PPO,,,5676481.0,5,6217571.0,3
"Dubuque, IA MSA",Aetna Choice POS,6057350.0,3,5649846.0,2,5578618.0,2
"Dubuque, IA MSA",Aetna Open Choice PPO,6097010.0,4,5645447.0,1,5573201.0,1
"Dubuque, IA MSA",BCBS PPO,5829995.0,1,5687289.0,3,5946613.0,9
"Dubuque, IA MSA",Cigna LocalPlus,,,5817995.0,9,5910543.0,8
"Dubuque, IA MSA",Cigna OAP,6100140.0,6,5809570.0,8,5906332.0,7
"Dubuque, IA MSA",Cigna PPO,6098741.0,5,5808489.0,7,5906071.0,6
"Dubuque, IA MSA",UHC Choice POS Plus,,,5694178.0,5,5855425.0,3
"Dubuque, IA MSA",UHC POS,6055029.0,2,5693540.0,4,5865314.0,4
"Dubuque, IA MSA",UHC PPO,,,5732833.0,6,5902096.0,5
"Duluth, MN-WI MSA",Aetna Choice POS,6928909.0,2,6956486.0,3,6777409.0,1
"Duluth, MN-WI MSA",Aetna Open Choice PPO,6928870.0,1,6956608.0,4,6777493.0,2
"Duluth, MN-WI MSA",BCBS PPO,7040003.0,6,6847784.0,1,7143940.0,6
"Duluth, MN-WI MSA",Cigna LocalPlus,,,6949573.0,2,6883686.0,3
"Duluth, MN-WI MSA",Cigna OAP,7008585.0,4,6965056.0,6,6915354.0,5
"Duluth, MN-WI MSA",Cigna PPO,7006188.0,3,6964615.0,5,6905879.0,4
"Duluth, MN-WI MSA",UHC Choice POS Plus,,,7057514.0,9,7234216.0,9
"Duluth, MN-WI MSA",UHC POS,7021592.0,5,6976110.0,7,7148138.0,7
"Duluth, MN-WI MSA",UHC PPO,,,6976524.0,8,7148858.0,8
"Durham, NC MSA",Aetna Choice POS,6215980.0,2,5985093.0,4,6259335.0,2
"Durham, NC MSA",Aetna Open Choice PPO,6231992.0,3,5934665.0,1,6254821.0,1
"Durham, NC MSA",BCBS PPO,6145519.0,1,6046567.0,6,6392009.0,5
"Durham, NC MSA",Cigna LocalPlus,,,6028586.0,5,6431806.0,6
"Durham, NC MSA",Cigna OAP,6287264.0,4,5962275.0,3,6381615.0,3
"Durham, NC MSA",Cigna PPO,6296669.0,5,5961073.0,2,6381761.0,4
"Durham, NC MSA",UHC Choice POS Plus,,,6241911.0,8,6664994.0,9
"Durham, NC MSA",UHC POS,6375494.0,6,6245390.0,9,6662725.0,8
"Durham, NC MSA",UHC PPO,,,6121810.0,7,6502926.0,7
"Eau Claire, WI MSA",Aetna Choice POS,7782956.0,4,7813386.0,4,7100917.0,1
"Eau Claire, WI MSA",Aetna Open Choice PPO,7771988.0,3,7813969.0,5,7104347.0,2
"Eau Claire, WI MSA",BCBS PPO,8035499.0,6,7836321.0,6,7260268.0,9
"Eau Claire, WI MSA",Cigna LocalPlus,,,7809102.0,1,7114905.0,3
"Eau Claire, WI MSA",Cigna OAP,7722367.0,1,7811292.0,3,7134533.0,5
"Eau Claire, WI MSA",Cigna PPO,7744569.0,2,7809485.0,2,7121363.0,4
"Eau Claire, WI MSA",UHC Choice POS Plus,,,7917359.0,9,7190541.0,8
"Eau Claire, WI MSA",UHC POS,7888656.0,5,7853928.0,8,7167130.0,6
"Eau Claire, WI MSA",UHC PPO,,,7853464.0,7,7167599.0,7
"El Centro, CA MSA",Aetna Choice POS,6242107.0,2,5925472.0,2,6393329.0,5
"El Centro, CA MSA",Aetna Open Choice PPO,6243631.0,3,5926493.0,3,6394412.0,6
"El Centro, CA MSA",BCBS PPO,6415663.0,6,6091547.0,10,6418986.0,10
"El Centro, CA MSA",BS CA Blue Shield Preferred Network,6199228.0,1,5960593.0,5,6390844.0,3
"El Centro, CA MSA",Cigna LocalPlus,,,5828908.0,1,6249997.0,1
"El Centro, CA MSA",Cigna OAP,6323279.0,4,5948875.0,4,6377785.0,2
"El Centro, CA MSA",Cigna PPO,6340484.0,5,5966665.0,6,6393067.0,4
"El Centro, CA MSA",UHC Choice POS Plus,,,6005326.0,9,6400404.0,9
"El Centro, CA MSA",UHC POS,6565179.0,7,6005086.0,8,6400297.0,8
"El Centro, CA MSA",UHC PPO,,,6003832.0,7,6396866.0,7
"El Paso, TX MSA",Aetna Choice POS,5719746.0,3,5726435.0,3,5769874.0,2
"El Paso, TX MSA",Aetna Open Choice PPO,5708214.0,2,5713847.0,2,5771671.0,3
"El Paso, TX MSA",BCBS PPO,5663636.0,1,5705181.0,1,5630979.0,1
"El Paso, TX MSA",Cigna LocalPlus,,,5858581.0,4,5941408.0,5
"El Paso, TX MSA",Cigna OAP,5834565.0,4,5903725.0,5,5922927.0,4
"El Paso, TX MSA",Cigna PPO,5873928.0,5,5929175.0,6,5979193.0,6
"El Paso, TX MSA",UHC Choice POS Plus,,,5962643.0,8,6005759.0,8
"El Paso, TX MSA",UHC POS,5927953.0,6,5947279.0,7,6005511.0,7
"El Paso, TX MSA",UHC PPO,,,6015595.0,9,6071769.0,9
"Elizabethtown, KY MSA",Aetna Choice POS,4862049.0,1,4594716.0,1,5498765.0,7
"Elizabethtown, KY MSA",Aetna Open Choice PPO,4863594.0,2,4595190.0,2,5499462.0,8
"Elizabethtown, KY MSA",BCBS PPO,5041541.0,4,4831994.0,7,5589972.0,9
"Elizabethtown, KY MSA",Cigna LocalPlus,,,4857804.0,9,5485283.0,4
"Elizabethtown, KY MSA",Cigna OAP,5052546.0,6,4833100.0,8,5481144.0,1
"Elizabethtown, KY MSA",Cigna PPO,5051530.0,5,4818277.0,6,5481190.0,2
"Elizabethtown, KY MSA",UHC Choice POS Plus,,,4800559.0,3,5486240.0,5
"Elizabethtown, KY MSA",UHC POS,4959898.0,3,4801387.0,4,5482519.0,3
"Elizabethtown, KY MSA",UHC PPO,,,4811328.0,5,5497687.0,6
"Elkhart-Goshen, IN MSA",Aetna Choice POS,5993927.0,4,5593535.0,1,6027182.0,2
"Elkhart-Goshen, IN MSA",Aetna Open Choice PPO,6005671.0,5,5593782.0,2,6027180.0,1
"Elkhart-Goshen, IN MSA",BCBS PPO,6335307.0,6,5923855.0,9,6397614.0,9
"Elkhart-Goshen, IN MSA",Cigna LocalPlus,,,5798874.0,7,6205814.0,3
"Elkhart-Goshen, IN MSA",Cigna OAP,5954363.0,2,5797366.0,6,6216356.0,4
"Elkhart-Goshen, IN MSA",Cigna PPO,5989709.0,3,5802610.0,8,6218165.0,5
"Elkhart-Goshen, IN MSA",UHC Choice POS Plus,,,5756979.0,5,6237516.0,8
"Elkhart-Goshen, IN MSA",UHC POS,5938942.0,1,5754493.0,3,6236904.0,7
"Elkhart-Goshen, IN MSA",UHC PPO,,,5755467.0,4,6236875.0,6
"Elmira, NY MSA",Aetna Choice POS,5484314.0,6,5172918.0,1,5610753.0,1
"Elmira, NY MSA",Aetna Open Choice PPO,5387048.0,3,5174659.0,2,5611937.0,2
"Elmira, NY MSA",Anthem BCBS NY Empire PPO,30404.0,1,5250467.0,4,5667857.0,3
"Elmira, NY MSA",BCBS PPO,5386041.0,2,5297432.0,7,5769831.0,10
"Elmira, NY MSA",Cigna LocalPlus,,,5246974.0,3,5746537.0,7
"Elmira, NY MSA",Cigna OAP,5466604.0,4,5273615.0,6,5765259.0,9
"Elmira, NY MSA",Cigna PPO,5467419.0,5,5254910.0,5,5755153.0,8
"Elmira, NY MSA",UHC Choice POS Plus,,,5330719.0,9,5738869.0,4
"Elmira, NY MSA",UHC POS,5508232.0,7,5330447.0,8,5739014.0,5
"Elmira, NY MSA",UHC PPO,,,5347559.0,10,5739474.0,6
"Erie, PA MSA",Aetna Choice POS,5294766.0,2,4940240.0,2,5518404.0,7
"Erie, PA MSA",Aetna Open Choice PPO,5305811.0,3,4940065.0,1,5517931.0,6
"Erie, PA MSA",BCBS PPO,5246637.0,1,4949797.0,3,5433630.0,2
"Erie, PA MSA",Cigna LocalPlus,,,4979191.0,4,5513417.0,5
"Erie, PA MSA",Cigna OAP,5309443.0,4,4988133.0,5,5508045.0,3
"Erie, PA MSA",Cigna PPO,5312364.0,5,4989650.0,7,5509562.0,4
"Erie, PA MSA",Independence BC PA Personal Choice,,,4988291.0,6,5423607.0,1
"Erie, PA MSA",UHC Choice POS Plus,,,5028783.0,8,5598463.0,8
"Erie, PA MSA",UHC POS,5327164.0,6,5054286.0,9,5615566.0,10
"Erie, PA MSA",UHC PPO,,,5055721.0,10,5615524.0,9
"Eugene-Springfield, OR MSA",Aetna Choice POS,7495596.0,3,6957675.0,1,7160975.0,1
"Eugene-Springfield, OR MSA",Aetna Open Choice PPO,7497619.0,4,6972112.0,2,7161481.0,2
"Eugene-Springfield, OR MSA",BCBS PPO,7170731.0,1,6976157.0,3,7294466.0,3
"Eugene-Springfield, OR MSA",Cigna LocalPlus,,,7221973.0,5,7411482.0,4
"Eugene-Springfield, OR MSA",Cigna OAP,7705154.0,5,7298493.0,9,7432455.0,6
"Eugene-Springfield, OR MSA",Cigna PPO,7714473.0,6,7297539.0,8,7426298.0,5
"Eugene-Springfield, OR MSA",UHC Choice POS Plus,,,7215236.0,4,7486790.0,7
"Eugene-Springfield, OR MSA",UHC POS,7476188.0,2,7238567.0,6,7502520.0,8
"Eugene-Springfield, OR MSA",UHC PPO,,,7292348.0,7,7564972.0,9
"Evansville, IN-KY MSA",Aetna Choice POS,5802123.0,1,5244271.0,2,5878607.0,2
"Evansville, IN-KY MSA",Aetna Open Choice PPO,5830947.0,2,5241043.0,1,5840518.0,1
"Evansville, IN-KY MSA",BCBS PPO,6201267.0,6,5972647.0,9,6283594.0,9
"Evansville, IN-KY MSA",Cigna LocalPlus,,,5721045.0,6,6111456.0,3
"Evansville, IN-KY MSA",Cigna OAP,5946607.0,4,5693062.0,5,6120035.0,4
"Evansville, IN-KY MSA",Cigna PPO,5946767.0,5,5689085.0,4,6124639.0,5
"Evansville, IN-KY MSA",UHC Choice POS Plus,,,5666723.0,3,6149443.0,6
"Evansville, IN-KY MSA",UHC POS,5904086.0,3,5734365.0,7,6188718.0,7
"Evansville, IN-KY MSA",UHC PPO,,,5740821.0,8,6195200.0,8
FL NONMETROPOLITAN AREA,Aetna Choice POS,6138946.0,3,5792562.0,4,5978165.0,8
FL NONMETROPOLITAN AREA,Aetna Open Choice PPO,6179380.0,4,5810594.0,5,6004608.0,9
FL NONMETROPOLITAN AREA,BCBS PPO,6207170.0,5,5915373.0,8,5802124.0,4
FL NONMETROPOLITAN AREA,Cigna LocalPlus,,,5917086.0,9,5883400.0,7
FL NONMETROPOLITAN AREA,Cigna OAP,6124063.0,2,5889803.0,6,5849823.0,5
FL NONMETROPOLITAN AREA,Cigna PPO,6216174.0,6,5889853.0,7,5861592.0,6
FL NONMETROPOLITAN AREA,UHC Choice POS Plus,,,5752272.0,3,5752629.0,3
FL NONMETROPOLITAN AREA,UHC POS,6004734.0,1,5738531.0,2,5735110.0,2
FL NONMETROPOLITAN AREA,UHC PPO,,,5607920.0,1,5616926.0,1
"Fairbanks, AK MSA",Aetna Choice POS,8129503.0,4,7717382.0,6,8142384.0,8
"Fairbanks, AK MSA",Aetna Open Choice PPO,8130101.0,5,7622859.0,4,8137548.0,7
"Fairbanks, AK MSA",BCBS PPO,,,7643305.0,5,,
"Fairbanks, AK MSA",Cigna LocalPlus,,,7469932.0,2,7843077.0,1
"Fairbanks, AK MSA",Cigna OAP,7981984.0,2,7498753.0,3,7977730.0,2
"Fairbanks, AK MSA",Cigna PPO,7961996.0,1,7469664.0,1,7979122.0,3
"Fairbanks, AK MSA",UHC Choice POS Plus,,,7796831.0,7,8018730.0,4
"Fairbanks, AK MSA",UHC POS,7988422.0,3,7806161.0,9,8024260.0,5
"Fairbanks, AK MSA",UHC PPO,,,7804034.0,8,8028226.0,6
"Fargo, ND-MN MSA",Aetna Choice POS,6512938.0,1,6368471.0,2,6397370.0,1
"Fargo, ND-MN MSA",Aetna Open Choice PPO,6513395.0,2,6367931.0,1,6397637.0,2
"Fargo, ND-MN MSA",BCBS PPO,6854457.0,6,6663555.0,9,6899018.0,9
"Fargo, ND-MN MSA",Cigna LocalPlus,,,6446979.0,5,6581985.0,3
"Fargo, ND-MN MSA",Cigna OAP,6635254.0,5,6451503.0,7,6611029.0,5
"Fargo, ND-MN MSA",Cigna PPO,6633761.0,4,6451117.0,6,6609444.0,4
"Fargo, ND-MN MSA",UHC Choice POS Plus,,,6552022.0,8,6784454.0,8
"Fargo, ND-MN MSA",UHC POS,6525553.0,3,6413552.0,3,6682193.0,7
"Fargo, ND-MN MSA",UHC PPO,,,6414283.0,4,6681614.0,6
"Farmington, NM MSA",Aetna Choice POS,6222970.0,1,6298883.0,5,6383074.0,2
"Farmington, NM MSA",Aetna Open Choice PPO,6224376.0,2,6291270.0,4,6382917.0,1
"Farmington, NM MSA",BCBS PPO,6470954.0,6,6356182.0,8,6549749.0,6
"Farmington, NM MSA",Cigna LocalPlus,,,6264130.0,3,6447617.0,4
"Farmington, NM MSA",Cigna OAP,6364059.0,4,6248315.0,2,6486063.0,5
"Farmington, NM MSA",Cigna PPO,6275111.0,3,6193789.0,1,6429172.0,3
"Farmington, NM MSA",UHC Choice POS Plus,,,6346926.0,6,6670665.0,7
"Farmington, NM MSA",UHC POS,6430416.0,5,6353615.0,7,6673346.0,8
"Farmington, NM MSA",UHC PPO,,,6356729.0,9,6676078.0,9
"Fayetteville, NC MSA",Aetna Choice POS,5740158.0,2,5955710.0,7,5927249.0,4
"Fayetteville, NC MSA",Aetna Open Choice PPO,5708483.0,1,5956366.0,8,5926713.0,3
"Fayetteville, NC MSA",BCBS PPO,5845658.0,4,5968702.0,9,6036211.0,9
"Fayetteville, NC MSA",Cigna LocalPlus,,,5876755.0,6,5981989.0,8
"Fayetteville, NC MSA",Cigna OAP,5979700.0,5,5851234.0,4,5972994.0,7
"Fayetteville, NC MSA",Cigna PPO,5981720.0,6,5853208.0,5,5970597.0,6
"Fayetteville, NC MSA",UHC Choice POS Plus,,,5813489.0,2,5917080.0,1
"Fayetteville, NC MSA",UHC POS,5794615.0,3,5808683.0,1,5917772.0,2
"Fayetteville, NC MSA",UHC PPO,,,5819054.0,3,5931311.0,5
"Fayetteville-Springdale-Rogers, AR-MO MSA",Aetna Choice POS,4713290.0,3,4515854.0,1,5127749.0,6
"Fayetteville-Springdale-Rogers, AR-MO MSA",Aetna Open Choice PPO,4699926.0,1,4526322.0,2,5109746.0,4
"Fayetteville-Springdale-Rogers, AR-MO MSA",BCBS PPO,4807980.0,5,4615704.0,6,5121754.0,5
"Fayetteville-Springdale-Rogers, AR-MO MSA",Cigna LocalPlus,,,4552536.0,5,5095115.0,2
"Fayetteville-Springdale-Rogers, AR-MO MSA",Cigna OAP,4706888.0,2,4549627.0,4,5095101.0,1
"Fayetteville-Springdale-Rogers, AR-MO MSA",Cigna PPO,4768602.0,4,4547744.0,3,5096494.0,3
"Fayetteville-Springdale-Rogers, AR-MO MSA",UHC Choice POS Plus,,,4683406.0,9,5237472.0,7
"Fayetteville-Springdale-Rogers, AR-MO MSA",UHC POS,4879381.0,6,4682662.0,7,5237772.0,9
"Fayetteville-Springdale-Rogers, AR-MO MSA",UHC PPO,,,4682942.0,8,5237753.0,8
"Flagstaff, AZ MSA",Aetna Choice POS,5724678.0,3,5310739.0,3,6234837.0,5
"Flagstaff, AZ MSA",Aetna Open Choice PPO,5738593.0,4,5305984.0,2,6237397.0,6
"Flagstaff, AZ MSA",BCBS PPO,5745594.0,5,5276318.0,1,5870716.0,1
"Flagstaff, AZ MSA",Cigna LocalPlus,,,5328285.0,4,6197318.0,2
"Flagstaff, AZ MSA",Cigna OAP,5647385.0,1,5336518.0,6,6218081.0,3
"Flagstaff, AZ MSA",Cigna PPO,5665442.0,2,5331675.0,5,6222133.0,4
"Flagstaff, AZ MSA",UHC Choice POS Plus,,,5455086.0,8,6339043.0,8
"Flagstaff, AZ MSA",UHC POS,5746641.0,6,5454020.0,7,6336578.0,7
"Flagstaff, AZ MSA",UHC PPO,,,5458670.0,9,6342849.0,9
"Flint, MI MSA",Aetna Choice POS,4728174.0,2,4607458.0,3,5287960.0,2
"Flint, MI MSA",Aetna Open Choice PPO,4721390.0,1,4606893.0,2,5287934.0,1
"Flint, MI MSA",BCBS PPO,5114551.0,6,5010239.0,9,5565328.0,9
"Flint, MI MSA",Cigna LocalPlus,,,4682025.0,8,5367495.0,7
"Flint, MI MSA",Cigna OAP,4900151.0,4,4659975.0,7,5349501.0,4
"Flint, MI MSA",Cigna PPO,4902086.0,5,4657378.0,6,5345996.0,3
"Flint, MI MSA",UHC Choice POS Plus,,,4608739.0,4,5361211.0,5
"Flint, MI MSA",UHC POS,4783505.0,3,4605546.0,1,5362046.0,6
"Flint, MI MSA",UHC PPO,,,4636820.0,5,5387727.0,8
"Florence, SC MSA",Aetna Choice POS,5995263.0,5,5794823.0,2,6298822.0,5
